Processed_Sentence,Etiket
doğru söyle,suç
stan,suç
stan,suç
kusur bak,suç
mal seyrel de,suç
seyrel,suç
iyi yap,suç
kim öğren,suç
yarın,suç
öğle,suç
malky dur,suç
bak mal seyrel,suç
kim kendi bul,suç
iş,suç
geç içeri ödev yap,suç
yap,suç
zaman içeri geç abla temiz yar,suç
sigar iç,suç
i̇ki,suç
derin nefes,suç
derin nefes ver,suç
derin nefes,suç
zaman dol sır ben,suç
değiş kan yüz dağıt,suç
bacak hazır,suç
aşağı aşağı,suç
pardo tatlı,suç
sık,suç
bırak,suç
günaydın uyku,suç
sela bal,suç
sela,suç
tatlı kıs anne baş çatla,suç
sıra çal,suç
i̇şi güç salak çizgi film izle,suç
kıç çalış kaybet,suç
koca kıç değil,suç
i̇ki yukarı,suç
ara gün çizgi film izle başka yap,suç
kıç kaldır yiyecek al git,suç
bacak,suç
güzel,suç
laf söyle gör gün,suç
margie galiba sıç,suç
i̇lk ol,suç
zaman şekil hallet,suç
evet sefer ileri git san,suç
asıl ileri git,suç
i̇şe geç kal,suç
bugün ev çalış,suç
gerçekten hisset,suç
i̇şte kar içeri,suç
sır ben,suç
hayır,suç
vur,suç
baba sik kap kapı,suç
ateş et,suç
küçük orospu,suç
megatron,suç
vücut toparla,suç
quadra step kullan kalça kas,suç
telefon bak mi,suç
meşgul,suç
alo,suç
margaret mcallister,suç
wildwood new jersey dek spencer okul nun müdire,suç
bay bayan lando ev,suç
evet,suç
bayan lando eş mathilda spencer kaydet,suç
sorun ol söz et,suç
bil problem kız,suç
sağlık verim genç kadın dönüş,suç
beceri gurur duy kur,suç
okul gel süre el gel,suç
mathilda hafta iz al okul ayrıl,suç
eş yıllık okul ücret peşin öde bil,suç
taraf yolla kural,suç
kitap 20 sayfa bak ol,suç
geçerli mazeret bulun uzun sür devam,suç
okul ücret iade et gör,suç
mathilda öl,suç
salak çocuk ev azıcık yap söyle,suç
temizle şura,suç
bık pislik,suç
acele,suç
kapkaranlık ol,suç
ters git hisset,suç
acayip gün,suç
aşk sayesinde bambaşka gör,suç
hayat zor çocuk,suç
se kal,suç
bakkal git,suç
süt mi,suç
kutu,suç
i̇ki,suç
fırtına önce kısa sakin an sev,suç
beethoven anımsa,suç
duy mu,suç
kafa çim koy,suç
büyü duy,suç
böcek duy,suç
beethoven sever mi,suç
fikir,suç
dinle,suç
baba,suç
benny kal,suç
baba,suç
baba,suç
hasiktir,suç
öğle de,suç
dakika gecik,suç
beethoven sev,suç
kaçır bil,suç
uvertür iç şey hareket geçir,suç
öylesine kuvvet,suç
yalan söyle aç,suç
aşırı baymak soru,suç
yüz bırak,suç
ev ara,suç
mozart hayran,suç
bayıl,suç
mozart bayıl,suç
avusturya,suç
tarz hafif kaç,suç
ağır herif meylet,suç
süper,suç
moruk bok ye,suç
dost zevk çene kap,suç
brahms bak fena değil,suç
müzik anla,suç
kes lan,suç
yatak bak,suç
vay,suç
sik,suç
stan,suç
yap bak,suç
stan mi,suç
yap bak,suç
hey stan,suç
stan,suç
yap,suç
yap,suç
herif öl,suç
takım mahvet,suç
anla öl,suç
yığın boş ver,suç
sakin,suç
sakin,suç
kal,suç
benny,suç
yap iş sik benny,suç
biz malky stan,suç
sakin,suç
haydi haydi,suç
benny,suç
haydi,suç
gel sigar iç,suç
benny çık,suç
benny ateş et,suç
geç içeri,suç
yap iş sik benny,suç
üstüne yeni giy ateş,suç
sakin,suç
hanımefendi içeri gir,suç
narkotik,suç
polis,suç
zavallı aile rahat bırak,suç
yol,suç
sakin,suç
sakin,suç
sakin,suç
rahat bırak,suç
i̇çeri gir de,suç
stan galiba içeri gir ol,suç
benny gerek mutfak alt üstüne getir bok bul,suç
will blood bak yap,suç
4 yaş çocuk öldür,suç
cidden yap gerek mu,suç
kapı,suç
benny çocuk,suç
galiba stan kız öldür,suç
will de götlek oğlan,suç
üçüncü kayıp,suç
bul,suç
sik,suç
küçük kız el kaçır dost,suç
apartman görev bul çalış,suç
tanı,suç
grimlock,suç
tanı,suç
hey bul,suç
bingo,suç
stan bul,suç
bil,suç
i̇şte,suç
polis gel git,suç
polis gel,suç
git gerek,suç
kal,suç
o deme iste,suç
iş yap,suç
ad,suç
mathilda,suç
baba üzgün,suç
öldür bugün yarın el kal,suç
anne anne,suç
abla kilo ver iste,suç
iste ol,suç
abla değil,suç
yarı abla üstelik yarı kötü,suç
sev ağla,suç
kardeş öldür,suç
suç,suç
4 yaş,suç
ağla,suç
yan otur sokul,suç
do fazla anne yap,suç
domuz hakkında konuş,suç
do insan kibar,suç
bok kok,suç
mutfak tane,suç
temiz kok,suç
mutfak do,suç
evet,suç
mutfak do filan gör,suç
kıpırda getir,suç
domuz,suç
domuz,suç
nere,suç
i̇şte bura,suç
merhaba mathilda,suç
merhaba domuz,suç
bugün nasıl,suç
günle ol,suç
ad,suç
leon,suç
tatlı is,suç
git kimse,suç
aile başka ye,suç
süt al,suç
sik,suç
el sürme,suç
leon yap,suç
temizlikçiyim,suç
kira katil,suç
evet,suç
süper,suç
herkes temizle mu,suç
kadın çocuk,suç
kural,suç
kardeş öldür pislik iş bitir biri tut,suç
kaç patla,suç
kelle baş 5,suç
vay,suç
yap,suç
çalış,suç
karşılık temiz yap öğret,suç
de,suç
ev temizle alışveriş yap,suç
çamaşır yık,suç
anlaş,suç
hayır,suç
anlaş,suç
yap iste,suç
git ye,suç
zor gün geçir,suç
git yat yarın bak,suç
gerçekten harika davran leon,suç
anla mu,suç
i̇yi gecele,suç
i̇yi uyu,suç
i̇yi kahvaltı git gerek,suç
ilgilen,suç
oku,suç
oku bil,suç
öğren son zaman iş,suç
geri kal,suç
yaz,suç
hayat yap kar ver,suç
temizlikçi iste,suç
temizlikçi iste,suç
veda hediye,suç
git temizle,suç
ben kal,suç
çalış,suç
anla,suç
bonnie clyde çalış,suç
thelma louis çalış,suç
iyi o,suç
mathilda yap,suç
iyi dokun,suç
dün kap ön hayat kurtar,suç
yüz hayat sorumluluk,suç
hayat kurtar kurtar ol,suç
kap dışarı et kapı aç ol,suç
kap ön ölü terk et,suç
kapı aç yüz,suç
mathilda,suç
yar et gece öl,suç
hisset,suç
gece öl iste,suç
mathilda küçücük kız,suç
yanlış anla iş yap san,suç
üzgün,suç
nasıl,suç
mathilda,suç
asla yap kafa kır,suç
anla,suç
şekil çalış,suç
profesyonel,suç
kural,suç
sürekli deyip dur,suç
i̇yi,suç
merhaba,suç
otel çalma düşün mu,suç
bay çal zor,suç
ön juilliard seç katıl,suç
çalış zor,suç
saat 10 dan ol,suç
söz ver,suç
koridor son yerleş kimse rahat et,suç
doldur,suç
baba doldur mi,suç
otel kayıt yap sev bil,suç
teşekkür babişko,suç
dakika içinde getir,suç
dördüncü kat,suç
teşekkür bay,suç
şey merak kız şans,suç
çocuk 17 yaş sabahtan akşam yap,suç
eşya yukarı çıkar çiçek bırak mi,suç
merhaba,suç
sınıf uyuz ol kız ad yaz,suç
i̇şler karış patla,suç
bit,suç
kaç yaş,suç
18,suç
18,suç
ehliyet gör mi,suç
hayır,suç
küçük dur,suç
teşekkür,suç
leon ol öğretmen iste,suç
güçlü akıl iste,suç
mathilda,suç
yeterince güçlü olmadık bil,suç
temel teori öğren,suç
teori,suç
ihtiyaç leon,suç
kafa topla zaman ihtiyaç,suç
evet,suç
içecek,suç
kıpırda getir,suç
şeref,suç
bebek çıkarma iste,suç
kulak duy san,suç
de leon profesyonel,suç
çaylak kullan,suç
form kal iste,suç
tepe ol,suç
öyle,suç
şey yer bil iste,suç
yüz şura şura git dış asla ayrıl,suç
değişim leon,suç
anla mu,suç
evet,suç
kontrol,suç
göz gör,suç
güven,suç
şey birbiri alaka,suç
unut leon,suç
unut,suç
kullan öğren silah tüfek,suç
müşteri ara mesafe ayarla iz ver,suç
profesyonel ol yaklaş müşteri yaklaş,suç
mesela bıçak,suç
son öğren,suç
pozisyon al,suç
hayır,suç
asla son dakika aç ışık yansı,suç
gel kilometre öte gör,suç
giyim asla dikkat çekme asla zemin açık renk giyin,suç
alıştır yap,suç
öğren yol,suç
vur,suç
iste,suç
siz dakika ver,suç
kaybol tak elbise,suç
gör iste,suç
yerinde,suç
doğal görün,suç
kadın çocuk,suç
evet,suç
sarı turuncu koş,suç
sakin kal,suç
göz ayır,suç
sakin nefes,suç
hareket izle,suç
koş yap,suç
sonra hareket hisset çalış,suç
derin nefes tut,suç
sor,suç
i̇yiyim,suç
i̇yiyim,suç
yer yat,suç
gel,suç
atış fena,suç
ateş,suç
nefes al,suç
kalk üst,suç
gerçek mermi dene mi,suç
bugün,suç
top,suç
şekil,suç
hayır sağ,suç
tartış,suç
görün,suç
sokrates,suç
sok tes,suç
bırak,suç
leon çalış başka yap,suç
mola ihtiyaç,suç
oy oyna,suç
oy,suç
süper oy bil,suç
düşündür hafıza çalış,suç
ihtiyaç duy,suç
bakire,suç
i̇lk doku,suç
bakire,suç
bil,suç
mutlu yılla,suç
mutlu yılla bay başkan,suç
bil,suç
bıyık,suç
hayır,suç
kelly,suç
güzel,suç
sır se,suç
yolcu,suç
clint eastwood,suç
bil pes et,suç
john wayne,suç
yem et dil uç,suç
i̇nanılmazdı,suç
leon cidden muhteşem,suç
i̇nanılmaz,suç
çiçek sev,suç
arkadaş,suç
mutlu,suç
soru sor,suç
benze anla mu,suç
kök,suç
gerçekten sev park dik,suç
kök sal,suç
büyü iste sula gerek,suç
hak,suç
hayır,suç
hayır,suç
evet evet evet,suç
tabak dışarı atla lazım,suç
canlı ol lazım,suç
uzun zaman yoksun leon,suç
özle,suç
sürü güzel kaçır,suç
talim yap,suç
talim iyi,suç
abart,suç
bil talim çalış kazan leon,suç
tony,suç
kazan para yer sakla,suç
para ihtiyaç,suç
hayır,suç
merak,suç
epeydir çalış,suç
para kenar dur,suç
de gü biri,suç
kullan,suç
kadı tanış,suç
leon kadın karşı dikkatli ol,suç
ülke yeni gel yan alış hatırla mu leon,suç
kuzu fark,suç
kadın burn çok bok bat,suç
zaman akıl çıkar leon,suç
unut de,suç
para de,suç
kısım,suç
biri ver,suç
yar et,suç
bak par para,suç
sakla bank,suç
banka iyi,suç
banka boyuna soy,suç
yaş tony soy kalk,suç
banka git,suç
sürü form sürü kağıt kürek iş,suç
tony oku yaz,suç
kafa yazılı,suç
oku bil,suç
i̇yi yap leon,suç
i̇yi,suç
para,suç
zaman iste söyle yeter,suç
binlik,suç
gerek,suç
haydi haydi,suç
git eğlen,suç
dur,suç
teşekkür,suç
tamam,suç
konuş,suç
kıpırda dosya getir,suç
manolo dost leon bardak süt getir,suç
bak mathilda dikkatli ol,suç
sokak gör herif konuş,suç
leon kendi gel,suç
sik abart,suç
bekle sigar iç,suç
küfret iste,suç
i̇nsanlarla sürekli konuş,suç
kibar konuş çaba sarf etmen iste,suç
sigara bırak iste,suç
öldür,suç
herif uzak dur tuhaf tip benze,suç
i̇şim dakika bit gör yer dur,suç
leon galiba aşık ol,suç
bil mu,suç
aşık ol aşk bil,suç
hisset,suç
mide,suç
sıcacık,suç
mide düğü,suç
mathilda mide ağrı sevin,suç
anlam san,suç
i̇şe geç kal,suç
i̇şe geç kal nefret et,suç
sela çalış git,suç
bugün nasıl küçük hanım,suç
çalış bunal,suç
anla,suç
git,suç
şikayet al,suç
gürültü azalt tel bezle kapat,suç
akıl,suç
müzik sev,suç
baba meslek,suç
bestekar,suç
harika,suç
sor baba ol,suç
sevgili,suç
galiba çık yürü,suç
cumartesi gece iş,suç
yemek ye,suç
git,suç
dek arkadaş gör,suç
zaman,suç
meşgul ada ol bil mümkün ol kısa tut,suç
yaşa sırasıyla anlat mı,suç
herif bura silah çek,suç
güm,suç
vur,suç
çocuk nere,suç
bil,suç
okul ol gerek siz,suç
i̇fadenizde içeri gir belirt,suç
çocuk gör,suç
kap kır,suç
prosedür uygula,suç
adam kaybet,suç
sik iste,suç
i̇şbirliği,suç
mickey mouse saçmalık vakit,suç
i̇şbirliği iste,suç
ofis buyur,suç
4602,suç
od,suç
çocuk okul,suç
hey,suç
yap top,suç
geri ver,suç
git,suç
kahret git,suç
top,suç
mavi araba takip,suç
müzik son ses aç kırmızı ışık geç iste herhalde,suç
hayır,suç
yavaş sür,suç
yüzlük çene kap,suç
adalet bakanliği,suç
narkoti̇k suç mücadele dai̇resi̇,suç
sen dövüş iste başka seçenek bırak,suç
harika fikir ver,suç
büyük tane,suç
hediye,suç
açma mi,suç
aç,suç
beğen,suç
güzel,suç
bay mcguffin,suç
konuş mi,suç
20,suç
ad norma stansfield,suç
federal plaza daki,suç
narkotik şube nin 4602,suç
oda,suç
al,suç
fazla büyük,suç
ekipman günlük kirala mı,suç
ekipman asla kirala,suç
silah,suç
kullan,suç
iyi yap pencere dışarı ateş et,suç
karşı acımasız,suç
zerr umursa insan öldür dur,suç
aile katlet piç parmak kıpırda,suç
i̇ntikam mathilda,suç
i̇nan,suç
iyi unut,suç
unut,suç
bugün kardeş ceset kal tebeşir iz gör,suç
unut bekle,suç
orospu çocuk geber iste,suç
beyin patla iste,suç
biri öldür eski ol,suç
hayat sonsuz değiş,suç
ömür geri kalan göz açık uyu zor kal,suç
uyu umur leon,suç
i̇stediğim aşk ölüm,suç
aşk ölüm,suç
rahat bırak mathilda,suç
oyun bık,suç
sefer gerçekten harika oy leon,suç
i̇nsanları kibar düşün sağla,suç
bayıl tarz oy,suç
kazan yanında tut,suç
ömür son,suç
kaybet,suç
alışveriş çık,suç
eskiden,suç
kaybet mathilda,suç
mermi silah ağız se duy,suç
kafa kurşun ye değiş,suç
um yalan söyle leon,suç
um kalp derinlik yer sevgi yok,suç
içinde birazcık sevgi var,suç
bence söyle dakika içinde pişman ol,suç
sev leon,suç
kazan,suç
yarala yardımcı ihtiyaç,suç
küçük ol fark öğren,suç
ağaç yaş eğil,suç
evet bil,suç
öğret,suç
yaş sınır,suç
18 yaş,suç
iç tony,suç
manolo leon bardak süt,suç
güzel dövme,suç
manolo,suç
i̇ki,suç
üşü göze al,suç
zincir bula,suç
gör hisset,suç
zil bas konuş başla,suç
de,suç
iste,suç
evet,suç
merhaba,suç
sus,suç
pardo yanlış kapı gel galiba küçük kız,suç
sus biri tanı,suç
geri git gör,suç
işıklar sön,suç
koridor kapkaranlık,suç
kork beyefendi,suç
ağız çıkar tetik çek kapiş,suç
bırak,suç
bırak de,suç
git taraf git,suç
aman,suç
aman,suç
dikkat,suç
taraf,suç
haydi sır se,suç
yar et yar et,suç
efendim,suç
efendim,suç
efendim mal,suç
efendim bak,suç
sol,suç
garanti el,suç
ikinci göğüs kafe üstüne git,suç
kalp akciğer nişan,suç
bura bura,suç
anla,suç
i̇lk savunma bırak ikinci iş bitir,suç
halt et,suç
asla yüz ateş et,suç
müşteri teşhis et öde al,suç
sonuç alaka biri öldür iş bitir söyle ol,suç
beyefendi,suç
anla,suç
anla,suç
yüz ateş et,suç
alet kaldır,suç
halt et,suç
beyefendi,suç
halt,suç
bak susturucu sık kullan,suç
kutu parça kumaş koy şart,suç
silah ısın kutu yak,suç
iyi nem siyah kumaş,suç
yap,suç
kadın çocuk de,suç
kim öldür se,suç
eşek maymun,suç
temiz,suç
git,suç
i̇çki iç hak san,suç
bil müşteri onur sefer istisna yap,suç
bit istisna yap,suç
film öpücük de,suç
hayır,suç
evet,suç
yap,suç
öp,suç
mathilda dur,suç
haydi öpücük,suç
dur bak,suç
yeter git otur,suç
afiyet,suç
inan,suç
aşık ol söyle,suç
mathilda yeter,suç
konu değiş,suç
pardo,suç
biri vur kaç yaş,suç
19,suç
geç,suç
yap,suç
üşü göze al,suç
zil,suç
zaman kapı çal,suç
evet,suç
merhaba bay rubens daire ara,suç
koridor karanlık kaybol,suç
saniye,suç
mi,suç
gel haydi sikik yüz göster,suç
kolay düşür san,suç
olay zor iş çirkin anla,suç
el tut lazım gün herif çene çek zor kal,suç
götlek,suç
sikik yüz göster ibne,suç
hadisene sakız numara,suç
hey,suç
pi numara de,suç
bil mu,suç
pi numara,suç
gel lan götlek,suç
bekle,suç
göster göster sikik,suç
pi numara,suç
mario dükkan dön bitir,suç
leon,suç
hepsi hallet,suç
hayır hayır,suç
i̇nsanlardan kibar,suç
söyle,suç
sor,suç
hayır,suç
sandalye kap otur,suç
otur,suç
düşün,suç
gün baş gel,suç
leon baş gel,suç
et,suç
mermi değ geç o oyna resmen,suç
tony para düşün,suç
geçen gün gelen kız hatırla,suç
evet,suç
i̇smi,suç
mathilda,suç
baş gelecek,suç
para,suç
ver rica et,suç
güven leon,suç
sağ tony,suç
dön,suç
yanlış yap,suç
hayır,suç
sefer fazla büyük,suç
i̇yi artıkla kal zaman,suç
mathilda sen tanış değiş,suç
kal ihtiyaç,suç
büyü zaman,suç
büyü büyü leon,suç
yaşlan,suç
için ters,suç
yeterince yaş,suç
büyü zaman ihtiyaç,suç
kahret,suç
haydi haydi,suç
i̇yi atış,suç
haydi,suç
yeni,suç
beşinci kat,suç
otur,suç
ne,suç
bedavaya otur,suç
parkmetre düş,suç
park et öde yap,suç
kural,suç
de,suç
boş ver,suç
kaç par,suç
10 dol aylık,suç
bozuk,suç
boş ver 12 düz hesap yap,suç
yıllık peşin ver ol,suç
tamam yıllık,suç
kira ver siz katlan zor mı,suç
hayır,suç
zaman git başka yer oyna,suç
düşün lazım,suç
refakatçi̇ni̇zi̇ bekleyi̇n,suç
dik dur,suç
i̇şini sev mu,suç
yemek,suç
git,suç
özel teslimat,suç
4602,suç
oda,suç
ad şura yaz,suç
gel bura,suç
i̇yi hafta son kız,suç
teşekkür,suç
lavabo git,suç
erkek,suç
özel teslimat,suç
tahmin et,suç
çin,suç
tayland,suç
bul,suç
i̇talyan yemek,suç
ad melek,suç
mathilda,suç
mathilda,suç
paket yer koy iste,suç
güzel,suç
i̇talyan yemek hakkında bil anlat iste,suç
yemek hazırla şef ad ver unut,suç
yolla,suç
hesap çalış,suç
zaman,suç
kişisel,suç
bok ye,suç
kardeş öldür,suç
özür dil,suç
yan git iste,suç
hayır,suç
değişmez,suç
ölü zaman gerçek anlam kork başla,suç
hayat kıymet bil zaman öğren,suç
hayat sev mu tatlı,suç
evet,suç
i̇yi,suç
yaşam umursa,suç
insa,suç
can al zevk al,suç
stan,suç
kahret stan,suç
yer ara,suç
üst kat bak,suç
meşgul,suç
malky dost,suç
öl,suç
malky çinli mal al,suç
olay o ilgi,suç
anlat herif dışarı gel,suç
profesyonel,suç
hızlı,suç
belir,suç
güm,suç
çinli adam saniye içinde vur öldür,suç
yavaş dost,suç
polis,suç
dön malky laf et,suç
kadın çocuk,suç
bence kişisel şe,suç
ölüm bugün kapris,suç
blood duy mu,suç
evet duy stan,suç
sakin dost,suç
ofis çıkar mı,suç
tanrı ne,suç
leon aşk,suç
kardeş öldür herif yer bil,suç
patron ad norma stansfield narkotik şube 4602,suç
oda,suç
i̇şlerini el bitir,suç
sor çıkar masa üstüne 20 dol bırak,suç
i̇ş,suç
kelle baş 5 bin,suç
yap iç rahatla bil,suç
sev mathilda,suç
bekle,suç
dön,suç
park et devlet bina,suç
patron deği̇l,suç
de aynı,suç
tane 9,suç
mermi 9,suç
silahla yap planla,suç
bina indir planla,suç
hasiktir,suç
bak,suç
öğle yemek,suç
dikkat blood,suç
zehir ol,suç
abi ançüez,suç
dön de mu,suç
10 dakika ağaç ol,suç
el gele yap,suç
haydi,suç
beğen,suç
evet,suç
söyle zaman,suç
beğen,suç
sus,suç
kız seferi önem,suç
cinsel hayat geri kalan şekil ver,suç
abla dergi biri oku,suç
kız arkadaş deneyim nefret et söyle,suç
beraber ol adam sev,suç
hava at yap,suç
sonra hoş git başla sigar,suç
sefer hoş git iste,suç
mathilda hayır,suç
yap,suç
başka sev,suç
hayır,suç
eskiden,suç
amerika gel,suç
baba ben görüşme iste,suç
saygın aile,suç
aile,suç
saygın değil,suç
zaman gör gel baba sinir çıldır,suç
kaç gör gel,suç
evet,suç
bak aşk durdur leon,suç
baba öldür,suç
kafa sık kurşunla,suç
ada gün hapis tut sal,suç
kaz süs ver,suç
gece bekle,suç
150 metre öte dürbün,suç
kaz geçir,suç
gece gemi bin,suç
bura tony çalış baba yan gel,suç
19 yaş,suç
zaman şehir ayrıl,suç
başka kız arkadaş,suç
mathilda sevgili ol,suç
iyi yap zaman,suç
ne,suç
sandalye uyu izle bık,suç
yatak paylaş,suç
bence fikir,suç
sor bacak yatak bırak,suç
evet güzel,suç
baş yasla,suç
sor,suç
rahatla,suç
i̇yi gecele leon,suç
i̇yi gecele,suç
pas iste,suç
haydi,suç
manolo çocuk mutfak götür,suç
yap işe saygı büyük tony,suç
geçmiş zaman ad biri öldür,suç
sonuç memnun kal,suç
i̇şte yüz,suç
bugün zor ol,suç
um tavır bağışla,suç
adam bugün bölge öldür,suç
çinli deme katil,suç
i̇talyan tip biri,suç
zaman de tony nin fikri ol,suç
dur dahası,suç
bayıl,suç
saat,suç
12 yaş kız tepe tırnak silah hal ofis dala,suç
morg yolla kafa koy,suç
akşamüstü bina gir,suç
kız götür de,suç
kira i̇talyan,suç
o tanış can at,suç
sakin yol,suç
i̇yi uyu,suç
asla gerçekten uyu,suç
göz açık,suç
unut,suç
göz açık biri horla gör,suç
horla mu,suç
bebek,suç
kahvaltı süt al git,suç
dön,suç
dön kapı çalacak unut,suç
tekrar,suç
evet,suç
merhaba bay,suç
geçir süt al gel,suç
saniye çıt çıkar,suç
soru kafa salla cevap ver anla,suç
bekle,suç
anahtar,suç
gel anla özel kap çalış şekil,suç
alfa ekip,suç
yer al hazır,suç
dikkatli ol,suç
çekil çekil,suç
sik,suç
alfa ekip,suç
adam kaybet,suç
adam kaybet,suç
de,suç
benny,suç
herkes getir,suç
demek herkes,suç
herkesi̇,suç
git bak,suç
kıpırda,suç
gör mu,suç
ada gör,suç
silah baş daya,suç
kıpırda,suç
kız bırak,suç
sakin dost,suç
kız bırak,suç
kız gel,suç
kız bırak,suç
duvar balta,suç
haydi,suç
biz gel,suç
tanrı vur,suç
piç kuru,suç
çekil,suç
çekil,suç
çekil,suç
durdur sik su,suç
hemen,suç
gel,suç
durum,suç
kedi gönder,suç
tekrar et kedi gönder,suç
anla,suç
yem et gel gör,suç
bakkal çık dön yer sar,suç
cam uzak dur,suç
leon,suç
gel bura,suç
keskin nişan,suç
götleği çıkar,suç
çık,suç
bırak,suç
çıkış yap,suç
leon delik geç,suç
zor geç,suç
tartış de,suç
hayır,suç
bırak git,suç
git,suç
git,suç
dinle dinle,suç
kurtul şans baş başar,suç
güven,suç
i̇yi durum mathilda,suç
tony para biiyorum par,suç
para al git iki,suç
git,suç
hayır,suç
endişelen söyle,suç
kaybet iste leon,suç
kaybet,suç
saye yaşa tat al,suç
mutlu yatak uyu kök sal iste,suç
asla kal mathilda,suç
git bebek git,suç
sakin git,suç
git git,suç
tony nin görüş,suç
hepsi temizle,suç
saat tony,suç
sev mathilda,suç
sev leon,suç
hey bok ye lan yukarı,suç
ada indir de siz bina,suç
hey yar,suç
ambulans haber ver hemen,suç
yol aç,suç
geç iz ver,suç
yara,suç
yol aç,suç
aşağı indir,suç
haydi,suç
kıpırda,suç
ada merdiven indir,suç
aşağı bırak,suç
geri gel,suç
tut,suç
i̇ki adam aşağı in,suç
acele et,suç
i̇yi mi,suç
doktor ihtiyaç,suç
kaldır kıç,suç
numara ek daire durum ne,suç
bok gör,suç
duma,suç
havalan dakika ver,suç
tamam,suç
lan,suç
200 kişi ada kız bul mu,suç
kız bul,suç
sela nasıl,suç
maske çık,suç
bak,suç
derin,suç
evet,suç
üçüncü mıntıka mı,suç
evet,suç
kol aç,suç
güzel,suç
i̇ndir,suç
i̇ki dakika dur,suç
hemen dön,suç
maske geri tak,suç
nefes al,suç
hak,suç
kıpırda,suç
haydi dışarı,suç
haydi yürü yürü,suç
haydi dışarı,suç
yol aç,suç
yol aç dost,suç
iş,suç
çık haydi,suç
stansfield,suç
hizmet,suç
mathilda gönder,suç
sik,suç
leon yardımcı ol iste,suç
galiba,suç
par bırak,suç
yaş küçük öner,suç
büyü para adına sakla,suç
bank düş banka iyi,suç
sonuç banka sürekli soy,suç
yaş tony asla soy,suç
sonuç par para sür boyunca,suç
yap gerek bura uğra,suç
eğlen gerek miktar gel ver,suç
başlangıç yüzlük ver,suç
ver mi,suç
i̇ş,suç
yap,suç
temiz yap,suç
12 yaş çocuk ver iş,suç
saçma fikri kafa çık,suç
bit oy bit,suç
leon öl,suç
duy,suç
yap,suç
yap,suç
üzül mu san,suç
öl,suç
manyak unut,suç
okul geri dön kapiş,suç
para çık git,suç
ön ay yüz gör,suç
iç ses,suç
herkes malum nezaket kaybet ol söyle,suç
aile,suç
hafta trafik kaza kaybet,suç
korkunç,suç
bura gel birbiri tanı vakit,suç
bil iste çocuk yarı yol bırak kadın değil,suç
durum hata,suç
yüz yar et rahat et el gele yap,suç
şartla,suç
yalan söyle vazgeç mathilda,suç
şans ver güven iste,suç
baş gel anlat,suç
aile uyuştur soru narkotik polis vurul,suç
dünya adam yanında kal,suç
kira katil şehir iyi,suç
sabah öl,suç
yar et gece öl ol,suç
tanı mu,suç
hayır,suç
gör,suç
bence ol leon,suç
