Processed_Sentence,Etiket
dürüst gerek,dram
haber al şaşır,dram
sor,dram
hayır,dram
genelde yüz ara,dram
uzun zaman haber al,dram
yol,dram
iyi iste,dram
beğen,dram
ödünç par lazım,dram
sor mi,dram
işığı kapat mı,dram
ışık kapat iste,dram
i̇stiyorum,dram
iste,dram
arnold,dram
bil dost,dram
waldbaum buluş de,dram
bura waldbaum ol emin mi,dram
evet kesinlikle emin,dram
arka kolla se kolla,dram
yap,dram
evet kamyon bura gelecek,dram
geri çekil,dram
geri çekil,dram
ahmak keş,dram
i̇şimiz bit,dram
i̇şimiz bit,dram
binlerce kilometre başka mal,dram
lanet olası kar iç sapla kal,dram
al git,dram
ciddi mi,dram
ol,dram
de,dram
otel lanet resepsiyon git,dram
bağlantı bul iste,dram
etraf uyuştur koku al mu,dram
dost,dram
kaybet şey,dram
son açık hemen var,dram
fiyat kendi belirle,dram
arka yasla,dram
salak sokak dolaş,dram
hey dost,dram
geçen yaz çıkar jim,dram
geçen yaz binlerce yıl geçmiş dost,dram
günle gelecek dost,dram
angel mal ver ikna et,dram
ileri dinamit ver,dram
nere,dram
cehennem ol san,dram
sonuç ne,dram
sor yaşa,dram
yol git,dram
ardından salak keş,dram
salak keş,dram
i̇şi berbat et,dram
soru,dram
yol,dram
git de,dram
pislik yat,dram
kendi ateş at,dram
umur,dram
kahrolası zavallı,dram
fazladan mal ol iste,dram
dün gece mal biri söz,dram
sat,dram
evet,dram
hey,dram
ada numara ver,dram
ada,dram
hatun hoşlan ada,dram
koca ti,dram
kahrolası numara ver,dram
9348777,dram
iste git becer,dram
iste el et popo sokak don,dram
kazan,dram
kazan,dram
kazan,dram
kazan,dram
espri güzel kadın büyüle,dram
gülümse,dram
hep kalp kazan,dram
brighton beach brooklyn de,dram
enerji dolu alkış,dram
bayan sar goldfarb,dram
enerji sar,dram
enerji sar,dram
sar,dram
sar,dram
büyük zevk,dram
gel zevk,dram
çarp elbise giy,dram
tappy sakınca koca seymour,dram
başarı yakışıklı,dram
oğul harold merhaba demek iste,dram
um aşık,dram
mario gel gör,dram
emin,dram
vakit gel,dram
hazır mı,dram
hazır tappy,dram
telaşlan,dram
telaşlan,dram
ara,dram
bura,dram
iste,dram
tappy,dram
mükemmel yarat katıl,dram
sor san,dram
iğrenç,dram
bekle,dram
iyi yap mi,dram
eski bina,dram
yılla boya yüz gör,dram
yaş,dram
yalnız,dram
anla,dram
açıkla,dram
ne,dram
iste,dram
yap,dram
uzak dur,dram
hazır mı bayan goldfarb,dram
hazır mı,dram
3 2,dram
besle sar,dram
besle sar,dram
besle sar,dram
besle sar,dram
besle sar,dram
besle sar,dram
besle sar,dram
besle sar,dram
besle sar,dram
besle sar,dram
besle sar,dram
besle sar,dram
besle sar,dram
besle sar,dram
kiş,dram
teşekkür angel,dram
um lanet olası işe yarar dost,dram
sıcak hayır de,dram
se yolcu sür,dram
günde git sor,dram
gün,dram
kahret,dram
kaliforniya gel,dram
hayır florida,dram
kaliforniya florida,dram
sonuç güneşle,dram
tren madison bulvar ndan geç,dram
adres ben,dram
madison bulvar ndalar,dram
televizyon çık,dram
kaçık,dram
merhaba,dram
tren madison bulvar ndan geç,dram
televizyon çık,dram
zaman öğren,dram
florida,dram
zaman geri dön,dram
gün,dram
yap,dram
yar et,dram
haydi par bul,dram
angel,dram
ol,dram
yar,dram
ara,dram
televizyon zaman çıkacak öğren,dram
ad sar goldfarb,dram
televizyon zaman çıkacak söyle,dram
otur,dram
o sor,dram
zaman bil iste,dram
kart kaybet,dram
tatlı bak söyle,dram
sor ödül,dram
iste,dram
televizyon çık iste,dram
harry torun,dram
bekle,dram
bil,dram
buyur bayan goldfarb,dram
gösteri çağrıl zaman al bayan goldfarb,dram
evet,dram
yürü mi,dram
sahne yürü,dram
harry televizyon gör,dram
ödül iste,dram
program çık iste,dram
ad,dram
san sar goldfarb,dram
seymour ara ben güzel salon buluş söyle,dram
üzer harry nin mezuniyet giy elbise,dram
dore ayakkabı,dram
bayan goldfarb git,dram
sakin ol yeter,dram
evet,dram
evet,dram
merhaba,dram
harold televizyon çık,dram
kahret,dram
lanet jim zaman,dram
gün,dram
görün,dram
i̇yi hisset dost,dram
mal çare bak,dram
soru,dram
yap,dram
yap patla,dram
kahret,dram
lanet,dram
merhaba,dram
nasıl,dram
duy mu,dram
evet seymour,dram
al,dram
kırmızı elbise,dram
acil değil,dram
psikiyatri götür,dram
i̇çeri gir,dram
ad,dram
mario,dram
tesadüf bak,dram
bayan mario,dram
küçük john,dram
manzara güzel,dram
beyaz piliç sev bil mu,dram
ağız kullan,dram
siyah karı konu bil,dram
bil,dram
eski kabile gelenek ilgili,dram
enerji biraz sakla,dram
koku ol bebek,dram
dışarı çıkar,dram
kol dokun söyle,dram
mario ara dost,dram
uluslararası ara ol,dram
1000 kilometre,dram
dost miami 1000 kilometre yaklaş,dram
aynı zaman new york tan 1000 kilometre uzaklaş,dram
i̇yi tat al ye bil,dram
pazar gece ufak parti ver,dram
insan,dram
gel,dram
meşgul,dram
bağımlı değil,dram
evet bil,dram
de tat harika,dram
pazar gün görüş bayan mario,dram
bayan goldfarb,dram
soru yanıt ver,dram
hap zaman al başla,dram
yazın,dram
yazın başla,dram
geçen yaz,dram
güneş yer kap,dram
ada saç,dram
yolun gir bayan goldfarb,dram
iyi,dram
i̇yisin,dram
iyi,dram
el dost kol konu yap gerek,dram
bak görün,dram
kahret olamaz,dram
hayat gör çirkin,dram
mario ara,dram
boş ver,dram
hastane götür,dram
ne,dram
ne,dram
sor ne,dram
kol,dram
kol öldür,dram
dur bak,dram
hemen dön,dram
gece durmadan blackjack oyna iste,dram
o de git kendi hisset,dram
hemen oda çık,dram
hazır mı,dram
çık çıkmaz,dram
koşa koşa kumarhane git,dram
blackjack masa otur,dram
dost gece kal,dram
kazan ceple,dram
500 dol siyah fiş dolu,dram
yem et,dram
saat geç bahis yatır,dram
iyi,dram
güvenlik görev gel,dram
git gerek söyle,dram
git gerek söyle,dram
de,dram
cevap ver,dram
yut,dram
ye bayan goldfarb,dram
iyi yemek ye lazım,dram
dene görev yardımcı ol,dram
yeni ilaçla dene,dram
alo,dram
mario,dram
harry,dram
mario,dram
düşün,dram
i̇yi mi,dram
zaman ev dön,dram
zaman,dram
dayan,dram
harry,dram
bugün gel mi,dram
gel,dram
bugün gel,dram
bekle,dram
harry,dram
geri dön mario,dram
evet,dram
mario,dram
evet,dram
üzgün mario,dram
bil,dram
bayan goldfarb,dram
mi,dram
bayan goldfarb çeşit ilaç dene,dram
hiçbiri yanıt ver,dram
san alternatif yöntem kullan,dram
gerek nokta gel,dram
geçmiş şok tedavi mükemmel sonuçla el et,dram
şura imzala,dram
hemen başla,dram
yüce tanrı,dram
doktor ihtiyaç,dram
arkadaş hasta,dram
yar et mi,dram
dayan,dram
kol,dram
kahrolası kol,dram
yar et,dram
yar et,dram
bayan mario,dram
gel,dram
duy mu,dram
gör mu,dram
evet efendim,dram
çalış,dram
duy mu,dram
gör mu,dram
evet efendim,dram
çalış,dram
duy mu,dram
gör mu,dram
evet efendim,dram
çalış,dram
duy mu,dram
gör mu,dram
evet efendim,dram
çalış,dram
duy mu,dram
gör mu,dram
evet efendim,dram
çalış,dram
bey mario tanış,dram
duy mu,dram
gör mu,dram
evet efendim,dram
çalış,dram
duy mu,dram
gör mu,dram
evet efendim,dram
çalış,dram
duy mu,dram
gör mu,dram
gösteri zaman,dram
duy mu,dram
gör mu,dram
evet,dram
evet efendim,dram
kahrolası new york zenci keşle,dram
nezaket öğren,dram
duy mu,dram
gör mu,dram
evet efendim,dram
çalış,dram
duy mu,dram
gör mu,dram
kol sor söyle,dram
kol iğne yap san,dram
kendi kötü kok,dram
hastane götür,dram
hafta çıkart san,dram
new york müptela soru,dram
kaba,dram
bil mu,dram
yap,dram
kıç kıç,dram
ver yap,dram
hazır,dram
hazır,dram
gel,dram
gel,dram
gel,dram
gel,dram
gel,dram
gel,dram
gel,dram
omuz kes,dram
gel,dram
gel,dram
gel,dram
gel,dram
gel,dram
gel,dram
gel,dram
gel,dram
gel,dram
gel,dram
gel,dram
gel,dram
gel,dram
gel,dram
gel,dram
gel,dram
gel,dram
gel,dram
mario,dram
yol,dram
merak et,dram
hastane,dram
mario,dram
haber yolla,dram
gel,dram
hayır,dram
hayır,dram
hayır,dram
gel,dram
gelecek,dram
kazan,dram
kazan,dram
kazan,dram
kazan,dram
şimdi kazan harika insan,dram
brighton beach brooklyn de gel,dram
bayan sar goldfarb enerji dolu alkış,dram
büyük ödül kazan söyle,dram
zevk,dram
ödül tatlı gülümse kendi iş,dram
yeni nişanla yaz evlen,dram
enerji dolu alkış sahne gel,dram
harry goldfarb,dram
enerji harry,dram
enerji harry,dram
harry nin enerji,dram
harry nin enerji,dram
harry,dram
sev harry,dram
sev anne,dram
