Processed_Sentence,Etiket
yol boyunca babasi yeni odamizin güzel oldugundan bahset,animasyon
git bakalim hadi,animasyon
harika ol,animasyon
evet evet evet,animasyon
hayir hayir hayir,animasyon
ölü fare kiskanmaya basladim,animasyon
plastik top çikar hücre hapis,animasyon
riley kal,animasyon
hak,animasyon
kötü,animasyon
kötü olamaz,animasyon
igrenç,animasyon
hayatimda kaldigim kötü,animasyon
kelebek perde çözemeyecegi sey degil,animasyon
bos odanin elverisli oldugunu okumustum yer,animasyon
oku,animasyon
önem,animasyon
oku harikaydi,animasyon
yatagi sura koyariz masayi sura,animasyon
hokey lambasini sura,animasyon
sandalye sura,animasyon
kupalari taraf,animasyon
sunlari sura,animasyon
yildizlar,animasyon
begendim,animasyon
söyle yahu,animasyon
hadi git nakliye kamyon esyalarimizi alalim,animasyon
hosça kali,animasyon
olay bak,animasyon
nakliye kamyon persembe gün gelmeyecekmis,animasyon
artik,animasyon
kamyon kaybolmus,animasyon
berbat gün,animasyon
dün olacaklarini söylemistin,animasyon
dedigimi bil,animasyon
de,animasyon
anne babasi gerile,animasyon
gerile,animasyon
tartisiyorlar,animasyon
yapacagiz,animasyon
taktilar,animasyon
harika fikir,animasyon
sözlesmeyi oku,animasyon
anderson hamle yapiyor kale dogru yaklasti,animasyon
sayiya kosuyor,animasyon
arkandayim dikkat,animasyon
gol,animasyon
iste,animasyon
hadisene nine,animasyon
nine,animasyon
saçini topla basim bela,animasyon
indir,animasyon
pardo saniye,animasyon
alo,animasyon
nasil,animasyon
sak,animasyon
zaman kazan çalisin hemen gel,animasyon
yatiricimlarin persembe gün gel gerek bugün degil,animasyon
git,animasyon
sor degil hallet,animasyon
mükemmel sag cani,animasyon
görüsürüz güzelim,animasyon
babasi birakip git,animasyon
sev artik üz,animasyon
geç degil,animasyon
nes,animasyon
yapiyorsun,animasyon
saniye,animasyon
fark et bil mu,animasyon
riley ögle yemegi ye,animasyon
hatirladiniz,animasyon
sokagin asagisinda pizzaci görmüstüm,animasyon
git,animasyon
pizza deyi agzim sulandi,animasyon
pizza,animasyon
evet pizza,animasyon
pizza süper fikir,animasyon
alalim hadi,animasyon
sim,animasyon
pizzanin üstüne brokoli konur,animasyon
yeter,animasyon
helal san francisco,animasyon
pizzayi mahvetmissin,animasyon
hawaii yetmezmis sim,animasyon
nasil pizzacida çesit pizza yahu,animasyon
san francisco özgü sey,animasyon
nebraska daki lokantanin çorbasi kötü olamaz,animasyon
evet,animasyon
kasik çorbanin iç çök,animasyon
sey yol,animasyon
aile adasi isle,animasyon
yolcu eglenceli geç,animasyon
sevdigin kismi ne,animasyon
araba camindan tükürdügümüz,animasyon
babasinin sarki söylemedigi oldugu kesin,animasyon
emniyet kemer tak,animasyon
dinozor geçirdigimiz zaman de,animasyon
iste,animasyon
müsisti,animasyon
peynir de,animasyon
baba baba baba,animasyon
cani,animasyon
baba araba bak,animasyon
arka bak,animasyon
hayir hayir,animasyon
olamaz,animasyon
güzelmis nes,animasyon
dinozor olanlari sevmistim komik,animasyon
hatiraya sey yapti,animasyon
yaptin,animasyon
yalnizca dokun,animasyon
degismemeliydi,animasyon
eski hal getir nes,animasyon
dene,animasyon
eski hal çevir mi,animasyon
hayir çevir galiba,animasyon
aferin üzüntü,animasyon
artik riley babasiyla geçirdigi ani hatirladigi zaman üzül,animasyon
bravo,animasyon
özür dil nes,animasyon
bil,animasyon
sey demistim,animasyon
nes,animasyon
merdiven yaklasiyoruz,animasyon
ne oldugunu çöz bask hatiraya dokun yeter,animasyon
hadi bakalim,animasyon
hazir ol,animasyon
korku asagiya kayacagiz sim,animasyon
sim,animasyon
çekirdek hatira,animasyon
olamaz,animasyon
üzüntü yapiyorsun,animasyon
tane yamulmus gibi,animasyon
açinca düstü,animasyon
bil tane dokun iste,animasyon
nes,animasyon
üzüntü,animasyon
kalsin çekirdek hatiraya dokun,animasyon
dokun eski hal getir,animasyon
bil özür dil,animasyon
ben sor,animasyon
sinir kriz geçir gibi,animasyon
sinir kriz falan geçir stres altindasin,animasyon
sürekli hata yapip dur berbat biri,animasyon
hayir degilsin,animasyon
sinir boz,animasyon
sey bak diyecegim,animasyon
kötü git seylere odaklanmayi birakmalisin,animasyon
zaman gidisati degistirip eglenmenin yol bulun,animasyon
evet eglenmek nasil yapacagimi bil,animasyon
mesela komik sey düsünmeye çalis,animasyon
köpegin öldügü komik film hatirladin,animasyon
evet,animasyon
kere mag le,animasyon
riley gülmüstü süt burn gelmisti,animasyon
nasil,animasyon
acitmisti,animasyon
yanmis olmustu,animasyon
kötüy,animasyon
unut,animasyon
bask sey dene,animasyon
yapmayi sevdigin seyler ne,animasyon
sevdigim seyler,animasyon
disari çikmamiz hosuma git,animasyon
güzel iste,animasyon
mesela günes altinda sahil,animasyon
babasini boyun kum gömdügümüz zaman mesela,animasyon
yagmur yagdigi zamanlari demistim,animasyon
yagmur,animasyon
yagmur sev,animasyon
birikinti basariz,animasyon
güzel güzel se tasiriz firtinalar kop,animasyon
ayakkabilarimizin sirilsiklam oldugu,animasyon
soguktan tir tir titredigimiz,animasyon
seyin mahzunlastigi,animasyon
siddetli yagmurlari sev,animasyon
sakin,animasyon
agliyorsun,animasyon
yap çalistigimiz seyin ters,animasyon
aglamak sakinlesmemi hayat sorunlari takmamami sagliyor,animasyon
hadi gel bask sey düsünelim,animasyon
zihin kilavuzu oku de,animasyon
eglenceli,animasyon
çogunu oku,animasyon
oku,animasyon
ilginç se benze,animasyon
uzun sür hatiralarin kurtarilmasi sayi 47,animasyon
hayir,animasyon
sürükleyici kitaptir,animasyon
günlük aktivite araciligiyla uzun sür hatiralar veri seçil,animasyon
gör,animasyon
hemen eglenmeye basladin,animasyon
balli hinzir,animasyon
güzel seyler oku çalismam,animasyon
hayat adalet,animasyon
yap,animasyon
yet sermaye,animasyon
zaman yatirimci bul insanlari is çikarmak zor kaliriz,animasyon
anne baba,animasyon
gecele öpücügü ver hadi,animasyon
farkindayim,animasyon
is baglamaliyiz,animasyon
hemen gel,animasyon
babasini duy,animasyon
se üzgün gel,animasyon
ne,animasyon
ayi mi,animasyon
ayi,animasyon
san francisco ayi,animasyon
kill ada görmüstüm ayiya benze,animasyon
ger sinirle saskina dön,animasyon
sinir ilgilen,animasyon
siz oldugunu söyle tasinma fiyasko sonuçlandi,animasyon
siz söyle iste,animasyon
riley nin korkacagi 37 sey,animasyon
ev koku kus yeter,animasyon
anne babasinin bura tasindirdigina inanamiyorum,animasyon
anliyorum endiseleriniz,animasyon
zor atlattik,animasyon
iyi riley nin mutlu olmasi gerek seylerin liste yapalim,animasyon
düsünelim,animasyon
berbat odamiz berbat,animasyon
pizza tuhaf,animasyon
arkadaslarimiz memleket kaldi,animasyon
esyalarimiz kaybol kamyonet,animasyon
yapmayin kötü ol,animasyon
evet nes,animasyon
pis yer uyku tulum içinde yatiyor ol,animasyon
kabul et zor baslangiç,animasyon
güzel seyleri düsünsenize mesela hayir nes,animasyon
riley nin mutlu olmasi sebep,animasyon
is birak,animasyon
bence yar okul ek,animasyon
kendi oda kilitle,animasyon
temiz giysi gör,animasyon
nefes kes aglayabiliriz,animasyon
kapimizi kilitle bildigimiz ayip kelime haykirabiliriz,animasyon
güzel,animasyon
dur bakalim,animasyon
baki hep kötü gün,animasyon
sim,animasyon
merhaba cani,animasyon
felaket tellali anne tren istasyon yaklasiyor,animasyon
nakliye kamyon hala,animasyon
sim sali gün gel de,animasyon
inan mu,animasyon
baba,animasyon
telefon,animasyon
yeni mesele mesgul,animasyon
söyle,animasyon
sim güzel kaslarimizi çatmanin vakit,animasyon
aslinda sunu demek iste,animasyon
tesekkür et,animasyon
kar içinde,animasyon
mutlu kizimiz kaldin,animasyon
baba büyük baski altinda,animasyon
gülümse devam et büyük yardimi,animasyon
yap degil,animasyon
zaman,animasyon
evet,animasyon
hak yaptik,animasyon
tatli rüya,animasyon
gecele,animasyon
anne hayir de,animasyon
mutlu,animasyon
anne hayir de dogru,animasyon
mutlu taki güzel,animasyon
arkandayim nes,animasyon
derin uyku geç,animasyon
rüya görev ben,animasyon
sunlari uzun sür hatiralara gönder,animasyon
harika gün arkadaslar,animasyon
sey yol mutlu taki,animasyon
pekala gece ne görecegiz rüya yapimi,animasyon
yeni ev gel iste,animasyon
ben yas mi riley,animasyon
brokoli pizza siparis etmis,animasyon
organigim,animasyon
olamaz,animasyon
programla sorumlu,animasyon
yap gerektigini bil,animasyon
bugün bitirmeyecegiz,animasyon
merak et,animasyon
yarinini bask harika gün çevirecegim mutlaka,animasyon
söz ver,animasyon
karamel misir patlagi,animasyon
merhaba,animasyon
uyandirdim,animasyon
sunu çal ol,animasyon
alistirma yap,animasyon
çal degil sarilmak gör,animasyon
hadi bakalim okul gün,animasyon
acayip heyecanliyiz,animasyon
dün gece geç saat otur yeni plan yaptim,animasyon
iste planim,animasyon
korku,animasyon
yeni okul yasa,animasyon
muhtemel olaylarin liste yapmani iste,animasyon
konu ön,animasyon
göktasi falan muymus,animasyon
tiksinti,animasyon
riley nin bugün plan çikmasini sagla,animasyon
ayni zaman uyum saglasin,animasyon
is bittiginde riley görün,animasyon
diger çocuk giysi bakip osur iste,animasyon
nes,animasyon
evet nes,animasyon
kuma panel basinda,animasyon
riley gün mutlu tutacaksin,animasyon
elbise sahane oldugunu ekle iste,animasyon
eski sey sag,animasyon
firil firil dönme sev,animasyon
düsünceler tren vaktinde,animasyon
öfke hayal bosalt,animasyon
sinifta is durgunlasma ihtimal karsi fazladan siparis ver,animasyon
yara,animasyon
yeni okul sik hava civa ders dolu,animasyon
muhtemelen olacaktir,animasyon
üzüntü,animasyon
acayip önem görev,animasyon
evet,animasyon
gel pes,animasyon
yapiyorsun,animasyon
iste,animasyon
harika,animasyon
üzüntü halkasi,animasyon
görev üzüntü buranin içinde kalmasini saglamak,animasyon
durmami iste,animasyon
is nasil yapacagini söyle had,animasyon
üzüntü halkanin içinde kalmasini sagla,animasyon
gör,animasyon
iste ustasin,animasyon
eglenceli degil,animasyon
hayir,animasyon
aferin,animasyon
hadi bakalim millet yeni baslangiç yapiyoruz,animasyon
geçirecegimiz güzel gün güzel hafta,animasyon
güzel seneye güzel ömür dönüsecek,animasyon
büyük gün gel,animasyon
yeni okul yeni arkadaslar,animasyon
evet,animasyon
gergin heyecanim fazla,animasyon
nasil olmusum,animasyon
çanta nasil,animasyon
tatli olmussun,animasyon
git mi,animasyon
sen gel mi,animasyon
insan içinde babasi anne yürüyecegiz,animasyon
almayayim,animasyon
ilgilen,animasyon
hayir,animasyon
hosça kal anne hosça kal baba,animasyon
ders maymun,animasyon
günle tane,animasyon
istedigimize emin mi,animasyon
gir hadi,animasyon
gir,animasyon
evet,animasyon
saat yön havali kizlar grup,animasyon
anladin,animasyon
kulak deligi infinity atki,animasyon
far sürmüs,animasyon
evet o arkadas olmaliyiz,animasyon
git konusalim hadi,animasyon
dalga geç,animasyon
o konusmayacagiz,animasyon
onlarin hoslanmasini iste,animasyon
anladim,animasyon
muhtemel felaket senaryolari bit,animasyon
kötü ihtimal bataklik kum kendiliginden yan,animasyon
ögretmenin seslen,animasyon
bunlarin olmadigi süre,animasyon
pekala çocuk bugün sinifimizda yeni ögren,animasyon
sak,animasyon
bask gün kalmadi,animasyon
gerçek olamaz,animasyon
riley kendinden bahset mi,animasyon
olamaz,animasyon
ingilizce bilmiyormusuz yapalim,animasyon
endiselenme hallet,animasyon
adi riley anderson,animasyon
minnesotaliyim artik yasiyorum,animasyon
minnesota nasil ye,animasyon
bahset mi,animasyon
kar yagdigi kesin,animasyon
komik yahu,animasyon
evet soguk,animasyon
göl don hokey oyna baslariz,animasyon
muhtesem takimdayim,animasyon
adi çayir köpek,animasyon
arkadasim mag hücum oyna baba koç,animasyon
aile hemen hemen paten kay,animasyon
aile gelenegimiz gibi,animasyon
hafta son göl git,animasyon
gider iste,animasyon
tasinana,animasyon
ne,animasyon
üzüntü,animasyon
hatiraya dokun,animasyon
konusmustuk,animasyon
evet bil,animasyon
halka geri dön,animasyon
ne,animasyon
çikar sunu nes,animasyon
çik,animasyon
kovala falan oynardik,animasyon
saat yön havali çocuk fisildasiyor,animasyon
baki gör,animasyon
yargiliyorlar,animasyon
sunu al yar et,animasyon
gel,animasyon
tasindigimizdan,animasyon
sey degisti artik,animasyon
olamaz,animasyon
okul agliyoruz,animasyon
üzüntü yapiyorsun,animasyon
özür dil,animasyon
çekirdek hatira,animasyon
mavi,animasyon
olamaz,animasyon
bekle,animasyon
dur hayir,animasyon
hayir,animasyon
nes yap,animasyon
çekirdek hatira,animasyon
kes sunu birak,animasyon
dur yap,animasyon
çekirdek hatiralar,animasyon
olamaz hayir,animasyon
tesekkür et riley,animasyon
yeni yer tasinmanin zor oldugunun farkindayim,animasyon
aramizda ol memnun,animasyon
hadi bakalim çocuk tarih kitaplarinizi çikartin,animasyon
7 bölü açin,animasyon
ayip kelime et mi sim,animasyon
olamaz,animasyon
1 2 3,animasyon
nere,animasyon
uzun sür hatiralar,animasyon
saklabanlik adasi,animasyon
riley nin kisilik adalarinin çökmüs,animasyon
kötü,animasyon
düzelt,animasyon
kuma merkez dön çekirdek hatiralari koyacagiz,animasyon
riley normal dön,animasyon
riley nin çekirdek hatirasi kalmadi,animasyon
kisilik adalari kalmamis,animasyon
merkez degilsin,animasyon
ol riley mutlu olamaz,animasyon
geri dön,animasyon
gel riley,animasyon
yesil çöp bidon geri dönüsüm degilmis megerse,animasyon
bitki içinmis,animasyon
asya daki bitki,animasyon
mavi geri dönüsüm içinmis,animasyon
siyah,animasyon
riley tuhaf davraniyor,animasyon
tuhaf davraniyor,animasyon
olacakti,animasyon
ada çök,animasyon
nes yapilacagini bil,animasyon
iste,animasyon
dönen nes nin yapacaklarini yapalim,animasyon
harika fikir,animasyon
öfke korku tiksinti,animasyon
nasil mutlu olacagiz,animasyon
riley haber,animasyon
san francisco minik hokey lig bul,animasyon
seç yar okul çikisi yapilacakmis,animasyon
san bak degil,animasyon
hokey,animasyon
yapacagiz,animasyon
çocuk,animasyon
nes ymis yap hadi,animasyon
tekrar buz çikmak harika mi,animasyon
evet sahane olurmus cidden,animasyon
ne,animasyon
nes sey yapmazdi,animasyon
nes olmadigimdan olmasin,animasyon
orasini anladik,animasyon
gör,animasyon
sor,animasyon
sor,animasyon
soru incele,animasyon
sakin olalim fark et,animasyon
okul gün nasil geç bakalim,animasyon
incel gir,animasyon
nes ymis yap,animasyon
iyi galiba,animasyon
bil,animasyon
süper,animasyon
ayni nes yaptin,animasyon
kesin sey,animasyon
davranmamisti,animasyon
yap,animasyon
ne döndügünü ögrenecegiz,animasyon
destege ihtiyacimiz,animasyon
koca sinyal ver,animasyon
reed süper pas,animasyon
constance çizgi geç,animasyon
amani bakiyor,animasyon
de,animasyon
affet dinle efendim,animasyon
çöp atmadik,animasyon
tuvalet kapagini kapatmadik,animasyon
kadin,animasyon
bön bön bakiyor,animasyon
bogabilirim,animasyon
tekrar sinyal ver,animasyon
okul nasildi riley,animasyon
vakit kaybi,animasyon
sak,animasyon
artik,animasyon
brezilyali helikopter pilot vazgeç,animasyon
çekil,animasyon
neseyi gör sim,animasyon
okul harikaydi,animasyon
riley sey yol,animasyon
efendim göz devir,animasyon
der,animasyon
pekala gövde gösteri yapalim,animasyon
ayak dire mecburiyet kal iste,animasyon
hayir ayak olmasin,animasyon
riley yeni tavrindan hoslanmadim,animasyon
tavri göster sim ihtiyar,animasyon
mutlu kal,animasyon
der,animasyon
rahat birakin,animasyon
efendim asir derece küstahlik tespit et,animasyon
savun durum ikinci seviye ali,animasyon
beyefendi duy savun durum ikinci sevi,animasyon
bak küçük hani saygisiz tavir çikti anlamadim,animasyon
demek iste babalik,animasyon
gel hadi,animasyon
sey,animasyon
gel,animasyon
ayagi hazir et,animasyon
anahtarla delik,animasyon
baslatmak emir bekle efendim,animasyon
kesin,animasyon
ates,animasyon
yeter,animasyon
oda hadi,animasyon
hemen,animasyon
ayak diren,animasyon
ayak diren iste,animasyon
tebrik bey,animasyon
facia ol,animasyon
faciaydi,animasyon
gel ben bebitom,animasyon
üzer geç gidecegiz,animasyon
hizli dönüs yol,animasyon
hatira çöplügü nü üst,animasyon
düsersek sonsuz unut,animasyon
riley zorundayiz,animasyon
adimlarimi takip,animasyon
yüksek degil,animasyon
gerçekten,animasyon
sela,animasyon
bak,animasyon
asagida isle çigrindan çikti,animasyon
konusmak mi,animasyon
yap,animasyon
mutlu kizim,animasyon
maymun,animasyon
saklabanlik adasi hareket geçir çalisiyor,animasyon
hadi,animasyon
üzüntü,animasyon
geri dön hemen,animasyon
ne,animasyon
anladim yalniz kal iste,animasyon
konusuruz,animasyon
büyük sorun,animasyon
nes nere,animasyon
saklabanlik adasi kaybet,animasyon
demek arkadaslik hokey dürüst aile adasi kaybet,animasyon
düzelt degil nes,animasyon
bil,animasyon
dene zorundayiz,animasyon
hadi gel,animasyon
riley uyku daldi,animasyon
düsünürsen böyle,animasyon
uyu bask kötü sey olamaz,animasyon
uyan kuma merkez dönmüs ol,animasyon
arkadaslik adasi ndan geç,animasyon
basarmamiz mümkün degil,animasyon
hayir hayir,animasyon
hayat sorunlari abart,animasyon
köpegin öldügü komik film hatirla,animasyon
üzüntü vakit,animasyon
etraf dolasiriz,animasyon
manzarali yol git,animasyon
dur nes kaybol,animasyon
olumlu dü,animasyon
kaybolacagin konu olumlu,animasyon
orasi uzun sür hatiralar bölü,animasyon
uç bucaksiz koridor raf olusuyor,animasyon
kilavuzlarda okumustum,animasyon
kilavuzlar,animasyon
kilavuzlar,animasyon
kilavuzlari oku evet,animasyon
zaman merkez nasil geri dönecegimizi bil,animasyon
galiba,animasyon
haritamsin,animasyon
git hadi,animasyon
ön buyur harita,animasyon
gidecegimizi göster,animasyon
yürü üzgün,animasyon
saat ver yeter,animasyon
taraf sol,animasyon
dogru,animasyon
dogru git de sol deme dogru demistim,animasyon
aslinda hosuma git,animasyon
hadi bakalim,animasyon
sabah ol merkez dönmüs ol,animasyon
basarabiliriz,animasyon
kolay ol,animasyon
ol,animasyon
ol,animasyon
yaklastik,animasyon
evet tekrar saga dönecegiz,animasyon
sol tekrar sol,animasyon
gittigimizi bildigine emin mi,animasyon
merkez uzaklasiyoruz,animasyon
riley uyandi,animasyon
hayir dokun unut,animasyon
dokun üzüntü kal,animasyon
affet dokunmayacagim,animasyon
dakika,animasyon
fazla tasiyamayacagim,animasyon
unut onlari,animasyon
zihin is,animasyon
nes kalmisti,animasyon
telefon numaralari,animasyon
hepsi ihtiyacimiz,animasyon
nasilsa telefon,animasyon
hepsi unutalim,animasyon
pardo sela,animasyon
unut,animasyon
arkadaslik adasi bul,animasyon
sun bak,animasyon
yillik piyano ders,animasyon
evet solmus,animasyon
chopsticks heart and soul sarkilari disindakilerden kurtul git,animasyon
amerika baskanlari,animasyon
de,animasyon
washington lincoln sisman tip kalsin,animasyon
unut,animasyon
onlari atamazsiniz güzel hatiralar,animasyon
sekercik prenses bebek nin isim,animasyon
evet mühim bilgi,animasyon
sim firtina balli lok unut,animasyon
geri getir onlari,animasyon
çöp yollandilar artik,animasyon
sey çöp geri dön,animasyon
is hanimefendi,animasyon
riley hatirayi önemsemediginde sol git,animasyon
sol,animasyon
iyi nasib aliyor,animasyon
kerata disinda,animasyon
asla sol,animasyon
sakiz reklamindaki sarki,animasyon
öylesine kuma merkez gönderdigimiz,animasyon
riley nin kafasinda milyonlarca çalip dur,animasyon
tekrar izle,animasyon
hep sarkiyi bil,animasyon
evet akilda kali,animasyon
de yapalim,animasyon
evet,animasyon
hadi bakalim,animasyon
harika,animasyon
dur,animasyon
arkadaslik adasi nasil gidilecegini bil mu,animasyon
sev orayi,animasyon
deprem hisset,animasyon
köprü güzel,animasyon
evet güzel,animasyon
ele maçlari,animasyon
maçi kazandik,animasyon
koç se final çikabilecegimizi söyle,animasyon
takima yeni kiz aldik,animasyon
süper,animasyon
söylemis olamaz,animasyon
yeni kiz,animasyon
mag hemen yeni arkadas edinmis,animasyon
mutlu kal,animasyon
fazla ada kaybet iste arkadaslar,animasyon
top birbiri bak paslasabiliyoruz,animasyon
akli oku,animasyon
akil okumayi sev demek mag,animasyon
oku sey ver sim,animasyon
öfke yapiyorsun,animasyon
dur dur dur,animasyon
sakin olalim,animasyon
git,animasyon
git,animasyon
saniye taraf gidecegimizi söyle mi,animasyon
olamaz,animasyon
arkadaslik adasi,animasyon
arkadaslik adasi olmamaliydi,animasyon
riley sev artik,animasyon
hosça kal arkadaslik hos gel yalnizlik,animasyon
uzun yol git gerek,animasyon
evet,animasyon
uzun uzun uzun,animasyon
uzun yol,animasyon
hazir,animasyon
kes yol olmali,animasyon
sun baki,animasyon
alacagim almayacagim,animasyon
aman kandiriyorum,animasyon
birakamam,animasyon
merhaba,animasyon
saniye bekle,animasyon
bekle dur,animasyon
bak mi,animasyon
sey yap çalisiyordum,animasyon
dikkat dagitmaya,animasyon
görüsürüz ezik,animasyon
ye agriyor,animasyon
dur taniyorum,animasyon
hayir tanimiyorsun,animasyon
lafi sik duy,animasyon
insa benziyormusum,animasyon
taniyorum,animasyon
bing bong,animasyon
riley nin hayali arkadasi,animasyon
gerçekten taniyor mu,animasyon
riley sen oyna bayilirdi yakin arkadasi sen,animasyon
bil,animasyon
merkez dön çalisiyoruz,animasyon
merkez,animasyon
merkez mi,animasyon
evet,animasyon
nes üzüntü,animasyon
nes mi,animasyon
bildigimiz nes mi,animasyon
halt et yahu,animasyon
güzel soru,animasyon
cevapla mi üzüntü,animasyon
ol asla mutlu ol,animasyon
sey olamaz geri dön,animasyon
takip et,animasyon
sag,animasyon
tekrar gör güzel,animasyon
açikçasi çalismalarinizin büyük hayraniyim,animasyon
riley yle müzik grup kurdugunuz zamani hatirliyor mu,animasyon
konser gitmistim,animasyon
evet fena bur çalardim,animasyon
kovalamacalarinizi izle zevk,animasyon
od sampiyonu ol,animasyon
roket unutmamali,animasyon
sarki güç çalisirdi,animasyon
tema sarkiniz,animasyon
arkadasin oy,animasyon
bing bong,animasyon
bing bong,animasyon
alip roket atesler,animasyon
bing bong,animasyon
bing bong,animasyon
nes,animasyon
zor anlasiliyor bil mu,animasyon
pamuk sek,animasyon
sekil açisindan kismen kedi kismen fil kismen yunus,animasyon
yunus,animasyon
hatirla riley yasindayken hayvan yasindaydi,animasyon
inekle ler atla kisnerdi,animasyon
insan zamanla bunlari konusurdu,animasyon
evet galiba dogru de,animasyon
yapiyorsun,animasyon
sey,animasyon
son zaman hayali arkadasa ihtiyaç ol,animasyon
üzül sakin,animasyon
bak diyecegim merkez geri dön,animasyon
riley nin hatirlamasini saglayacagim,animasyon
hosuna git,animasyon
hayati güzel gün bugün,animasyon
mi,animasyon
ne,animasyon
gözyasim sek,animasyon
karamel dene enfes,animasyon
kullan,animasyon
sag,animasyon
dur dakika,animasyon
dip tikilip kaliyor,animasyon
hayali,animasyon
sag merkez yürü kolaylastiracak,animasyon
yürü,animasyon
yürümeyecegiz,animasyon
düsünceler tren binecegiz,animasyon
tren,animasyon
böyle hizli nasil yakalayacagiz,animasyon
yer git hayal diyari nda durak,animasyon
kes yol bil,animasyon
hadi taraf,animasyon
rastladik,animasyon
istasyon hemen,animasyon
nes,animasyon
efendim,animasyon
kullan kilavuzunda burayi okumustum,animasyon
gir,animasyon
bing bong dedigine merkez git kisa yol burasiymis,animasyon
hayir,animasyon
nes soyut dü,animasyon
söz et,animasyon
zaman gir,animasyon
kes gör,animasyon
tehlike uzak dur,animasyon
kes,animasyon
