Processed_Sentence,Etiket
müthiş,savaş
tat,savaş
kes,savaş
kir,savaş
patla sivilce,savaş
allah kahret,savaş
san kilit,savaş
efendim bil efendim,savaş
dünyada nefret et var,savaş
kilitle sandık,savaş
bil,savaş
gerzek ol dünyada hırsız kal,savaş
i̇n aşağı,savaş
bak eksik,savaş
aman tanrı,savaş
kahrolası,savaş
şaban,savaş
efendim reçel çörek efendim,savaş
bul,savaş
kantin efendim,savaş
yatakhane yiyecek bulundur serbest şaban,savaş
reçel çörek yemek izin asker,savaş
izin asker,savaş
efendim fazla kilo efendim,savaş
iğrenç şişko şaban,savaş
öyle sandık reçel çörek sakla,savaş
aç efendim,savaş
aç,savaş
şaban,savaş
şeref müfreze şeref para,savaş
yar et çalış becer,savaş
becer yar et,savaş
siz,savaş
şaban gerekli motivasyon ver,savaş
şaban hata yap,savaş
cezalandır,savaş
siz cezalandır,savaş
bence ana kuzu,savaş
reçel çörek borç,savaş
yer yat,savaş
ağız,savaş
ceza çek ye,savaş
hazır başla,savaş
sev deniz,savaş
bugün gerçekten bok gözük,savaş
nefret,savaş
nefret et leonard,savaş
sürekli hata yap millet baş bela sok,savaş
yap,savaş
yard ihtiyaç,savaş
yar et çalış,savaş
gerçekten,savaş
gömlek iç sok,savaş
vur,savaş
unut kötü rüya şişko,savaş
sevgili de kuvvet sev mu ana kuzu,savaş
sadık sev,savaş
yaşasın yaşasın,savaş
çimle büyü,savaş
kanla kanla kanla,savaş
yaşa yap hanım evlat,savaş
öldür öldür öldür,savaş
duy,savaş
öldür öldür öldür,savaş
hadi,savaş
hala duy,savaş
öldür öldür öldür,savaş
ara charles whitman bil,savaş
hiçbiri bil mu gerzek,savaş
efendim texas austin kule tepe insan vur ada efendim,savaş
charles whitman texas üniversite,savaş
28 kat gözlem kule tepe 350 metre,savaş
12 kişi vur,savaş
lee harvey oswald bil,savaş
efendim kennedy vur efendim,savaş
mesafe bil mu,savaş
efendim uzaktan,savaş
kitaphaneden efendim,savaş
kesin,savaş
80 metre,savaş
80 metre mesafe hareket hedef ateş et,savaş
saniye,savaş
i̇talyan mal koll mekanizma tüfek ateş,savaş
i̇ki tane hedef bul kafadan,savaş
ara adam,savaş
ateş et öğren bil,savaş
de kuvvet efendim,savaş
de kuvvet,savaş
güzel,savaş
adam,savaş
motive ol deniz silah ne yap göster,savaş
hanım evlat ada terk et,savaş
aynı yap öğren,savaş
i̇yi doğ i̇sa,savaş
i̇yi doğ i̇sa,savaş
bugün,savaş
noel,savaş
müthiş konuş 09 30,savaş
vaiz charlie siz,savaş
tanrı deniz sayesinde,savaş
özgür dünya komünizm alt et anlat,savaş
tanrı deniz gör zevk gel,savaş
gör öldür,savaş
oyun oyna,savaş
kendimizinkileri,savaş
büyük gü saygı göster,savaş
cennet boş bırak,savaş
sürekli yeni ruh gönder,savaş
tanrı de kuvvet,savaş
yürek i̇sa nındır,savaş
göt de kuvvet,savaş
anla ana kuzu,savaş
duy,savaş
i̇yice temiz parla,savaş
taraf,savaş
tertemiz,savaş
güzel,savaş
mükemmel kay,savaş
harika,savaş
taraf temiz,savaş
yağla,savaş
güzel çalış,savaş
tatlı charlene,savaş
leonard tüfek konuş,savaş
bence leonard fazla dayan,savaş
bence tımarhane boyla,savaş
şaşır,savaş
alet kız kardeş tat iste,savaş
karşılık iste,savaş
ne,savaş
harika,savaş
yap bul,savaş
altıncı emir ne,savaş
efendim nöbet devral asker itaat et emir,savaş
bildir,savaş
efendim altıncı emir,savaş
asker bil efendim,savaş
ahmak herif yer yat,savaş
25 tane çek,savaş
kaç hareket yap,savaş
efendim efendim,savaş
yatak kontrol et,savaş
efendim teftiş yap subay dolu silah ver emin efendim,savaş
beşinci emir ne,savaş
efendim görev yer nöbet teslim et terk et efendim,savaş
silah ad,savaş
efendim silah ad charlene efendim,savaş
doğ asker,savaş
sevgili de kuvvet nişan ol iz ver,savaş
güzel çıtır iste,savaş
14 ümü iste,savaş
öl cephe,savaş
tabut koy gönder ev,savaş
göğüs tak madalya,savaş
söyle anne iyi yap,savaş
eğitim bitim gün kal,savaş
3092,savaş
müfreze acemi er gözüpek,savaş
bağırsak ye daha iste hal,savaş
uzman kendi hal gel gurur duy,savaş
de kuvvet robotistemez,savaş
de kuvvet katil,savaş
de kuvvet et adamlaryetiştirmek,savaş
korku adam,savaş
bugün,savaş
pislik değil,savaş
bugün deniz ol,savaş
aile parça,savaş
bugünden öl gün,savaş
ol ol,savaş
deniz kardeş,savaş
birçoğu vietnam git,savaş
kısım geri dön,savaş
unut,savaş
deniz öl,savaş
yüz var,savaş
de kuvvet sonsuz kadaryaşar,savaş
sonsuz kadaryaşayacaksınız,savaş
0300 piyade,savaş
0300 piyade,savaş
1800 istihkam,savaş
etraf dolan may topla,savaş
kovboy,savaş
0300 piyade,savaş
0300 piyade,savaş
palyaço,savaş
4212,savaş
ordu gazete,savaş
şaka,savaş
mickey spillane mi,savaş
yazar falan mı,savaş
efendim lise gazete çalış efendim,savaş
yazar değil katil,savaş
katil evet efendim,savaş
şaban,savaş
ad unut kahrolası,savaş
0300 piyade,savaş
başar,savaş
ada son gece,savaş
gece nöbet ben,savaş
sela palyaço,savaş
gerçek,savaş
7 62 milimetre,savaş
metal zarf mermi,savaş
leonard hartman gel şekil yak,savaş
ağız sıç,savaş
bok ye,savaş
sol o,savaş
sağ o,savaş
şarjör tak mermi sür,savaş
esas dur,savaş
tüfek,savaş
sürü tüfek,savaş
yatak dön,savaş
ne,savaş
hayvan herif tuvalet yap,savaş
şaban ışıkla kapat yatak,savaş
şaban el tüfek,savaş
şaban yatak geri postala,savaş
efendim görev gerek,savaş
şaban silah gerçek mermi bildir efendim,savaş
dinle şaban,savaş
dinle,savaş
silah ver iste,savaş
hemen,savaş
tüfek ayak uç koy,savaş
geri çekil,savaş
beyin esas sor taşak kaf,savaş
çocuk anne baba yeterince ilgi göster,savaş
sakin leonard,savaş
sakin dost,savaş
hey tatlı,savaş
vietnam kız arkadaş,savaş
an,savaş
tatlı azgın,savaş
azgın,savaş
uzun sür sev,savaş
eğlen,savaş
evet ol,savaş
dol,savaş
do iki,savaş
hayır,savaş
ada baş dol,savaş
uzun sür sev,savaş
azgın,savaş
dol fazla,savaş
ada baş,savaş
saksofon,savaş
sev,savaş
anne do fazla harca iz ver,savaş
ada baş dol,savaş
dol karşılık yap,savaş
iste,savaş
iste,savaş
dost zor kazan para harca mı,savaş
çekik göz orospu yarı viet kong ordu subay,savaş
yarı verem,savaş
öksür sik dikkat,savaş
piç sıkı numarala bil gibi,savaş
herif asap boz bil mu,savaş
o yar et o ağız sıç çalış,savaş
anla,savaş
fazla kafa tak,savaş
nang dan nefret et,savaş
cephe git iste,savaş
ay ödül tören sıkış çek başka yap,savaş
birinci günde hakla suçlu ol,savaş
lise kız yap iş,savaş
pislik iç gir iste,savaş
silah kullan iste,savaş
öldür anne bul ağız burn dağıt,savaş
cevap olumsuz,savaş
iş hızla tatlılıkla hallet,savaş
kimse yeni,savaş
tet bayram ateşkes iptal et söylenti,savaş
cephe geri paranoya,savaş
i̇stihbaratlara kızıl tet bayram saldırı düzenle,savaş
yıl aynı söyle,savaş
konu konuş,savaş
yüz uyku kaç,savaş
tet bayram 4 temmuz noel yılbaş nın toplam,savaş
kuzey güney çekik gözle gong vur,savaş
ay karşı bağır çağır,savaş
ann margret yardımcı hafta gel,savaş
gün peş dolan lazım,savaş
saksağan iş hallet,savaş
aşağı güzel çek,savaş
fazla belli ol baldır bacak gör iste,savaş
diplomat dungarees,savaş
deniz istihkam dong phuc köy,savaş
vietnam yer taş tahliye et ol,savaş
tahliye et gel sığın ol,savaş
not et efendim,savaş
kuzey asker kitap oku firar,savaş
kuzey kaybet anla düzenli asker,savaş
silah veda kitap oku firar,savaş
i̇yi ol dave,savaş
düzenli,savaş
düzen,savaş
kuzey asker de,savaş
düzelt,savaş
lawrence welk program hafta televizyon,savaş
dave 100 kelime yaz,savaş
ye,savaş
kuzey ara saldırı yemek ye asker rahat et öğren,savaş
de kuvvet n ara hakkında emir gel,savaş
ara bul temizle de,savaş
anla,savaş
anla,savaş
zeki,savaş
palyaço esas hikaye,savaş
ölü,savaş
bizimki biri vur ol,savaş
gör,savaş
söyle bahset,savaş
kızıl diş fırça parfüm al asker,savaş
kalp kazan tan,savaş
öldür kızıl savaş kazan tan,savaş
kan sürükle iz gör ol,savaş
yağmur yağ efendim,savaş
i̇şte yüz tanrı olasılık teori yarat,savaş
düzelt mutlu sonla bitir,savaş
kızıl öldür,savaş
gerilla subay,savaş
hangi iste,savaş
bizimki subay hikaye sev,savaş
subay general de,savaş
bizimki gazete oku kendi kötü hisset,savaş
bil söyle savaş sev,savaş
iş de,savaş
sivil gazete ilgilen şey yaz,savaş
operasyon katıl,savaş
kan sürükle iz bul,savaş
cephe bulun,savaş
hoş git söyle,savaş
fazlasıyla pis tehlike,savaş
an görev ol yer kal sağla,savaş
teçhizat cephe geri,savaş
tet bayram,savaş
maymun yıl,savaş
vietnam yılbaş gece,savaş
kulübe yer vietnam havai fişek at,savaş
acayip sıkıl,savaş
bok çukur geri dön lazım,savaş
haf silah se duy,savaş
palyaço acımasız öl adam sümük ye,savaş
fazla,savaş
bak gezgin,savaş
kan gün güneş gün benzer,savaş
palyaço canavar anne bacak ara bulun san,savaş
zaman pislik bulaş,savaş
konu konuş zor,savaş
hastings dek yenilgi,savaş
hastings bil,savaş
zaman değil,savaş
bok memur kılık herif,savaş
ora,savaş
bizimki pislik içinde,savaş
palavra kulak asma saksağan,savaş
sıra john wayne zannet,savaş
palyaço dinle,savaş
bilir,savaş
pislik bulaş bakış donuk,savaş
1 kilometre uzak gör,savaş
uzun sür bok çukur kal deniz,savaş
dördüncü boyut gör,savaş
ben,savaş
cephe git deniz,savaş
se ol,savaş
ol,savaş
beyaz fıstık tecavüz et iste zenci durdur,savaş
sik git,savaş
basket top ver,savaş
dışarı gel,savaş
bizimki ateş et,savaş
bizimki,savaş
bizimki,savaş
de,savaş
um dalaş iste,savaş
hazır değil,savaş
ateş kesin,savaş
ateş kesin,savaş
düşman,savaş
ülke saldırı başla,savaş
take advantage the ceasefire,savaş
namus,savaş
saldırı önem,savaş
galiba durum biristisna,savaş
kızıl vietnam daki askeri hedef fena vur,savaş
saygon daki,savaş
amerikan elçi intihar komando işgal et,savaş
khe sanh düş,savaş
haber kuzey kısım,savaş
hue nehir güney ele geçir,savaş
stratejik kızıl ülke iki böl,savaş
sivil gazete alt sıç,savaş
cronkite savaş kazan de,savaş
başka deyiş,savaş
boktan sandviç hep ısırık al zor,savaş
ann margret gel,savaş
phu bai git,savaş
yüzbaşı ocak ihtiyaç var,savaş
kahrolası rozet çık,savaş
barış işaret var vurul,savaş
o git iz iste,savaş
i̇zin ver,savaş
efendim saksağan git iz iste,savaş
hala mı,savaş
toz saksağan yan,savaş
sorumlu,savaş
al bak,savaş
al,savaş
bak yavru,savaş
vur piç,savaş
koş kızıl,savaş
kıpırda,savaş
eğitim gör kızıl,savaş
hak yaz bey,savaş
hakkında yaz,savaş
iyi,savaş
palavra,savaş
157 kızıl öldür,savaş
50 tane man,savaş
resmi rakamla,savaş
kadın çocuk,savaş
kadı çocuk öldür,savaş
kolay,savaş
öne ateş et,savaş
savaş cehennem,savaş
pislik ulaş iste,savaş
yol aşağı,savaş
i̇kiye,savaş
harika,savaş
teşekkür,savaş
birinci müfreze ara,savaş
iki,savaş
dost kovboy o,savaş
birinci tabur mı,savaş
hayır efendim,savaş
ordu gazete n çalış haber,savaş
kovboy komutan,savaş
yol aşağı birlik kamp kur yer,savaş
siz gel efendim,savaş
sor,savaş
hoşgel,savaş
schinoski walter schinoski,savaş
gol kral de,savaş
notre dame oyna,savaş
kovboy meşhur et gel,savaş
mümkün efendim,savaş
hikaye peş bugün şans gün,savaş
alarm geç sert çatış bekle,savaş
harika,savaş
i̇yi durum mı,savaş
kuzey sıkı savun,savaş
bölük nehir taraf ilgilen tara,savaş
kızıl göt koru,savaş
bayağı ada öldür,savaş
duy kuzey sürü vietnam idam et,savaş
olumlu,savaş
yarım kilometre geri ceset gör,savaş
göster mi,savaş
ölü kireçle kapla,savaş
ölü bilir,savaş
hayat ol,savaş
20 de,savaş
resmi ölü sayı efendim,savaş
birim,savaş
ordu gazete n,savaş
çavuş palyaço fotoğraf saksağan,savaş
teğmen cleves,savaş
hartford connecticut tan,savaş
ölü sayı ne efendim,savaş
ol efendim,savaş
kuzey is liste gel,savaş
memur polis güney asker öğretmen,savaş
o nazik ertesi gün eğitim program gel söyle,savaş
git herkes vur,savaş
bazı canlı canlı göm,savaş
rozet,savaş
barış işaret efendim,savaş
bul,savaş
hatırla efendim,savaş
kask yaz,savaş
öldür doğ,savaş
efendim,savaş
kask öldür doğ yaz barış rozet tak,savaş
saçmasapan şaka palyaço,savaş
anla gel,savaş
bil efendim,savaş
bil,savaş
akıl baş topla ağız sıç,savaş
soru cevap ver disiplin ceza al,savaş
i̇nsan ruh iki gönder yap efendim,savaş
i̇nsan ruh iki jung düşünce,savaş
kim taraf,savaş
efendim,savaş
ülke sev mu,savaş
evet efendim,savaş
zaman kural,savaş
katıl büyük zafer çalış,savaş
asker emir tanrı emir uy uy iste,savaş
vietnam yar et hepsi içinde,savaş
dışarı çık çalış amerika,savaş
dünya zor ye evlat,savaş
barış rüzgar din baş dik tut,savaş
birinci müfreze ara,savaş
iki,savaş
arka taraf,savaş
birinci müfreze,savaş
şura,savaş
hey şerif,savaş
aman tanrı,savaş
gör dua et aşağı herif,savaş
yap,savaş
orduevi kavuş bekle,savaş
dön,savaş
ora fark,savaş
numara,savaş
kardeş,savaş
anne fena değil kız kardeş,savaş
hey abaza dinle,savaş
ada kardeş palyaço,savaş
saksağan,savaş
ordu gazete n,savaş
meşhur ol,savaş
abaza manga,savaş
ada öldür yürek sök,savaş
adam üst delik aç kurşun dök,savaş
fotoğraf mı,savaş
savaş muhabir,savaş
savaş gör,savaş
televizyon tane gör,savaş
soytarı,savaş
evet palyaço de,savaş
i̇yi espri,savaş
yeni göt delik aç,savaş
bak serseri,savaş
bok yer,savaş
erkek konuş,savaş
erkek dövüş mü,savaş
i̇nanmayacaksın,savaş
ateş hat piç ayı gerçekten insan,savaş
hayat geri kal kısım biri bomba at lazım,savaş
kara karga,savaş
allahtan zenci hastalık,savaş
evet ayı,savaş
hey fotoğraf,savaş
sıkı fotoğraf çek mi,savaş
çek,savaş
kardeş,savaş
parti,savaş
şeref misafir,savaş
bugün doğu gün,savaş
i̇yi doğ çekik göz,savaş
gün asla unut,savaş
hue gel kuzey dövüş gün,savaş
kızıl piç gerçekten sev,savaş
çekik göz eğitim çavuş sert,savaş
güzel gün,savaş
dünya silah dolaş yeşil dev,savaş
bugün hakla insan,savaş
hayat boyunca tanış insan,savaş
dünya dön öldür değ bul,savaş
delta 6 devriye murphy,savaş
köy ateş aç,savaş
teğmen vurul,savaş
dur ön kontrol et,savaş
evet abaza dinle,savaş
yol ilerle,savaş
üçüncü tak yol ilerle,savaş
birinci ikinci tak arka yol,savaş
git,savaş
bitir iş,savaş
john wayne mi,savaş
mi,savaş
kamera çalış,savaş
film ad vietnam,savaş
palyaço john wayne at,savaş
rock hudson,savaş
ann margret,savaş
piç ayı azgın bufalo,savaş
general custer,savaş
kızılderili ol,savaş
çekik gözle kızılderili,savaş
ev dön,savaş
sadık,savaş
bizle acımasız deniz efendim,savaş
rahat uyu,savaş
öl öl,savaş
değil dav uğur öl,savaş
dav,savaş
özgürlük,savaş
kendi gel çaylak,savaş
kızıl özgürlük hakla san,savaş
katliam,savaş
post sözcük uğur del,savaş
sik tercih et,savaş
baş gel bak,savaş
rapor al ev dön,savaş
soru ne,savaş
günde at,savaş
yalan,savaş
geçen hafta deli doktor gör nang gönder,savaş
manyak herif bekle oda at,savaş
tımarhane,savaş
birlik iz ver kağıt bekle,savaş
hazır mı,savaş
başla,savaş
hue röportaj 34,savaş
kutu,savaş
önem şehir yüz,savaş
tank saldır zor,savaş
öncü gönder,savaş
emin,savaş
vietnam 40 larla tank hava uçur,savaş
tank bura temizle bura cehennem çevir,savaş
hue gel,savaş
savaş gibi bil,savaş
düşün savaş gerek,savaş
düşman var öldür,savaş
tartış,savaş
bizle iyi,savaş
hava kuvvet palavra,savaş
kıç sıkış çağır,savaş
de kuvvet ölüm makine,savaş
amerika nın vietnam iş,savaş
bil,savaş
iş,savaş
söyle,savaş
başkan johnson dan alıntı yap mi,savaş
asya genç,savaş
baş yap gerek amerikan genç,savaş
dünya uç gönder,savaş
bence,savaş
savaş bulaş iste,savaş
bence,savaş
özgürlük al o ver,savaş
iste,savaş
özgür ol canlı kal iyi,savaş
zavallı piç,savaş
dövüş adam,savaş
sıkı herif,savaş
fazla,savaş
hesap taraf ol,savaş
fazla tut,savaş
sürekli karşı taraf gel gör,savaş
öl umur,savaş
şaka,savaş
sor,savaş
yanlış adam öldür,savaş
belli ol,savaş
savaş fotoğraf çek bura,savaş
durum boktan silah sar,savaş
amerika nın durum hakkında düşün,savaş
bence kazan gerek,savaş
vietnam dan nefret et,savaş
koca memleket tane,savaş
bence yanlış,savaş
ada gönder,savaş
kuzey bomb yağmur tut vazgeç,savaş
egzotik vietnam gör iste,savaş
güneydoğu asya nın inci,savaş
eski kültür,savaş
ilginç insan tanış öldür iste,savaş
mahalle biri öldür tutuk kişi iste,savaş
sela lise kız,savaş
lise git,savaş
ne bak,savaş
birinci sınıf karı iste,savaş
birinci sınıf karı iste,savaş
az elim kes,savaş
saksofon iste,savaş
yala yut iste yap,savaş
uzun zaman,savaş
iste,savaş
kaç şef,savaş
ada baş dol,savaş
dol fazla,savaş
ada baş,savaş
hadi sever,savaş
uzun zaman fik fik dol,savaş
dol,savaş
güney tüfek ver,savaş
kullan yer düş,savaş
dol,savaş
ver,savaş
hadi bitir iş,savaş
sor şef,savaş
sen fik fik de,savaş
zenci büyük de,savaş
zenci fazla de,savaş
tır ağız al dur,savaş
büyük de,savaş
büyük,savaş
afedersin hanımefendi,savaş
bura müthiş,savaş
siyah alaba kobra,savaş
büyük,savaş
sıra bindir lazım,savaş
birinci,savaş
geri çekil bak süt tozu,savaş
köpekle mama ara gir,savaş
zenci taşak as lazım,savaş
hey iş uzun sür,savaş
önsevişme falan,savaş
yap,savaş
sik,savaş
i̇stihbaratın bildir,savaş
kuzey geceleyin bölge boşal,savaş
