Processed_Sentence,Etiket
ileri siper,tarih
morfin ver,tarih
devam et,tarih
morfin,tarih
aynı,tarih
öncelik durum,tarih
öl,tarih
orosp,tarih
bura yanaş,tarih
kahret kıpırdıyamıyorum,tarih
mellish kasatura ver,tarih
emret,tarih
i̇ki 42 hava top mesafe ileri 20 sol 30 metre,tarih
lanet tank sahil destek ver güzel şura siper imkan,tarih
hedef gör ye,tarih
kendi yar,tarih
bekle,tarih
başka yol safdışı et,tarih
reiben mellish,tarih
savaş,tarih
bul siper al makina yuva ateş yağ,tarih
davis debernardo young vall hazır ol,tarih
destek ateş,tarih
git git git,tarih
lanet herif idam manga,tarih
herkes sağ salim çıkarma yol,tarih
short payton mcdonald parles,tarih
sır siz,tarih
göz bağla bez dağıt yüzbaşı,tarih
üst öl,tarih
destek ateş,tarih
git git git,tarih
haydi haydi haydi,tarih
yürü,tarih
jackson,tarih
emret komutan,tarih
ora şarapnel çukur gör mu,tarih
evet komutan,tarih
makina karşı siper alman sağla,tarih
gir mermi sıkıl göster,tarih
emir bekle,tarih
koş,tarih
yüzbaşı anne gör hayal kırık uğra,tarih
anne sensin san,tarih
tanrı bırak,tarih
tanrı günah gücen bağışla,tarih
tanrı gücen günah iğren,tarih
duy ses tanrı,tarih
kuvvet kaynak,tarih
yar et acele,tarih
1 çıkış,tarih
savaş,tarih
yürü haydi,tarih
reiben,tarih
çavuş fırla,tarih
reiben,tarih
haydi doyle,tarih
çavuş,tarih
alev makine,tarih
doyle kızart,tarih
ateş et,tarih
bırak yan,tarih
ateşkes,tarih
ateşkes,tarih
yeter,tarih
kesin,tarih
ateşkes,tarih
şekerkamışı tatlı charlie,tarih
tekrar et 1 bölge temiz,tarih
buldozer gönder,tarih
kanat kuvvet birleş bekle,tarih
üzgün söyle anla,tarih
söyle,tarih
söyle,tarih
bak akşam yemek el yıka,tarih
hey fish,tarih
evet,tarih
bak,tarih
hit genç bıçak,tarih
yahudi ekmek bıçak,tarih
manzara,tarih
evet,tarih
manzara,tarih
ryan,tarih
sayın bay brian boyd,tarih
oğul albert ölü hakkında,tarih
şüphesiz bilgi al,tarih
sayın bayan jensen,tarih
askeri birlik kayıp ziyadesiyle hisset,tarih
i̇yi asker yap işe inan,tarih
savaş önem operasyon biri,tarih
katıl ol sı değil,tarih
tut kişi,tarih
gönül orta çık ol,tarih
üzer 4 000 de fazla birlik geç açık gel,tarih
koca ölüm kal kabil vazife üstlen,tarih
savaş birlik görev yap,tarih
hep hatıra kalp taş,tarih
lee gibi kayıp başlı baş felaket,tarih
ölüm şartla alt gerçek,tarih
öğren istek tamamiyle anla,tarih
albay bil gerek,tarih
evet,tarih
ada normandiya öl,tarih
omaha sahil n,tarih
sean ryan,tarih
utah,tarih
peter ryan,tarih
geçen hafta yeni öl,tarih
daniel ryan,tarih
ada kardeş efendim,tarih
anne bugün öğle,tarih
ayrı telgraf alacak öğren,tarih
dördüncü kardeş küçük,tarih
çıkar gece 101nci hava i̇ndirme atla,tarih
normandiya yer,tarih
bil,tarih
hayat,tarih
bil,tarih
ben gel,tarih
kahret,tarih
dört 29ncu tümen aynı bölüktelermiş,tarih
sullivan kardeş juneau öl ayır,tarih
dördüncü kardeş james iletişim kur,tarih
hayır efendim,tarih
kıyı 25 kilometre içeri neuville yakın atla,tarih
bölge hala alman kontrol,tarih
mac atla,tarih
bil yol,tarih
general gelen rapor 101nci tümen cehennem saç ol,tarih
normandiya nın taraf hata atla,tarih
ryan atla sağ kurtul farzet,tarih
yer ol,tarih
i̇şin doğrusu muhtemelen çatış öl,tarih
efendim ilerle hat boyunca,tarih
alman takviye birlik kayna bölge,tarih
kurtar ekip gönder çatış öl ol,tarih
el mektup,tarih
uzun zaman bixby ad boston han yaz,tarih
dayanılmaz duygu ben paylaş,tarih
sevgili hanımefendi,tarih
şahıs sun savun bakanlık dosya biri,tarih
massachusetts savaş koordinasyon şube n yaz rapor,tarih
savaş alan şeref şekil öl evlat,tarih
anne ol öğren,tarih
büyük kayıp keder dindir adına,tarih
sarf et kelime aciz nafile ol bil,tarih
kendi teselli uğur can ver vatan,tarih
o duy şükran bul söyle alıkoy,tarih
tanrı kayıp acı dindir kaybet,tarih
sev aziz hatıra başbaşa bırak dua et,tarih
özgürlük uğur yap ol,tarih
büyük fedakar karşılık muhteşem gurur şahıs ait,tarih
içten saygı,tarih
abraham lincoln,tarih
çocuk hayat,tarih
bul biri gönder,tarih
paha çek al,tarih
emret komutan,tarih
emret komutan,tarih
omaha sahi̇li̇ çikarmanin üçüncü gün,tarih
mil bölük,tarih
buyru yüzbaşı,tarih
yüzer gez tank saat 6 sahil indir,tarih
koca tümen carentan pantolon indir,tarih
domal vaziyet sıkış kal ol,tarih
pekala haberdar et zaman,tarih
bölük zırh destek gönder vierville tutun sağla,tarih
emret komutan,tarih
haber,tarih
hava i̇ndirme nin şimdi biz açık koridor kazan gerek,tarih
paraşüt yanlış yer at rüzgar insaf bırak,tarih
durum ne,tarih
dördüncü kes emniyet alt alın,tarih
geri çekil 88 liklerin peş düş,tarih
4 yüzer gez tank reomuzu vur,tarih
may tarla büyük al anla,tarih
orta geç çalış karma mayın oluş,tarih
yoğun al çık orta,tarih
yukarı tetik 44 lük zıpla betty ler dedektör türlü,tarih
algıla 42 model bacak kopar lar,tarih
ara,tarih
bura yol mantar biçim 43 model anti tank döşe,tarih
tank yönelik san,tarih
köy kenar uzan,tarih
işaretle istihkam haber ver,tarih
direnç durum,tarih
fazla destek alacak bekle efendim,tarih
hans von luck savaş gurup 346 piyade ala bağ,tarih
bölük çık karşı top destek yoksun zayıf düş,tarih
çarpış sonuç 23 kişi esir al,tarih
29ncu tümen inzibat teslim et,tarih
zayiat,tarih
rapor,tarih
35 ölü katı yar,tarih
alman 88 lik top ver bayağı diren,tarih
zor görev,tarih
yüz siz ver,tarih
evet komutan,tarih
john,tarih
bekle zor görev,tarih
emret komutan,tarih
emir direk yukarı gel,tarih
halk i̇lişkiler görev manga al neuville git,tarih
manga kuma et,tarih
101nci hava i̇ndirme tümen n er 3 kardeş savaş öl bulun ev gönder,tarih
neuville alak,tarih
hava i̇ndirme paraşüt yanlış yer bırak san ora yer ol,tarih
lanet savaş göbek belirli eri bul kolay ol,tarih
saman yığın iğne ara,tarih
bölük ol,tarih
döküntü seç yap geri kal bölük katıl,tarih
tanrı aşk bölük el al,tarih
değil,tarih
ordu bölük az bil,tarih
browning otomatik reiben ver,tarih
jackson wade beasley caparzo,tarih
beasley öl,tarih
zaman mellish,tarih
el fransızca bil,tarih
bil kadar,tarih
talbot,tarih
sabah öl,tarih
pekala durum başka tercüman bul çalış,tarih
tabur sahil araç park top,tarih
emret,tarih
dinle,tarih
yap,tarih
kıç pamuk tık bayrak sar tabut ev git caparzo,tarih
ukala göt,tarih
dinle,tarih
göt ol hoşlan,tarih
göt zevk al söyle,tarih
dikkat,tarih
rahat,tarih
onbaşı timothy upham ara,tarih
upham efendim,tarih
öğren almanca fransızca konuş,tarih
evet komutan,tarih
aksa,tarih
fransızca hafif aksan,tarih
almanca düzgün bavyera şive efendim,tarih
güzel,tarih
emir ata,tarih
teçhizat topla,tarih
neuville ad yer git,tarih
emret,tarih
zaman güncel,tarih
sabah 08 30 efendim,tarih
komutan güney yol ayırım,tarih
neuville alman,tarih
bil kadar onbaşı,tarih
komutan neuville alman kayna,tarih
sor,tarih
hayır efendim,tarih
çatış bulun dikkat al öner iste komutan,tarih
harita çiz tercüman yap,tarih
başka,tarih
fransızca almanca konuş biri ihtiyaç,tarih
evet komutan,tarih
i̇ki tercüman öl,tarih
komutan temel eğitim el silah al,tarih
temel eğitim atış yap,tarih
evet komutan,tarih
zaman git teçhizat topla,tarih
efendim daktilo,tarih
daktilo getir mi efendim,tarih
emret,tarih
sağol,tarih
biri hatır,tarih
hayır komutan,tarih
acele et onbaşı,tarih
bardak dolu bak onbaşı,tarih
i̇lk taşı gerek,tarih
ihtiyaç ol,tarih
ol efendim,tarih
efendim,tarih
hey kafa dağıl iste küçük züppe,tarih
sakın fare pençe dokun,tarih
yürü düzen ayrıl,tarih
nere merak et,tarih
caparzo,tarih
defol git onbaşı,tarih
anla,tarih
yüzbaşı sela ver alman hedef hal getir,tarih
üzgün,tarih
iyi yap yap,tarih
özellikle yakın,tarih
anla,tarih
anla,tarih
onbaşı kitap hakkında,tarih
hey tüfek sahip çık,tarih
affet,tarih
savaş sırasında asker ara geliş kardeş bağ,tarih
kardeş bağ,tarih
kardeş bağ hakkında bil,tarih
herif duy fish,tarih
yüzbaşı nere sor,tarih
evet sor yüzbaşı,tarih
hakkında bil iste herşey anlat,tarih
i̇çinizde iş matematik açıklama,tarih
ada kurtar kişi hayat risk at mantık,tarih
20 derece dön,tarih
cevapla iste,tarih
reiben zavallı herif anne düşün,tarih
doktor anne,tarih
çavuş,tarih
bahis gir yüzbaşı nın anne var,tarih
yüzbaşı nın yok diğer anne,tarih
görev emir sorgula can paha getir,tarih
demek iste bak onbaşı,tarih
hep öl,tarih
upham asker görev bahset,tarih
evet komutan,tarih
hep emir al uy zor,tarih
gerçek anne şey üzer,tarih
evet efendim,tarih
sağol efendim,tarih
görev fubar düşün efendim,tarih
bilhassa görev fubar düşün,tarih
fubar ne,tarih
almanca,tarih
duy,tarih
komutan,tarih
konu görüş,tarih
tak paylaş,tarih
bakış açı efendim görev,tarih
değerli askeri kaynak yanlış tahsis başka,tarih
devam,tarih
gel efendim tanrı mükemmel savaş alet,tarih
yarat doğuştan yetenek ver,tarih
reiben kulak,tarih
maksat yakın yap,tarih
devam jackson,tarih
bu kastet efendim tanrı dürbün tüfek,tarih
adolf hit 1 5 lik al içeri net görüş açı sahip,tarih
yer koy efendim,tarih
çanta topla çocuk,tarih
savaş bit git,tarih
hak,tarih
i̇şte dahice taşra,tarih
yüzbaşı,tarih
sızla mı,tarih
siz sızla reiben,tarih
yüzbaşı,tarih
komut zincir,tarih
sızla üst ast,tarih
üst makam,tarih
üst sızla devam et git,tarih
şahıs sızla ön,tarih
komando bil gerek,tarih
özür dil efendim de yüzbaşı değil,tarih
binbaşı,tarih
zaman söyle,tarih
durum der bence mükemmel görev komutan,tarih
son derece değerli gaye komutan,tarih
göster üstün gayret hak komutan,tarih
james ryan anne çek acı yürekten paylaş,tarih
acı dindir hayat adam,tarih
özellikle se reiben sev sev orta koy hazır,tarih
i̇yiydi,tarih
aşık,tarih
gökgürültüsü,tarih
şimşek,tarih
upham şura geç,tarih
reiben dört ilerle,tarih
yürü yürü yürü,tarih
gör rahatla,tarih
çavuş hill kurtar ekip gel,tarih
kaç kişi,tarih
kişi,tarih
siz yard gel,tarih
üzgün,tarih
siz yard gel,tarih
demek iste efendim,tarih
asker bura ad ryan,tarih
ryan,tarih
bil kasaba taraf karma birlikte,tarih
git zor,tarih
alman saat orta bombala,tarih
iki böl,tarih
ad de,tarih
ryan james ryan,tarih
101nci hava i̇ndirme bura atla,tarih
goldman haber gönder,tarih
haber,tarih
haydi gel,tarih
jonsey ye aç,tarih
doğu aç yoğun ateş durdur,tarih
alman gün boyunca alay takviye getir dur,tarih
cadde 45 dakika çıt çık,tarih
alman bombardıman batı yönel,tarih
hoparlör konuş,tarih
dagwood düsseldorf,tarih
komşu canayakın propaganda subay,tarih
özgürlük anıt paramparça,tarih
özgürlük anıt paramparça,tarih
endişe ver durum,tarih
sol ikinci,tarih
baba haham sünnet pislik herif,tarih
siper al,tarih
fırla,tarih
lanet olası sadist hayvan,tarih
çök,tarih
doğrudan temas hal olmadık bil,tarih
haber seç,tarih
ateş et dur,tarih
haber nefes al süre mesaj taşı devam et,tarih
aynı yap,tarih
hayır yap,tarih
wade,tarih
hazır git,tarih
emret komutan,tarih
boyd,tarih
haydi,tarih
tekrar dene,tarih
yüzbaşı hamill ulaş gel bildir,tarih
neuville nin geri kala durum,tarih
melek 44,tarih
ön cadde taraf hayli pencere,tarih
kat bina,tarih
sol taraf siper imkan meydan gel,tarih
göster,tarih
çavuş kalın,tarih
emret,tarih
pekala yaylım ateş uzak dur bina kullan,tarih
sol taraf kıvır koş vur kaç,tarih
i̇kisi iki,tarih
hastings goldman öne,tarih
git,tarih
reiben caparzo,tarih
uy gerek kural,tarih
köşe eğil doğrul kısa koşu yap,tarih
sıkı mücadele ol,tarih
yakın temas hazır ol,tarih
git,tarih
upham çavuş horvath yan ayrıl,tarih
i̇ç çamaşır sar yüzbaşı,tarih
yan ayrıl,tarih
bloğun son sol dön,tarih
ora meydan aç kap,tarih
güzel,tarih
reiben yüzbaşı nere,tarih
iş çöz ödül kazan ol,tarih
son 300 papel duy,tarih
bölük konu havuz oluş,tarih
5 papel katıl,tarih
sakin dost sakin,tarih
köşe dön karşı ol,tarih
kapı siper al,tarih
nere bil ol,tarih
kasserine geçit n yan,tarih
ufak ipucu bul,tarih
ayak bilek öldür,tarih
savaş bit tekerlek sandalye ihtiyaç ol,tarih
gel,tarih
tanrı,tarih
bilek kocakarı bilek dön,tarih
yaş tanrı,tarih
reiben okul git bil,tarih
akademi,tarih
subay ada okul öl amerika asker uzuv topla,tarih
i̇nsan detay önem ver,tarih
nere bil detay önemse,tarih
hey upham,tarih
dikkatli boktan palavra bas kayıp düş,tarih
gökgürültüsü,tarih
parola gökgürültüsü şifre söyle ateş aç,tarih
bura gel,tarih
upham söyle kendi göster,tarih
alman bil sor,tarih
de,tarih
çocuk,tarih
çocuk,tarih
çocuk yan al iste,tarih
hayır hayır,tarih
çocuk al,tarih
çocuk al,tarih
çocuk biz güve ol düşün,tarih
güve ol,tarih
kafa ye,tarih
yüzbaşı dinle,tarih
biz güve ol inan efendim,tarih
caparzo,tarih
bırak çocuk,tarih
sor yol,tarih
caparzo bırak küçük kız,tarih
caparzo çocuk hemen bırak,tarih
upham sor söylen,tarih
bırak yeğen anımsa efendim,tarih
caparzo çocuk hemen geri bırak,tarih
yüzbaşı az sonra kasaba bırak makul,tarih
makul ol değil,tarih
emir uygula bura,tarih
çavuş geri götür lanet olası çocuk,tarih
siper al,tarih
siper al,tarih
lanet,tarih
ateş et,tarih
silah se duy yer,tarih
ol ateş ol,tarih
gör,tarih
400 metre yüzbaşı,tarih
ol macera kalk bey,tarih
nişan yetenek,tarih
jacqueline,tarih
anne baba geri götür,tarih
ağla yap,tarih
carpy,tarih
yüzbaşı,tarih
dayan caparzo,tarih
kalk yar et,tarih
yürü yürü,tarih
caparzo kıpırda,tarih
i̇ki tık çevir rüzgar sol,tarih
fish,tarih
yüzbaşı bulun yer gör mu,tarih
durum,tarih
wade sakın kımılda,tarih
nere vurul yüzbaşı,tarih
yüzbaşı gör mu,tarih
yerinde kal,tarih
lanet yat yer,tarih
der,tarih
vurul bak san,tarih
fish bura gel,tarih
carpy baş aşağı tut,tarih
baş aşağı tut,tarih
yüce tanrı güven,tarih
mahçup et,tarih
düşman yen iz ver,tarih
kopya çık kopya çık ad gönder,tarih
carpy kendi gönder,tarih
koy,tarih
kan gör carpy,tarih
baba yaz,tarih
kan bulan fish,tarih
hakla yer kalk,tarih
kötü,tarih
göğüs vurul akciğer gir ol,tarih
jacqueline,tarih
30 kalibre sokak yukarı,tarih
tekmil,tarih
yer yat,tarih
çocuk yan al neden,tarih
çavuş horvath mühimmat kontrol yap,tarih
upham matara,tarih
doldur,tarih
çavuş hill,tarih
emret komutan,tarih
adam topla,tarih
meydan kuzeybatı köşe pozisyon al,tarih
jackson,tarih
mellish,tarih
emret,tarih
kule kontrol et hemen bura dön,tarih
hemen de,tarih
git,tarih
kahrolası ryan,tarih
gökgürültüsü,tarih
şimşek,tarih
i̇çeri gel,tarih
sela millet,tarih
yüzbaşı hamill ara,tarih
meydan karşı yer ol,tarih
sessiz git,tarih
keskin nişan dikkat,tarih
otur,tarih
haydi jimmy yayla yüzbaşı hamill bul,tarih
bura getir,tarih
bil,tarih
git bak mı,tarih
teşekkür gerizekalı,tarih
pekala bey sür dinlen,tarih
lanet olası otostop bot at,tarih
i̇ndirin silah,tarih
i̇ndirin silah,tarih
i̇ndirin silah,tarih
i̇ndirin,tarih
ateş et,tarih
i̇ndir indir indir silah,tarih
yer koy hepsi,tarih
elle yukarı,tarih
teslim ol ateş et,tarih
kendi göster,tarih
kahret kahret,tarih
yukarı temiz,tarih
aşağı temiz,tarih
ömür boy yeter,tarih
um,tarih
fred hamill 101nci hava i̇ndirme de öncü birlik,tarih
john mil 2 komando tabur,tarih
sağol,tarih
bura james ryan ad biri bul gel,tarih
birlik biri,tarih
hakkında bilgi ol,tarih
bura gelen yol durum nasıl,tarih
manzara,tarih
mühimmat çoğu harca,tarih
aman adam duy,tarih
teğmen,tarih
roketatar yol sağ mevzilen,tarih
emret komutan,tarih
ryan bura getir,tarih
ryan,tarih
ryan,tarih
öne çık orta gel,tarih
ryan,tarih
gel delikanlı,tarih
salak tek söyle,tarih
ryan emret komutan,tarih
rahat,tarih
2 komando tabur ndan yüzbaşı mil sen konuş iste,tarih
gel,tarih
çök,tarih
asker kork kötü haber,tarih
söyle kolay yol,tarih
de,tarih
kardeş öl,tarih
götür emir al,tarih
ev dön,tarih
aman tanrı,tarih
kardeş öl,tarih
ev dön balık götür,tarih
üzgün james,tarih
üzül anlat,tarih
öl,tarih
çatış öl,tarih
olamaz,tarih
olamaz,tarih
kardeş ilkokul,tarih
james ryan sın,tarih
evet,tarih
iowa dan james francis ryan,tarih
minnesota dan james frederick ryan,tarih
kardeş anlam gel,tarih
evet emin iyi,tarih
i̇yi ol emin mi,tarih
ara başka ryan,tarih
büyük karışık,tarih
bil,tarih
emin ol,tarih
karışık başka ryan kardeş benimki,tarih
teğmen,tarih
ver sıkıntı özür dil,tarih
ayrıl mektup yaz,tarih
ev git,tarih
hemen ev git,tarih
ev git iste,tarih
sakin,tarih
ryan ımız cehennem,tarih
bil,tarih
komutan irtibat,tarih
anlam,tarih
ryan,tarih
506 bağ bölük,tarih
bacak kırık asker 506 dan,tarih
evet ad charlie san,tarih
san,tarih
ryan,tarih
bil,tarih
yavaş,tarih
i̇nme nokta nere,tarih
vierville iç,tarih
vierville,tarih
bul,tarih
sor komutan,tarih
47 uçaksavar ateş aç,tarih
pilot kurtul çalış yap şaşır taraf dön,tarih
paraşüt isabet al,tarih
ortalık karış kendi bul,tarih
grup kişi gör,tarih
allah bilir nere,tarih
bölük geveze yap atla nokta bahset,tarih
hayır efendim bölük nü top nokta biz aynı bil,tarih
göster,tarih
adam tüken,tarih
saat dinlen hava karar hareket et,tarih
kasaba 3 yıldız otel kal ol,tarih
temiz çarşaf yumuşak yas od servi ye,tarih
rahat kilise de,tarih
kabul et,tarih
ne duy,tarih
parçala birbiri ek tablo,tarih
sahil kontrol alt al sor monty caen ilerle acele et,tarih
hazır ol birlik çek,tarih
herif fazla şişir,tarih
de,tarih
saint al caen al,tarih
valognes saint al,tarih
cherbourg valognes,tarih
cherbourg dan paris,tarih
paris al berlin,tarih
ev götür koca ge,tarih
kesinlikle iş yar yap iş anla,tarih
anla mu,tarih
evet,tarih
kardeş,tarih
i̇yi şans,tarih
teşekkür,tarih
ciddi,tarih
bul ev gönder,tarih
el ne,tarih
bil,tarih
portsmouth gemi bindir başla,tarih
gel git,tarih
yeni görev talep bulun,tarih
görünüş siz uygun,tarih
anzio sürekli amut kalk,tarih
el üst yürü uç trapez nin,tarih
şarkı söyle çocuk ad ne,tarih
vecchio,tarih
vecchio,tarih
evet vecchio,tarih
çatlak,tarih
ad bil ceket işe harf yap hatırla,tarih
zafer,tarih
boy kıs,tarih
cüce,tarih
komando ol,tarih
sefer el üzerinde yürü ayak vurul,tarih
el üst hızlı yürü,tarih
el üst hızlı koş,tarih
vecchio evet,tarih
caparzo,tarih
i̇nsan,tarih
ver emir sonuç adam öl,tarih
saye üç onlarca,tarih
hayat kurtar düşün avut,tarih
yüzlerce,tarih
komuta alt kaç kişi öl bil mu,tarih
kaç kişi,tarih
94,tarih
hesap katı ada hayat kurtar ol,tarih
20 kat,tarih
20 misil ada hayat,tarih
i̇şte basit,tarih
insa,tarih
adam hayat görev ara seçi,tarih
bahane,tarih
sefer görev ada say,tarih
ryan değ et,tarih
ev dön hastalık tedavi bul,tarih
uzun sür dayan ampul filan icat et et,tarih
iş asıl tane ryan tane vecchio caparzo değiş,tarih
hak,tarih
bak başla,tarih
efendim mi,tarih
bak saat yol çık,tarih
kes,tarih
anla becer,tarih
şekil uyu,tarih
bak,tarih
ada göz kapat kapat uy,tarih
vicdan rahat,tarih
evet de,tarih
yan tanrı yan,tarih
tanrı biz dur karşı,tarih
de,tarih
uyku dal sır uyanık kal çalış gizli,tarih
ol,tarih
anne stajyer doktor,tarih
geceleri sabaha çalış gündüzleri uyu,tarih
yüz şey konuş uygun vakit ev gel zamanla,tarih
yatak uzan mümkün uyanık kal çalış,tarih
işe yar,tarih
uyanık kal çalış uyu,tarih
ev lafla zaman tabi değil,tarih
anne ev gel uyan gün ağar kafa şişir,tarih
durmadan konuş yor ne bil,tarih
saat fırsat bul,tarih
i̇şin tuhaf yan ev erken gel,tarih
uy yap,tarih
anne,tarih
evet,tarih
kap eşik bak,tarih
göz kapalı tut,tarih
bil ev erken gel,tarih
gün geç merak et,tarih
ben konuş iste,tarih
yer kıpırda uy yap devam et,tarih
yap bil,tarih
saat kal,tarih
ses kesin uyu,tarih
yüzbaşı,tarih
efendim,tarih
onbaşı,tarih
git,tarih
i̇yi mi,tarih
evet,tarih
san efendim,tarih
gerçekten,tarih
savaş duygu terbi et irade hareket geçir,tarih
bünye kusur şek dönüş,tarih
insa yakın çarpış,tarih
ciddi durum tart olanak sağla,tarih
galiba emerson iyimser ol hak felsefe,tarih
emerson bilir mi efendim,tarih
bil,tarih
nere yüzbaşı,tarih
savaş yap,tarih
havuz par birik,tarih
300 civar san efendim,tarih
pekala 500 ol,tarih
cevap ver para kırış,tarih
de,tarih
konu düşün efendim,tarih
komuta alt miktar 1 000 o bekle öner görev,tarih
uzun yaşa,tarih
500,tarih
evet 500 iyi,tarih
efendim,tarih
haydi uyu onbaşı,tarih
efendim,tarih
kim sülfamid tozu,tarih
sıhhiye,tarih
arkadaş kana,tarih
sargı bez,tarih
wade,tarih
emret komutan,tarih
bak bak yap,tarih
emret,tarih
dayan çocuk,tarih
fazla uzun sür,tarih
durum,tarih
fena,tarih
evet,tarih
i̇yi say,tarih
endişelen,tarih
doktor gel,tarih
endişelen çocuk,tarih
29ncu piyade tümen düşman yar gel,tarih
ol,tarih
çakmaktaş kimse çakmaktaş,tarih
yüzbaşı,tarih
hey yüzbaşı,tarih
asker bilgi ver,tarih
evet teğmen dewindt yüzbaşı,tarih
327 planör piyade taşı,tarih
99ncu asker nakliye filo,tarih
ora planör pilot bent,tarih
asker şura kol ilgilen,tarih
22 ada öl,tarih
şura düş çizik al 2 pilot kafa kop,tarih
birlik,tarih
insan,tarih
biz gelen efendim,tarih
gece yol çık,tarih
gör,tarih
diğer parça parça birer ikişer altışar gel başla,tarih
subay çık gel adam karma birlik oluş,tarih
bela dal yol çık efendim,tarih
james ryan ad asker ara,tarih
101nci tümen 506 daki bölük,tarih
siz söyle efendim,tarih
ada git gel,tarih
upham,tarih
emret komutan,tarih
tak kontrol,tarih
bak bak ryan ara,tarih
emret,tarih
reiben,tarih
şura bacak kokla,tarih
bak bak küf peynir kok,tarih
evet,tarih
elle baş üzerine,tarih
yahudi,tarih
yahudi,tarih
yürü devam et,tarih
yürü devam et,tarih
yahudi,tarih
yahudi bil mu,tarih
yahudi,tarih
uğraş nafile yer kıpırda,tarih
vinç,tarih
general,tarih
evet,tarih
ada tuğgeneral amend 101nci hava i̇ndirme nin ikinci komuta,tarih
gerizekalı dahi parlak fikir ver,tarih
