Processed_Sentence,Etiket
hayır,tarih
liste son ekle iste is,tarih
brinnlitz kalifiye hizmetçi bul,tarih
ora taşra,tarih
hayır,tarih
yirmibir de,tarih
kazan 7 400 alman mark öde,tarih
21 kağıt yakala 14 800,tarih
kazan kız liste gir,tarih
helen üzerine kumar oyna,tarih
auschwitz gönder,tarih
fark,tarih
auschwitz git,tarih
asla yap,tarih
ben viya gel iste,tarih
gel çalış iste,tarih
o beraber yaşlan iste,tarih
çıldır,tarih
amon yanında viya götür,tarih
hayır götür,tarih
iste,tarih
yap ada ada ol yap büyük iyi,tarih
orman götür kafa sık acı ani ölüm sağla ol,tarih
de 2 kağıt 21,tarih
14 800 mark mı,tarih
schindler yahudi masa,tarih
ad anlaş şekil söyle,tarih
dresner aile,tarih
juda jonas,tarih
donat chaja,tarih
bizle rosner leriz,tarih
henry manci leo,tarih
oğul,tarih
ad olek,tarih
maria mischel,tarih
chai nowak,tarih
wulkan markus,tarih
michael lemper,tarih
itzhak stern,tarih
rebeka joseph bau,tarih
rosalia nussbaum,tarih
wilhelm nussbaum,tarih
jakob levartov,tarih
farber ros,tarih
farber andrzej,tarih
sar,tarih
friehof fischel,tarih
mietek pemper,tarih
poldek mila pfefferberg,tarih
horowitz dolek,tarih
ada levy,tarih
marcel goldberg,tarih
klipstein isak david,tarih
altmann eduard,tarih
grunberg miriam,tarih
luftig eliasz,tarih
hilmann eduard,tarih
erna rothberg,tarih
zuckermann jet,tarih
helen hirsch,tarih
kötü bit,tarih
erkek tren kadın diğer,tarih
karış,tarih
erkek tren kadın diğer,tarih
git bak,tarih
erkek tren kadın diğer,tarih
bravo olek iyi,tarih
buz su dönüş bil mu,tarih
olek tane kop,tarih
zwittau brinnlitz çekoslavakya oskar schindler i̇n memleketi̇,tarih
sır hal saf diz,tarih
işçi al veri memnun kal,tarih
komuta alt budzyn,tarih
çalış kamp komutan yap gıpta bak yer,tarih
bu mahkum i̇zninizle,tarih
san başka yer ol tercih et,tarih
kadın taşı tren plaszow dan ayrıl durum,tarih
bura var fazla uzun sür,tarih
uzun yolcu yap yorgun ol bil,tarih
fabrika kısa yürü mesafe,tarih
sıcak çorba ekmek siz bekle,tarih
brinnlitz gel,tarih
güveç iç fasülye,tarih
güzel,tarih
fasülye sev,tarih
fasülye patates ekmek,tarih
güveç yap,tarih
güveç iç yumurta,tarih
güveç sev,tarih
bil sev,tarih
sev,tarih
havyar sev,tarih
gün ocak üzerine,tarih
gün,tarih
auschwitz topla kampi,tarih
vagon ön diz,tarih
birbiri ayrıl,tarih
vagon boşaltı,tarih
vagon boşaltı,tarih
vagon boşaltı,tarih
de,tarih
bagaze zostawic,tarih
hızlı hızlı,tarih
arka taraf,tarih
kımılda,tarih
haydi dışarı,tarih
acele et dışarı,tarih
otuzbeş kırkbeş,tarih
dışarı,tarih
çık dışarı,tarih
dışarı,tarih
hep dışarı,tarih
list düzenle,tarih
masa,tarih
sır hal ilerle,tarih
çık dışarı,tarih
çık,tarih
ol kımılda,tarih
anne nere,tarih
17 18 20 auschwitz te,tarih
tren kafadan bura gönder,tarih
kırtasiye hata,tarih
ayakkabı çıkar,tarih
elbise çıkar,tarih
acele et,tarih
ol,tarih
sıra gir elbise çıkar,tarih
elbise çıkar,tarih
ol,tarih
duş dezenfeksi̇yon odasi,tarih
i̇çeri gir,tarih
duş git,tarih
acele et,tarih
gözle ön ense,tarih
elle ön omuz,tarih
kaç yaş hanım anne,tarih
68,tarih
öksür bak hanım anne,tarih
konuş merhamet uyan de,tarih
öldür iste clara,tarih
doğru söyle baş ne gelecek bil,tarih
kaç yaş hanım anne,tarih
66 efendim,tarih
efendim,tarih
günaydın,tarih
hata yap san,tarih
ol gerek,tarih
oskar schindler çalış,tarih
schindler yahudi,tarih
oskar schindler,tarih
krakow emaye iş yap,tarih
fabrika,tarih
kap kacak demek,tarih
kaç yaş hanım anne,tarih
i̇şgücüne ihtiyaç duy sanayi değil,tarih
bay schindler,tarih
yanlış hatırla kimya endüstri yıl baş,tarih
fabrika çalış tren dolusu macar sipariş et,tarih
tren kemer kapı gir,tarih
seç yap komut subay hemen işe giriş,tarih
tren kişi,tarih
apar topar özel muamele gönder,tarih
uygula karış üst vazife,tarih
kimya yar et siz et kanı kapıl,tarih
i̇zninizle neden ifade et,tarih
muhakeme et çalış,tarih
bil var ön ayla içinde,tarih
hep taşın par pul ihtiyaç ol,tarih
tutukla,tarih
koru güçlü dost bil gerek,tarih
kabul et söyle,tarih
masa üzerinde dur rahat,tarih
yarın gelecek sevkiyat,tarih
300 kişi ayır,tarih
yeni üstelik genç,tarih
tren gel tur at evet evet,tarih
i̇stediğiniz ada,tarih
anla,tarih
iste,tarih
i̇simlere takıntı ol gerek,tarih
hak,tarih
i̇simler değiş kırtasiye çoğal,tarih
zoldinger ernestina,tarih
waldergrun hilda,tarih
waldergrun leonora,tarih
laast anna,tarih
pfefferberg mila,tarih
dresner ruth,tarih
dresner danka,tarih
nussbaum sidonia,tarih
rosner manci,tarih
hirsch helen,tarih
grosz chaja sar,tarih
seelenfreund estella,tarih
acele et,tarih
kımılda,tarih
haydi,tarih
acele et,tarih
hayır hayır hayır,tarih
hayır,tarih
hayır,tarih
hayır,tarih
hayır hayır hayır,tarih
hop hop hop,tarih
yap,tarih
işçi,tarih
tren ol gerek,tarih
cephane üret kalifiye işçi,tarih
gerekli anla,tarih
kız gerekli,tarih
ince parmak kovan yüzey cilala,tarih
45 lik mermi kovan yüzey başka türlü cilala,tarih
söyle,tarih
söyle,tarih
tren dön,tarih
tren dön,tarih
ekonomi daire hüküm,tarih
işçi neden öldür yasadışı,tarih
ticari tazminat fon hüküm,tarih
tür ölüm tazminat talep et hak,tarih
rastgele ada vur,tarih
hapis gir tazminat al,tarih
sistem çalış,tarih
kısacası alelacele infaz gerçek,tarih
üretim engelle uygula tatbik et,tarih
şart sağla amaç izin ol,tarih
gardiyan fabrika çalış alan gir,tarih
i̇şbirliğiniz şükran sun,tarih
haydi gel bak,tarih
vay,tarih
yılla gör,tarih
haydi çocuk gel,tarih
kap metrotel biri karış,tarih
söz ver,tarih
itzhak stern muhasebe,tarih
bayan schindler ol,tarih
tanış sevin,tarih
emilie klinik çalış gönül,tarih
feragat sahip biri,tarih
bil,tarih
ara vakit ol görüşme gerek,tarih
hanım kar stern,tarih
hayat arkadaş asla gizle,tarih
oskar iyi iş bak,tarih
çekici muhakkak,tarih
hanımefendi,tarih
merhaba,tarih
silahlan kurul ciddi şikayet al,tarih
top mermi tank mermi roket kasa,tarih
anlaşılan kalite kontrol sınıf kal,tarih
bek,tarih
başlangıç üret tencere tava,tarih
hata kabul et,tarih
o mektup yaz,tarih
öde askı al,tarih
aynı yap,tarih
dert,tarih
bugün öde,tarih
makine ayar boz söylenti dolaş ortalıkta,tarih
fabrika kapat auschwitz postala,tarih
araştır yap top mermi bul öğren,tarih
üretim gönder,tarih
imal et başka yer,tarih
fark gör,tarih
fark gör mu,tarih
gör,tarih
ton par kaybet,tarih
üret,tarih
bak stern fabrika,tarih
gerçekten ateşle mermi üret üzül,tarih
merhaba hanımefendi,tarih
nasıl,tarih
nasıl haham,tarih
haham,tarih
i̇yiyim mü bey,tarih
güneş bat,tarih
evet bat,tarih
bugün gün cuma,tarih
cuma,tarih
der,tarih
cumartesi dua hazır ol gerek,tarih
ofis şarap haydi gel,tarih
schindler brinnlitz dek cephane fabrika faaliyet bulun,tarih
boyunca üretim yap,tarih
döne işçi hayat kal sağla,tarih
alman resmi görev milyonlarca mark rüşvet ver,tarih
para,tarih
bil,tarih
yer gizle ol par,tarih
hayır,tarih
para kal,tarih
dün sabaha karşı saat 02 41,tarih
general eisenhower karargah,tarih
general jodl,tarih
almanya nın avrupa daki kara de hava kuvvet nin,tarih
müttefik kuvvet beraber aynı zaman,tarih
sovyet yüksek komutan kayıt şart,tarih
teslim beyan belge imzala,tarih
almanya savaş son er bulun,tarih
unut,tarih
san gardiyan fabrika gir,tarih
hırs göz dön ihanet iç japonya,tarih
almanya nın kayıt şart teslim radyo duyur,tarih
gece saat 24 00 göster savaş son er ol,tarih
yar yakın sağ kalan,tarih
ara süreç gir,tarih
hal bul,tarih
cinayet geçen uzun sene ardından,tarih
an dünya genel kurban yas tutul,tarih
bizle hayat kal,tarih
çoğu gel teşekkür,tarih
kendi teşekkür et,tarih
korku stern,tarih
siz yap adına an,tarih
ölü bur buru geçir ara kahraman teşekkür et,tarih
nazi parti nin üye,tarih
cephane üret,tarih
köle çalış kazanç sağla biri,tarih
suçlu,tarih
geceyarısı ol özgür ben ol,tarih
geceyarısı geç siz beraber,tarih
um bağışla sonra kaç zor kal,tarih
kumanda emir al bil,tarih
kamp insan öldür üst emir al,tarih
i̇şte uygun zaman,tarih
karşı,tarih
şans kullan,tarih
git,tarih
aile yan birer katil,tarih
birer erkek dön,tarih
sayı belirsiz cinayet kurban git insan anı,tarih
hep dakika saygı dur davet et,tarih
teşekkür bay jereth,tarih
sağol bay jereth,tarih
ağız aç,tarih
sağol bay jereth,tarih
teşekkür et bay jereth,tarih
barış gerçek gerçek kumaş,tarih
kumaş ada baş buçuk metre,tarih
işçi dağıt iste,tarih
herkes birer şişe votka ver,tarih
i̇çeceklerini san değer bil,tarih
aynı egipshi sigara yap,tarih
arzu et şekil yap,tarih
yakala durum ne anlat,tarih
mektup yaz,tarih
bura işçi imzala,tarih
teşekkür et,tarih
musevi şeriat kitap alıntı i̇branicedir,tarih
de hayat kurtar dünya kurtar say,tarih
fazla kurtar,tarih
fazla kurtar bil,tarih
fazla kurtar,tarih
oskar saye hayat kal 1 100 kişi bak o,tarih
para ol,tarih
para çarçur et,tarih
tahmin et,tarih
yap sonuç yeni nesil yetiş,tarih
yeterince yap,tarih
yap,tarih
araba,tarih
goeth araba al,tarih
sat araba,tarih
insa bedel,tarih
insan,tarih
fazladan insan,tarih
rozet,tarih
insan,tarih
altın,tarih
i̇ki insan et,tarih
karşılık kişi al az,tarih
tane ver tane,tarih
insan,tarih
karşılık insan al stern,tarih
fazladan insa,tarih
kurtar yap,tarih
yap kurtar,tarih
sovyet ordu özgürlük ver bulun,tarih
polonya bulun,tarih
polonya dan dön,tarih
sağ kal yahudi,tarih
git gerek,tarih
doğu git kesin,tarih
siz nefret et,tarih
yer ol batı git,tarih
yiyecek ol fena ol,tarih
i̇şte kasap,tarih
yazık,tarih
kuru kuyu kuru çeşme,tarih
kal pazar kur günle,tarih
tapınak dağ gel ibadet çağır sesle,tarih
erika yol üzer ürdün göç et,tarih
kaya mağara ziyaret et geçmiş ses cin peri,tarih
yer altın kudüs,tarih
yer bronz ışık kudüs,tarih
sakla kalp türk görüntü,tarih
yer altın kudüs,tarih
yer bronz ışık kudüs,tarih
sakla kalp türk görüntü,tarih
yaşasın hit,tarih
amon goetz bad tolz daki sanatoryum tedavi gör yakala,tarih
i̇nsanlığa karşı işle suçla krakow asıl idam et,tarih
oskar schindler savaş yürüt evlilik,tarih
giriş iş başarı uğra,tarih
1958 kudüs dek yad vashem kurul adil erdemli insan,tarih
ilan et erdem bulvar ağaç dik davet et,tarih
ağaç hala serp,tarih
günümüzdeki̇ schindler yahudi̇leri̇,tarih
janek dresner,tarih
danka dresner,tarih
mordeci wulkan,tarih
ryszard horowitz,tarih
niusia horowitz,tarih
schindler doğu gün öp küçük kız,tarih
joseph rebeka bau,tarih
olek rosner,tarih
manci rosner,tarih
henry rosner,tarih
leopold rosner eş helen,tarih
mila pfefferberg,tarih
leopold pfefferberg,tarih
bayan isthak stern,tarih
helen hirsch,tarih
bayan emilie schindler,tarih
oskar schindler 9 ek 1974 frankfurt öl,tarih
cenaze vasiyet üzerine i̇srail götür,tarih
zion dağ nda kilis avlu göm,tarih
gün polonya hayat yahudi sayı bin az,tarih
schindler yahudi soy gelen kişi san,tarih
katledi̇len 6 mi̇lyondan fazla yahudi̇ ni̇n anisina,tarih
