Processed_Sentence,Etiket
arka merdiven,gerilim
polis,gerilim
şükran gün kutlu,gerilim
teşekkür et,gerilim
siz şans kurabiye,gerilim
patron polis şans kurabiye sev söyle,gerilim
yıl doğ,gerilim
ejder yılan,gerilim
maymun,gerilim
demek maymun,gerilim
akıl insan etkile özellik,gerilim
hesap gel patron ikna et,gerilim
hayır yap,gerilim
patron horoz,gerilim
demek bencil tuhaf,gerilim
ekip dikkat belirt tarif uy karavan ihbar yap,gerilim
araç 26 cadde kuzey 17 çıkış mol yerinde park et durum,gerilim
müsait ekip dikkat,gerilim
1212 olay git,gerilim
1080 olay git,gerilim
1340 olay dakika uzak,gerilim
olay yer ekip buluş,gerilim
1212 bekle,gerilim
1080 bekle,gerilim
1340 olay yerinde,gerilim
şüphe araç yan git,gerilim
hey,gerilim
kıpırda,gerilim
ateş et,gerilim
ateş et,gerilim
ateş et,gerilim
sloan sağ taraf geç,gerilim
temiz,gerilim
temiz,gerilim
pekala,gerilim
bekle bekle,gerilim
hallet,gerilim
ver,gerilim
gör,gerilim
i̇ki el gör şekil uzat,gerilim
gör de,gerilim
el göster,gerilim
i̇ki el göster hemen,gerilim
i̇şte,gerilim
yavaş yavaş,gerilim
yavaş,gerilim
yavaş,gerilim
i̇ki el yavaş uzat,gerilim
i̇ki el de,gerilim
yürü,gerilim
yürü,gerilim
yürü,gerilim
ayak kalk,gerilim
ayak kalk,gerilim
kalk ayak,gerilim
kız yer göster,gerilim
kız,gerilim
kız sor,gerilim
fener ver,gerilim
kız yer göster,gerilim
orman,gerilim
orman götür,gerilim
kız bırak,gerilim
duy,gerilim
herif ne,gerilim
uyuştur etki herhalde,gerilim
bindir araba,gerilim
araba bindir,gerilim
sok lanet olası araba,gerilim
git,gerilim
polis merkez ara,gerilim
o ara köpek gönder söyle,gerilim
bölge kapat,gerilim
tamam,gerilim
giriş yer,gerilim
tamam,gerilim
ben gel,gerilim
karavan oyna mı,gerilim
hayır,gerilim
pekala o bak,gerilim
kız hatırla mu,gerilim
gör,gerilim
otur mi,gerilim
karavan yap,gerilim
soru cevap ver,gerilim
uy,gerilim
uy,gerilim
gündüz vakit uy,gerilim
karavan ev ön park et,gerilim
gezinti çık,gerilim
gezinti çık,gerilim
kullan,gerilim
kız karavan oyna,gerilim
sür park et,gerilim
özel gün mü,gerilim
kız al planla,gerilim
hayır,gerilim
yap,gerilim
hayır,gerilim
i̇çeri gel iste,gerilim
hayır,gerilim
karavan gel iste götür,gerilim
hayır,gerilim
kız yer bırak,gerilim
otur mi,gerilim
kız yer götür,gerilim
dokun,gerilim
kız yer götür bil,gerilim
sakla,gerilim
hayır,gerilim
sakla,gerilim
bağla,gerilim
bağla,gerilim
i̇yi bil,gerilim
düzgün biri,gerilim
kötü söyle,gerilim
cevap,gerilim
ulaş çalış anla mu,gerilim
cevap,gerilim
iste,gerilim
karavan genelde park et alex,gerilim
yenge ev,gerilim
yenge ev,gerilim
arka bahçe park et iz ver,gerilim
çim çıkmaz,gerilim
koca,gerilim
i̇stiyorsanız satılık,gerilim
hayır sağ ol,gerilim
zaman arazi ara söyle mi,gerilim
bil güzel,gerilim
ev zaman hava karar döner,gerilim
anla,gerilim
çocuk hayat gün bela bulaş,gerilim
yaz karavan uyur,gerilim
yıl zaman bura aç kanepe yat,gerilim
koca,gerilim
yıi falan,gerilim
kavga et,gerilim
git dön,gerilim
alex baba sev,gerilim
alex gerçek anne baba,gerilim
koca erkek kardeş sevgili alex yaş,gerilim
araba kaza öl,gerilim
duy üzül,gerilim
fazla yok,gerilim
bul,gerilim
temiz,gerilim
leş bul,gerilim
yün lif bul,gerilim
kız yün eldiven bere giy ol,gerilim
pamuk lif,gerilim
taş amaç kullan çık anla,gerilim
boğuş ol mutlaka bul,gerilim
mol yerin ora orman ala ara,gerilim
eyalet polis yarı an,gerilim
şe iş bit ekip yenge ev gönder mi,gerilim
lastik iz al,gerilim
anna,gerilim
anna,gerilim
içeri gel,gerilim
franklin birch,gerilim
eş,gerilim
hayat,gerilim
ad nancy,gerilim
dedektif loki hayat,gerilim
fotoğrafla eş siz ver,gerilim
göz net gör,gerilim
geç,gerilim
affet de,gerilim
sabah yalan makine gir,gerilim
geç,gerilim
evet,gerilim
evet üzgün,gerilim
evet,gerilim
i̇şbirliği yap teşekkür et,gerilim
ol utanç ver,gerilim
iki saklan yer çık gel deli ol düşün,gerilim
kaç inan sebep,gerilim
hayır,gerilim
mutlu,gerilim
kaç ol,gerilim
bence kaç ol,gerilim
amir şimdi al olay çöz söyle,gerilim
affet,gerilim
üzgün,gerilim
çocuk dedektif,gerilim
kız bul,gerilim
dün birch ev bura gel düşün,gerilim
anna nın kırmızı düdük ara,gerilim
evet ifade oku,gerilim
dedektif loki,gerilim
kız kaybol soruştur yönet,gerilim
otur,gerilim
karavan iç ada izle oğul siz söyle,gerilim
karavan içinde fizik kanıt bul,gerilim
yaşa yenge ev,gerilim
alex jones yazık,gerilim
10 yaş çocuk zeka sahip,gerilim
10 yaş çocuk zeka sahip biri güpegündüz kız kaçır,gerilim
orta kaybol sağla imkan,gerilim
zaman karavan kullan,gerilim
soru cevap ver,gerilim
ada pennsylvania ehliyet,gerilim
kaç,gerilim
kaç çalış söyle,gerilim
kaç,gerilim
çocuk 10 saat boyunca sorgula,gerilim
demek iste anla,gerilim
yalan makine sok,gerilim
sok sok,gerilim
bay demek iste anla,gerilim
evet sok,gerilim
yalan makine sok,gerilim
yalan makine soru anla zaman işe yaramaz,gerilim
baş değil,gerilim
10 yaş biri zeka sahip karavan sür,gerilim
efendim ihtimal değerlendir,gerilim
yap san,gerilim
anla,gerilim
efendim efendim,gerilim
hayır dinle,gerilim
kes se saniye dinle,gerilim
yap,gerilim
sakin ol iste,gerilim
özür dil,gerilim
özür dil,gerilim
saniye dinle,gerilim
bay dover zor zamanla geçir fark,gerilim
eyalet polis an anna ara,gerilim
demek anla,gerilim
kaç söyle,gerilim
kaç çalış söyle,gerilim
kaç çalış anla,gerilim
ihtimal değerlendir bay dover,gerilim
anla,gerilim
liste kimse çıkar değil,gerilim
iz ver iş yap,gerilim
dedektif,gerilim
lanet,gerilim
kız bulun gözaltı kal,gerilim
suçla bulun yarın 48 saat gözaltı sür dola,gerilim
zaman şe suçla,gerilim
suçla,gerilim
bay dover acı çek dedektif küçük kız,gerilim
kural hiç say,gerilim
adi herif içeri tut değ,gerilim
şey söz ver anla,gerilim
yüz 100 emin ol iste,gerilim
teşekkür et,gerilim
siz minnettar,gerilim
masum ol emin gözaltı tut iste,gerilim
anna dover baba anla anla,gerilim
ol,gerilim
gün iste,gerilim
şans,gerilim
kız bul affet bul nefret,gerilim
yap,gerilim
gece kap kap dolaş,gerilim
24 saat kayıp vaka gel el,gerilim
fairmont circle 15 kilometre çevre dokuzuncu derece seks suçlu yaşa,gerilim
i̇zin ver,gerilim
git,gerilim
git bak,gerilim
i̇şte,gerilim
bak temiz,gerilim
bak fark,gerilim
alman porno hoşlan,gerilim
peder,gerilim
aç polis,gerilim
peder,gerilim
peder,gerilim
etraf bak sakınca,gerilim
pis ayyaş,gerilim
vay can,gerilim
lanet,gerilim
hayır,gerilim
yap,gerilim
tanrı,gerilim
aşağı arkadaş ad,gerilim
ad,gerilim
ad bil,gerilim
ad bil mu,gerilim
ad bil,gerilim
yıl huntington erkek yu nda geç peder,gerilim
huntington yu bil,gerilim
pislik can yak zevk al,gerilim
ad söyle,gerilim
ad söyle,gerilim
günah çıkar gel,gerilim
16 çocuk öldür söyle,gerilim
böbürlen anlat,gerilim
tekrar gel ikna et,gerilim
öldür söyle,gerilim
16 çocuk demek,gerilim
git adi sübyan,gerilim
serbest bırak,gerilim
polis bugün bırak söyle,gerilim
ilgilen,gerilim
baba,gerilim
ara devam et,gerilim
git,gerilim
ad yaz,gerilim
aferin beyefendi ver,gerilim
bura gel,gerilim
bura insan kafa tak,gerilim
o konuş,gerilim
o söyle şey,gerilim
hadi,gerilim
geri çekil,gerilim
sorgula,gerilim
konuş iste,gerilim
özgür özgür biri,gerilim
o söyle,gerilim
söyle,gerilim
bırak ağla,gerilim
de,gerilim
de,gerilim
hayır hayır,gerilim
bırak,gerilim
çekil üst,gerilim
bırak,gerilim
tut,gerilim
tut,gerilim
geri çekil,gerilim
rahat bırak,gerilim
yardımcı ol,gerilim
i̇yiyiz,gerilim
teşekkür,gerilim
pekala,gerilim
baba graterford gardiyan bil,gerilim
kız yüz yaşa davran,gerilim
alex jones eyalet ayrıl karar çık,gerilim
ev git iste,gerilim
ev git siz de,gerilim
tutukla biri gönder,gerilim
dedektif loki söyle söyle araştır,gerilim
söyle,gerilim
adi herif gözaltı tutacak söz ver,gerilim
yap,gerilim
park yerin yakala,gerilim
yüz bak bırak ağla söyle,gerilim
göz iç bak,gerilim
park yerin söyle,gerilim
evet,gerilim
de,gerilim
park yerin,gerilim
yakala,gerilim
başka duy,gerilim
bil,gerilim
sessiz söyle,gerilim
doğrudan söyle,gerilim
bil iste,gerilim
söyle emin mi,gerilim
de emin mi,gerilim
uydur san,gerilim
hayır,gerilim
uydur,gerilim
hayır hayır,gerilim
uydur,gerilim
söyle,gerilim
soru sor,gerilim
o konuş,gerilim
hayır o konuş,gerilim
bay dover tutukla,gerilim
de,gerilim
de,gerilim
gün,gerilim
bugün park yerinde bay dover söyle emin mi,gerilim
yanlış anla,gerilim
ora birbiri söyle,gerilim
ada saldır,gerilim
uzak dur yar et de,gerilim
hayır,gerilim
alex dakika konuş mi,gerilim
sor hayat,gerilim
hemen yan oda ol,gerilim
yenge sev alex,gerilim
evet,gerilim
anlat var yenge uzun sür,gerilim
hapis kal bil mu,gerilim
ol mi,gerilim
hayır,gerilim
bay dover dedektifloki,gerilim
tutukla,gerilim
alex jones yan,gerilim
park yerinde siz,gerilim
söyle söyle,gerilim
zorla sonuç çık,gerilim
dinle,gerilim
ada fazla zaman kaybet,gerilim
güven gerek,gerilim
yeni siz haber ver bay dover,gerilim
adi herif,gerilim
mont fermuar bozuk,gerilim
önem olmadık alt taraf sokak karşı git söyle,gerilim
ralph ralph,gerilim
ev dön,gerilim
gün,gerilim
ev dönme sağla,gerilim
anla,gerilim
anla,gerilim
uzun zaman,gerilim
ev dönme sağla,gerilim
geri getir,gerilim
kaç tane al,gerilim
kaç tane al,gerilim
bil,gerilim
sor,gerilim
tane,gerilim
hayır,gerilim
uyu iste,gerilim
uyu iste,gerilim
kendi güve hisset sağla,gerilim
koru söyle,gerilim
tanrı,gerilim
git polis yar et,gerilim
anne göz kulak,gerilim
kız kardeş cesur ol gerek,gerilim
cesaret yetişkin davran,gerilim
yap mi,gerilim
yap mi,gerilim
kork bil,gerilim
bak,gerilim
bura gel,gerilim
kork bil,gerilim
düzel,gerilim
geçmiş yaşa baş kötülük gel sabır ol,gerilim
yaşa tövbekar ol gerek göster,gerilim
dünyada kötülük keder iç ol hatırla,gerilim
i̇nsanın baş gelen kötü,gerilim
insan,gerilim
sınır aş günahkar gel,gerilim
i̇nsan günahkar doğ yüz dünya sıkıntı çek gel,gerilim
hadi,gerilim
hadi gel tucker,gerilim
zil çal batman kok robin yumurtla,gerilim
batmobil tekerlek patla joker anında vınla,gerilim
zil çal batman kok robin yumurtla,gerilim
zil çal batman kok robin yumurtla,gerilim
batmobil alex,gerilim
şark,gerilim
söz duy,gerilim
söyle yanında yedek giysi getir,gerilim
evet,gerilim
sebep söyle mi,gerilim
göster ol,gerilim
göster,gerilim
eskiden otur mu,gerilim
kapı kapat kilitle,gerilim
aman tanrı,gerilim
yap,gerilim
keller yap,gerilim
şükran gün n söyle,gerilim
şark aynı söyle duy,gerilim
yem et franklin şark tıpatıp aynı,gerilim
park yerinde söyle söyle,gerilim
zaman polis götür,gerilim
hayır hayır,gerilim
polis yap,gerilim
geçen sefer gık çıkar otur deli davran,gerilim
biri konuş,gerilim
biri,gerilim
lanet dost,gerilim
yanıl,gerilim
yanıl,gerilim
hayır bekle,gerilim
yanıl,gerilim
duy iste duy,gerilim
kız bul iste,gerilim
franklin,gerilim
franklin,gerilim
konuş acı çek öl,gerilim
hayır,gerilim
hayır,gerilim
konuş acı çek öl,gerilim
seçenek,gerilim
yap gerek tercih,gerilim
tercih yap,gerilim
duy bil,gerilim
insan,gerilim
hayır kız al zaman insan ol çık,gerilim
yardım ihtiyaç,gerilim
son şans,gerilim
kork bil,gerilim
ev dön iste bil,gerilim
zarar ver iste,gerilim
gerçekten,gerilim
ban çıkar söyle,gerilim
gel hadi,gerilim
gözlük gör,gerilim
gör,gerilim
konuş can yak alex,gerilim
söyle,gerilim
nere,gerilim
söyle,gerilim
fairmont circle karavan park et ev ön,gerilim
ay satış,gerilim
sahip ara bil sor,gerilim
peder bodrum bul ceset yeni bul,gerilim
dna diş kay parmak iz eş rastla,gerilim
peder hikaye sadık kal,gerilim
conyerlar oğul kaybol,gerilim
kaçır kız kaçır aynı kişi,gerilim
emin,gerilim
kaset yıprat san,gerilim
gün kahvaltı izle,gerilim
geri kal video,gerilim
önce,gerilim
26 yıl,gerilim
19 ağustos,gerilim
öğle şekerle yap uyan barry git,gerilim
söyle,gerilim
bahçe oyna,gerilim
söyle park et karavan metre uzak,gerilim
se anlam,gerilim
demek konu görüş sor,gerilim
san asla öğren,gerilim
tıpkı barry,gerilim
götür,gerilim
git,gerilim
söyle,gerilim
fazla söyle,gerilim
nasıl peder,gerilim
iyi,gerilim
dedektif chemelinski öldür ada,gerilim
işle suçla hakkında bil söyle,gerilim
i̇nsanları kaçır ada,gerilim
tanrı savaş aç,gerilim
harika,gerilim
harika,gerilim
detayla bil söyle,gerilim
çocuk kaçır anlat,gerilim
de,gerilim
gündüz vakit kaçır,gerilim
aynı an çocuk fazla kaçır,gerilim
söyle,gerilim
evet,gerilim
yanında biri söyle,gerilim
yap,gerilim
aile söyle,gerilim
pekala,gerilim
aydınlat,gerilim
bırak ağla söyle,gerilim
bak,gerilim
bırak ağla söyle,gerilim
bırak ağla söyle,gerilim
söyle,gerilim
söyle,gerilim
söyle,gerilim
söyle dur,gerilim
söyle söyle dur,gerilim
söyle,gerilim
söyle,gerilim
söyle,gerilim
bil,gerilim
bil,gerilim
göz gör,gerilim
bil,gerilim
bil bil,gerilim
söyle,gerilim
ayak kaldır,gerilim
ayak kaldır,gerilim
kalk,gerilim
kalk,gerilim
kalk,gerilim
kalk,gerilim
kullan zor kal,gerilim
söyle,gerilim
söyle kullan,gerilim
kendi yap,gerilim
söyle,gerilim
söyle hadi,gerilim
söyle,gerilim
söyle,gerilim
söyle,gerilim
söyle,gerilim
kız,gerilim
kız,gerilim
anna dover joy birch aile,gerilim
son gör gün geç,gerilim
yaş kız,gerilim
sokak oyna bırak kaybol inan,gerilim
gör akşam insan,gerilim
destek ver bura top,gerilim
polis kız yer hakkında bilgi ol,gerilim
nere,gerilim
kız orman ara,gerilim
franklin,gerilim
hey,gerilim
ne,gerilim
çekil üst,gerilim
polis söyle kayıp kız soruştur şüphe kişi bulun,gerilim
kimlik belirle kişi son,gerilim
dün akşam mum ışık seremoni gör,gerilim
olay araştır dedektif sorgula iste yayan kaç,gerilim
polis halk ada yan yaklaş,gerilim
gör kendi ara konu uyar,gerilim
geliş aktar teşekkür john,gerilim
hava durum,gerilim
hafta son sağanak yağ bek hava sıcaklık,gerilim
bak keller düş,gerilim
polis düşün ara,gerilim
yap birbiri tanı,gerilim
söyle,gerilim
jones göz iç bak bırak zaman ağla de,gerilim
biri bırak konu bil,gerilim
holly jones köpek,gerilim
southworth cadde n bul,gerilim
alex jones köpek önce gece yürü çıkar geri dön,gerilim
sabah ara yenge köpek bahset iste,gerilim
olay baş dert sok düşün söyle,gerilim
gözetim alt tutacak söyle,gerilim
ada masum söyle,gerilim
dün gece ada asıl suçlu söyle,gerilim
masum insan takip et yeterli bütçe,gerilim
gözetim alt tutacak söyle,gerilim
söyle iste,gerilim
söz tut mi,gerilim
ara gece ora,gerilim
gece kal bil,gerilim
bil gerek,gerilim
anlaş,gerilim
anla,gerilim
karşı açık ol ol,gerilim
yer bil,gerilim
fark durum haber ver,gerilim
karavan bahset,gerilim
karavan yap,gerilim
kal git ye ora,gerilim
karavan yalnız müzik dinle,gerilim
radyo,gerilim
kaset,gerilim
karavan fermont kavşak park et,gerilim
hayır yenge gel,gerilim
kız gör,gerilim
hayır,gerilim
bak,gerilim
kız gör,gerilim
hayır,gerilim
kız kaçır pay,gerilim
hayır,gerilim
loki telefon,gerilim
resmi televizyon gör görmez ara,gerilim
bura hemen hemen hafta gel çocuk giysi sat al,gerilim
fark beden,gerilim
kere manken yakala,gerilim
öde,gerilim
nakit,gerilim
duy ara,gerilim
gün,gerilim
son iç sudan gün geç,gerilim
son geceleri ol,gerilim
bak nancy uyu ara,gerilim
söz ver,gerilim
söyle nere,gerilim
söyle de,gerilim
bunca zaman nere,gerilim
akıl geç,gerilim
kimse söyle,gerilim
söyle,gerilim
gör iste,gerilim
yar,gerilim
küçük kız bul yar et mi,gerilim
yan fotoğraf,gerilim
bak,gerilim
bebek,gerilim
gör mu,gerilim
ad joy,gerilim
oyuncak bebek,gerilim
uyu kork,gerilim
yaş al,gerilim
kız söyle,gerilim
kız söyle,gerilim
söyle bil söyle bil,gerilim
yar,gerilim
yar,gerilim
franklin kapı kapat,gerilim
nancy,gerilim
yap,gerilim
lanet,gerilim
bırak bırak,gerilim
çöz,gerilim
ucuz atlat,gerilim
franklin çağır göster,gerilim
yeni söyle,gerilim
söyle gör,gerilim
i̇çeriye ışık gir,gerilim
otur yer,gerilim
duş hala çalış kontrol et,gerilim
şofben çalış su sıcak soğuk ayarla,gerilim
o konuş,gerilim
unut,gerilim
acı başla,gerilim
tanrı,gerilim
öldür acı çek,gerilim
yol,gerilim
akıl kaçır keller,gerilim
fikir franklin,gerilim
dur serbest bırak,gerilim
durdur,gerilim
gerçekten iste yap hadi,gerilim
se o ilgilen kız ilgilen mı,gerilim
um,gerilim
gün,gerilim
vakit azal,gerilim
bil,gerilim
bil,gerilim
bil,gerilim
bil,gerilim
tanı bil,gerilim
bak anna iste,gerilim
bebek geri iste,gerilim
hak düşün aksine,gerilim
kız gerek öl,gerilim
bit gerek,gerilim
zaman işe koy,gerilim
duvar başla,gerilim
franklin,gerilim
yap,gerilim
franklin joy düş,gerilim
git ralph,gerilim
kus hissi ver,gerilim
baba ev,gerilim
hayat döküntü ev kal,gerilim
i̇ğrenç ye,gerilim
keller yar et durdur,gerilim
iste yap iz ver,gerilim
konu hakkında bil,gerilim
eliza,gerilim
eliza,gerilim
eliza,gerilim
eliza kapı,gerilim
eliza,gerilim
tatlı,gerilim
çekil kenar,gerilim
i̇kinizin can cehennem,gerilim
bırak zaman az git söyle,gerilim
ralph,gerilim
anna,gerilim
anna,gerilim
anna,gerilim
anna,gerilim
anna,gerilim
anne,gerilim
anne,gerilim
yap,gerilim
anna,gerilim
anna bura bura,gerilim
anne,gerilim
anne,gerilim
otur sakin,gerilim
sakin,gerilim
pencere kapat,gerilim
bura,gerilim
oda se duy,gerilim
bura gel pencere açık,gerilim
pencere açık değil,gerilim
ralph içeri gel,gerilim
bak,gerilim
sonra bil,gerilim
yaz mı,gerilim
ev pencere açık,gerilim
bodrum,gerilim
bodrum kontrol et,gerilim
bodrum kontrol et,gerilim
göster,gerilim
göster,gerilim
çocuk bura gir yasak bil,gerilim
bura gel gerek bil,gerilim
koca acil durum hazır ol,gerilim
koca bayan dover,gerilim
siz sor,gerilim
polis beraber dışarı anna ara,gerilim
an yap gerek,gerilim
geç gel,gerilim
evet geç gel,gerilim
kız ara çık,gerilim
kız an kayıp evet,gerilim
lanet,gerilim
hey yan,gerilim
yan geç,gerilim
lanet,gerilim
hadi bay dover,gerilim
izle,gerilim
araba,gerilim
izle,gerilim
git,gerilim
i̇çki al içki dükkan,gerilim
el şişe,gerilim
dedektif sizsiniz çöz,gerilim
demek iste,gerilim
ters yön git,gerilim
park ala üst campello cadde,gerilim
buçuk yıldır iç,gerilim
dükkan açık süre park alan dolan,gerilim
vazgeç,gerilim
gör fikir değiş,gerilim
bodrum torba alkalik çözelti gör yarı boş,gerilim
eş yar et san,gerilim
i̇kimiz olmadık bil,gerilim
çözelti geçen yıi köpek göm,gerilim
polis yar et demek,gerilim
kamyonet boş boş dolan de iyi,gerilim
başka yap bil,gerilim
geçen cumartesi gece mi,gerilim
muhtemelen,gerilim
şüphe mi,gerilim
sor,gerilim
sor saldır şüphe kayıp,gerilim
duy,gerilim
ol,gerilim
gözetle san,gerilim
bil sor varsay,gerilim
paça yırt akıl gel,gerilim
yırt,gerilim
suçlu,gerilim
kasaba terk et,gerilim
olamaz,gerilim
zaman suç,gerilim
bay dover,gerilim
bay dover,gerilim
eş kendi topla,gerilim
el gelecek,gerilim
kız ev dön siz ihtiyaç ol,gerilim
kaybol çocuk hafta bulun olasılık yüz 50,gerilim
hemen hemen öl,gerilim
yüz el gelen yap affet,gerilim
bil mu,gerilim
hafta,gerilim
gün,gerilim
altıncı gün,gerilim
gün kız yanında olmadık kurtar sor,gerilim
anla mu,gerilim
sor,gerilim
gün,gerilim
yüz ev git,gerilim
güzel uyu bağışla,gerilim
kız ara,gerilim
sakın takip et,gerilim
bay dover,gerilim
bay dover,gerilim
i̇çtikten araba kullan iz verecek san,gerilim
yürü,gerilim
kız ara,gerilim
baba,gerilim
baba,gerilim
bak baba bul,gerilim
nere,gerilim
graterford gardiyan ev intihar,gerilim
campello cadde ev,gerilim
alex değil,gerilim
alex değil,gerilim
alex değil,gerilim
de,gerilim
de,gerilim
alex değil,gerilim
dinle,gerilim
söyle anla,gerilim
konuş devam,gerilim
bekle gel,gerilim
hadi bilmece,gerilim
söyle,gerilim
söyle yenge götür,gerilim
oyna iste,gerilim
yap,gerilim
gel,gerilim
gel,gerilim
yap,gerilim
yar tanrı,gerilim
tanrı,gerilim
yüce kudret sonsuz merhamet sığın,gerilim
günah affet iste,gerilim
lanet,gerilim
sakın se çıkar,gerilim
