Processed_Sentence,Etiket
sela cooper,bilim kurgu
profesör brand,bilim kurgu
tesis bul açıkla,bilim kurgu
gezin tesadüfen bul,bilim kurgu
dünya gizli tesis bulun,bilim kurgu
tesadüfen gel geç,bilim kurgu
cooper,bilim kurgu
o gerçek anlat,bilim kurgu
bak,bilim kurgu
açıklama zor,bilim kurgu
bura koordinat,bilim kurgu
anormal sayesinde bul,bilim kurgu
anormal,bilim kurgu
bilimsel doğaüstü ol,bilim kurgu
kat konuş bay cooper,bilim kurgu
hemen,bilim kurgu
yerçekimi sayesinde,bilim kurgu
yerçekimsel ol,bilim kurgu
yerçekimi laf duy heyecanlan bil,bilim kurgu
kendi garanti alt ala soru cevapla,bilim kurgu
garanti alt,bilim kurgu
evet,bilim kurgu
araba bagaj ayrıl iste,bilim kurgu
ol bil mu cooper,bilim kurgu
hayır profesör bil,bilim kurgu
baba profesör brand tanı,bilim kurgu
nasa yız,bilim kurgu
nasa,bilim kurgu
nasa,bilim kurgu
uç nasa nın,bilim kurgu
stratosfer insan üzerine bomb at reddet,bilim kurgu
kapat duy profesör,bilim kurgu
popülasyon azalt kesin çöz olmadık anla,bilim kurgu
ihtiyaç duy,bilim kurgu
gizli tut,bilim kurgu
gizli,bilim kurgu
masa tabak yemek,bilim kurgu
koy uğraş kamuoyu uzay yatır yap reddet,bilim kurgu
küf buğday yıl kuru,bilim kurgu
yıl bamya bit,bilim kurgu
mısır kal,bilim kurgu
zaman mısır,bilim kurgu
i̇rlanda ek onlarca patates,bilim kurgu
toz bulut içinde kaybol buğday,bilim kurgu
mısır öl,bilim kurgu
yol bul profesör bul,bilim kurgu
dünya ol sarsıl düşünce kapıl,bilim kurgu
hayır,bilim kurgu
ev,bilim kurgu
dünya atmosfer yüz seksen nitrojen,bilim kurgu
üstelik nitrojen solu,bilim kurgu
küf sol,bilim kurgu
solu,bilim kurgu
hava oksijen seviye azal,bilim kurgu
kal insan nefes boğ,bilim kurgu
kız nesil,bilim kurgu
dünyada yaşa son varlık ol,bilim kurgu
murph yorgun hisset ofis kes,bilim kurgu
teşekkür,bilim kurgu
pekala,bilim kurgu
dünya kurtar plan anlat bak,bilim kurgu
dünya kurtar niyet değil,bilim kurgu
terk et niyet,bilim kurgu
ranger lar,bilim kurgu
yörünge yön gem,bilim kurgu
endurans son parça,bilim kurgu
son keşif yolcu,bilim kurgu
yeni ara uza insan gönder,bilim kurgu
lazarus görev,bilim kurgu
kulak gel,bilim kurgu
lazarus ölü geri dön,bilim kurgu
öl gerek,bilim kurgu
güneş sistem hayat başka gezegen,bilim kurgu
yakın yıldız yıllık mesafe,bilim kurgu
anlam,bilim kurgu
gönder,bilim kurgu
cooper uzay araç,bilim kurgu
pilot et süre fazla anlat,bilim kurgu
el pilot,bilim kurgu
stratosfer çık,bilim kurgu
tak simülatör dış çık,bilim kurgu
pilot ihtiyaç,bilim kurgu
se görev eğitim al,bilim kurgu
görev varlık bil,bilim kurgu
saat hayat ol bil,bilim kurgu
halükar git,bilim kurgu
başka şans yok,bilim kurgu
bura gönder,bilim kurgu
seç,bilim kurgu
süre git,bilim kurgu
kesin demek zor,bilim kurgu
yılla,bilim kurgu
çocuk profesör,bilim kurgu
zaman git kurtar,bilim kurgu
yaklaşık 50 yıl,bilim kurgu
yerçekimsel anormal tespit et başla,bilim kurgu
genelde atmosfer yakın cihaz küçük sap,bilim kurgu
asıl bak bence bu biri yaşa,bilim kurgu
evet boğaz geç,bilim kurgu
kaz yap,bilim kurgu
kontrol uç etkile,bilim kurgu
anormal yanında,bilim kurgu
göze çarp,bilim kurgu
satürn yakın uzay zaman bük,bilim kurgu
solucan delik,bilim kurgu
48 yıl orta çık,bilim kurgu
çık,bilim kurgu
başka galaksi,bilim kurgu
solucan delik doğal yol kendi oluş,bilim kurgu
koy,bilim kurgu
kolla gözük,bilim kurgu
solucan delik başka yıldız yolcu et sağla,bilim kurgu
ihtiyaç an orta çık,bilim kurgu
hemen yakın olası yaşa gezegen yerleş,bilim kurgu
gönder sonda 12 adet,bilim kurgu
i̇çeriye sondala gönder,bilim kurgu
i̇çeriye insan gönder,bilim kurgu
10,bilim kurgu
lazarus görev,bilim kurgu
yaşa cesur insa taşı ranger,bilim kurgu
potansiyel dünya gönder,bilim kurgu
muhteşem insan doktor mann öncü,bilim kurgu
biri 2 yıl yet erzak bulun,bilim kurgu
hiper uyku organik ara süreç,bilim kurgu
yıllarca uzat,bilim kurgu
görev yaşam belirti taş,bilim kurgu
gezegen muhafaza et,bilim kurgu
sinyal gönder uzun uyku yat,bilim kurgu
kurtar bekle,bilim kurgu
gezegen yaşam belirti taşı,bilim kurgu
cesaret gerek kısım,bilim kurgu
12 gezegen ziyaret kaynak,bilim kurgu
solucan delik gelen sinyal çöz,bilim kurgu
yıllık ilet temel iki kodla,bilim kurgu
gezegen olası yaşam taşı ipucu bulun,bilim kurgu
sistem ümit vaat,bilim kurgu
tane düşük ihtimal,bilim kurgu
potansiyel dünya sistem de,bilim kurgu
düşük ihtimal,bilim kurgu
ev bul,bilim kurgu
ol,bilim kurgu
i̇şte zor kısım,bilim kurgu
adet plan plan,bilim kurgu
fırla alan dikkat çek garip,bilim kurgu
tesis sentrifügal,bilim kurgu
çeşit araç uzay istasyon falan,bilim kurgu
i̇şte plan,bilim kurgu
havalan,bilim kurgu
i̇lk yerçekimsel anormal değiş,bilim kurgu
an yerçekimi kontrol et anla,bilim kurgu
ben teori üzerinde çalış başla,bilim kurgu
yan üs kur,bilim kurgu
çöz bul,bilim kurgu
i̇şte yüz plan,bilim kurgu
asıl sor yerçekimi,bilim kurgu
dünya dolusu insan yeni gezegen taşın,bilim kurgu
yön gidiş bilet,bilim kurgu
plan popülasyon bomba,bilim kurgu
5000 adet dölle yumurta 900 kilo civar gel,bilim kurgu
büyüt,bilim kurgu
gemi donanım sayesinde yumurta kuluçka al,bilim kurgu
sonrataşıyıcı anne büyü hızlan,bilim kurgu
30 yıl içinde binlerce kişilik koloni ol,bilim kurgu
koloni büyük sor genetik çeşitli,bilim kurgu
bu çöz,bilim kurgu
bura insan,bilim kurgu
vaz geç,bilim kurgu
çocuk,bilim kurgu
i̇şte yüz plan eğlence,bilim kurgu
ilerle,bilim kurgu
bit,bilim kurgu
bitir ol,bilim kurgu
teori güven git iste,bilim kurgu
güven iste,bilim kurgu
yeni yuva bul,bilim kurgu
geri dön zaman,bilim kurgu
ben yerçekim sorun çöz ol,bilim kurgu
söz ver,bilim kurgu
git,bilim kurgu
murph,bilim kurgu
git,bilim kurgu
git git,bilim kurgu
dünya zaman yeterli cooper,bilim kurgu
uza git doğ düşün,bilim kurgu
heyecanlan,bilim kurgu
hayır yanlış,bilim kurgu
ol,bilim kurgu
yanlış sebep dayalı şey güven,bilim kurgu
asıl önem neden,bilim kurgu
temel üzerine ol,bilim kurgu
temel sağlam,bilim kurgu
çiftçi se otur,bilim kurgu
yağmur yağ zaman,bilim kurgu
seneye yağ de,bilim kurgu
seneye yağmur yağma dünya kurtar,bilim kurgu
dünya hazin donald,bilim kurgu
süre çek git iste,bilim kurgu
i̇nsanlık dünya dodu öl,bilim kurgu
tom anla murph ikna et,bilim kurgu
et,bilim kurgu
tut söz ver,bilim kurgu
ben konuş murph,bilim kurgu
git durum düzelt,bilim kurgu
zaman git düzeltmen iz ver,bilim kurgu
anne doğ söyle,bilim kurgu
anla,bilim kurgu
de,bilim kurgu
bizle çocuk an ol bura,bilim kurgu
de çalış anla,bilim kurgu
ebeveyn ol çocuk gelecek hayalet ol,bilim kurgu
hayalet yok de,bilim kurgu
murph,bilim kurgu
murph bak,bilim kurgu
hayalet ol,bilim kurgu
ol,bilim kurgu
seç,bilim kurgu
murph seç se gör götür,bilim kurgu
i̇şte asıl yüz git,bilim kurgu
mesaj çöz,bilim kurgu
kelim,bilim kurgu
bil mu,bilim kurgu
git,bilim kurgu
git de baba,bilim kurgu
murph,bilim kurgu
inan,bilim kurgu
kitap bak mesaj bak git de,bilim kurgu
dinle baba,bilim kurgu
git de,bilim kurgu
geri dön,bilim kurgu
zaman,bilim kurgu
yukarı hiper uyku,bilim kurgu
ışık hız ilerle,bilim kurgu
kara delik yakın,bilim kurgu
zaman kavram değiş,bilim kurgu
yavaş ak,bilim kurgu
geri dön,bilim kurgu
saat karşılaştır,bilim kurgu
saat fark ak,bilim kurgu
evet,bilim kurgu
dön aynı yaş ol,bilim kurgu
ol,bilim kurgu
düşün,bilim kurgu
murph,bilim kurgu
zaman geri dön bil,bilim kurgu
fikir,bilim kurgu
haydi yap,bilim kurgu
yap git iz ver murph,bilim kurgu
şekil gönder murph,bilim kurgu
sev sonsuz,bilim kurgu
duy mu,bilim kurgu
sonsuz sev geri dön,bilim kurgu
geri dön,bilim kurgu
geç,bilim kurgu
i̇yi,bilim kurgu
i̇yi,bilim kurgu
sev tom,bilim kurgu
kendi dikkat,bilim kurgu
ev göz kulak,bilim kurgu
yok pikap kullan mi,bilim kurgu
pikap,bilim kurgu
pikap geri getir söyle,bilim kurgu
çocuk bak donald,bilim kurgu
ana motor çalış başla,bilim kurgu
10 dan geri say başla,bilim kurgu
10,bilim kurgu
baba,bilim kurgu
9,bilim kurgu
8,bilim kurgu
7,bilim kurgu
baba,bilim kurgu
6,bilim kurgu
5,bilim kurgu
ana motor çalış başla,bilim kurgu
4,bilim kurgu
3,bilim kurgu
2,bilim kurgu
1,bilim kurgu
i̇tiş güç ateşle,bilim kurgu
motorlariyi durum,bilim kurgu
dönüş program ayarla,bilim kurgu
birinci ayrıl aşama hazır,bilim kurgu
birinci aş,bilim kurgu
birinci aş bit,bilim kurgu
robot koloni yeter köle,bilim kurgu
tak uyum sağla mizah ekle,bilim kurgu
rahatla düşün,bilim kurgu
dev alay robot,bilim kurgu
harika fikir,bilim kurgu
i̇stersen espri yap işaret ışık yak,bilim kurgu
san yard ol,bilim kurgu
gemi aşağı at ışık sayesinde geri bul,bilim kurgu
tars mizah yüz kaç,bilim kurgu
100,bilim kurgu
75 indir,bilim kurgu
i̇kinci ayrıl aşama,bilim kurgu
i̇ticiler manuel kontrol geç,bilim kurgu
geç,bilim kurgu
üçüncü son ısıt kapat,bilim kurgu
tamam,bilim kurgu
kontrol al,bilim kurgu
kontrol se,bilim kurgu
otomatik yön bul,bilim kurgu
tamam,bilim kurgu
i̇ticilerin 1 2 3 yakıt hücre,bilim kurgu
100,bilim kurgu
1 eksik ol,bilim kurgu
herşey terket zor gel,bilim kurgu
çocuk baba,bilim kurgu
zaman geçir,bilim kurgu
yüz konuş öğren,bilim kurgu
zaman konuş,bilim kurgu
dürüst ol çalış,bilim kurgu
dürüst ol gerek san,bilim kurgu
tars dürüst yüz kaç,bilim kurgu
90,bilim kurgu
90,bilim kurgu
dürüst,bilim kurgu
diplomatik davranış ol,bilim kurgu
duygu varlık güven iletişim sağla,bilim kurgu
pekala 90 bak doktor brand,bilim kurgu
endurans yaklaş,bilim kurgu
12 dakika temas,bilim kurgu
tamam kontrol al,bilim kurgu
temas son 500 metre yaklaş,bilim kurgu
geri doyle,bilim kurgu
yavaş sakin doyle,bilim kurgu
yavaş sakin,bilim kurgu
i̇yi hisset,bilim kurgu
yuva götür,bilim kurgu
kilitle,bilim kurgu
hedef kilitle,bilim kurgu
kilitle,bilim kurgu
aferin,bilim kurgu
kask tak,bilim kurgu
i̇yi iş,bilim kurgu
kapı enerji gel,bilim kurgu
cooper kontrol se ol,bilim kurgu
kontrol ben,bilim kurgu
halka iletişim modül aktif,bilim kurgu
başla,bilim kurgu
dönüş hazır mı,bilim kurgu
saniye,bilim kurgu
sela case,bilim kurgu
sela tars,bilim kurgu
tamam hazır,bilim kurgu
haydi yap iş,bilim kurgu
dönüş hız 30,bilim kurgu
i̇şte başla,bilim kurgu
ye çek değişim,bilim kurgu
i̇yi,bilim kurgu
romily mi,bilim kurgu
i̇yiyim,bilim kurgu
i̇yi mi,bilim kurgu
evet saniye,bilim kurgu
yan dramamine al,bilim kurgu
dayan arka taraf hemen dön,bilim kurgu
brand,bilim kurgu
evet,bilim kurgu
getir,bilim kurgu
amelia güve,bilim kurgu
doktor mann saygı ilet,bilim kurgu
baba,bilim kurgu
yörünge sorun gözük,bilim kurgu
satürn varış süre 2 yıl hesapla,bilim kurgu
dramamine,bilim kurgu
aile göz kulak ol efendim,bilim kurgu
geri dön bekle ol,bilim kurgu
yaş bilge,bilim kurgu
gör mutlu ol,bilim kurgu
bırak git karanlık güzel gece,bilim kurgu
yaş alev al gün bit coşkulan,bilim kurgu
öfkelen öfkelen,bilim kurgu
ışık öl karşı öfkelen,bilim kurgu
akıl adam bil son karanlık,bilim kurgu
söz şimşek çak gök,bilim kurgu
kendi bırak git karanlık güzel gece,bilim kurgu
öfkelen öfkelen ışık öl karşı,bilim kurgu
i̇şte hap,bilim kurgu
beraber,bilim kurgu
kötü ol,bilim kurgu
kastet,bilim kurgu
kusur gezegen gibi bul,bilim kurgu
yeni daire ara,bilim kurgu
i̇nsan ırk tutun kay parça bulan,bilim kurgu
sürükle,bilim kurgu
nefes al ye bulan,bilim kurgu
kaya bul,bilim kurgu
gözlem gezegen yaşam belirti taş,bilim kurgu
mil gezegen git,bilim kurgu
laura biyoloji program başla,bilim kurgu
wolf edmonds gezegen,bilim kurgu
edmonds anlat,bilim kurgu
parça fizik,bilim kurgu
biri aile,bilim kurgu
hayır bağ,bilim kurgu
baba ısrar,bilim kurgu
insan yüz göreme ihtimal bil,bilim kurgu
um kişi şaşır fırsat,bilim kurgu
mann,bilim kurgu
doktor mann,bilim kurgu
takdir şayan ada,bilim kurgu
ara iyi,bilim kurgu
tarih uzun keşif,bilim kurgu
yol git 11 kişi ilham kaynak,bilim kurgu
bilim kaşif ben sev,bilim kurgu
muhteşem olay tanık ol,bilim kurgu
ölüm kötülük karşı,bilim kurgu
doğa kötü ol inan mu,bilim kurgu
hayır,bilim kurgu
ürküt korkut ol,bilim kurgu
hayır kötü olamaz,bilim kurgu
aslan ceyla parçala kötü,bilim kurgu
zaman yan götür gör,bilim kurgu
evet,bilim kurgu
ek insan şekil temsil,bilim kurgu
bil mu 90 lık ora git,bilim kurgu
uyku geç,bilim kurgu
hemen gel,bilim kurgu
gerçekten coop,bilim kurgu
cidden nefes boşa harca,bilim kurgu
tars yörünge bak,bilim kurgu
mars 8,bilim kurgu
hesapla satürn 14,bilim kurgu
değiş,bilim kurgu
sor,bilim kurgu
doktor brand edmonds fısılda,bilim kurgu
duy,bilim kurgu
doktor brand edmonds yakın mı,bilim kurgu
bil,bilim kurgu
90 bil 10 bil,bilim kurgu
ben sı tut özellik cooper,bilim kurgu
surat de,bilim kurgu
sela millet,bilim kurgu
baba uzun uyku dal,bilim kurgu
kendi haberdar et,bilim kurgu
dünya harika görün,bilim kurgu
kum fırtına falan gözük,bilim kurgu
um siz iyi,bilim kurgu
profesör brand mesaj siz ulaş söz ver,bilim kurgu
baba sev,bilim kurgu
baba,bilim kurgu
san murph,bilim kurgu
donald ol,bilim kurgu
sela murph,bilim kurgu
baba pikap bin,bilim kurgu
kardeş getir iste,bilim kurgu
siz mesaj gönder,bilim kurgu
baba git kızgın,bilim kurgu
siz mesaj kaydet ilet,bilim kurgu
murph parlak kıvılcım,bilim kurgu
kıvılcım yelle,bilim kurgu
