Processed_Sentence,Etiket
görüş,gerilim
san telefon görüşme kaydet,gerilim
sev,gerilim
beraber zaman geçir,gerilim
hayır birazcık kal,gerilim
san telefon görüşme kaydet,gerilim
el fırsat geç öldür,gerilim
el fırsat geç öldür,gerilim
günah bağışla peder,gerilim
son günah çıkarma yana 3 geç,gerilim
i̇şlediğim günah,gerilim
boş yer,gerilim
tanrı ad ağız al,gerilim
sefer para öde,gerilim
raf gazete al,gerilim
bilerek iste,gerilim
pis düşünce zevk al,gerilim
muhtemelen genç insa incit kullan,gerilim
tak iş karış,gerilim
baş gel,gerilim
yap insan zarar gör,gerilim
üzgün ol,gerilim
sorumlu değil,gerilim
sorumlu değil,gerilim
geçmiş işle günah,gerilim
üzgün,gerilim
merhaba,gerilim
yardımcı ol mi,gerilim
sistem anlat,gerilim
bay caul jim storey,gerilim
nasıl,gerilim
gel sistem göz at,gerilim
sistem telefon iletişim,gerilim
gizli izle geliştir,gerilim
anla,gerilim
kullanım,gerilim
i̇şte yeni 500,gerilim
gözetle iş 500 siz,gerilim
kap zor,gerilim
alet sayesinde duy bil,gerilim
kapı kısmi alarm,gerilim
emin duy,gerilim
gürültü,gerilim
şura 8mm kamera,gerilim
saat 10 nokta kamera,gerilim
arka kamera siz gör göster,gerilim
film yük kamera,gerilim
süper 8mm,gerilim
william mora,gerilim
detroit michigan dan william mora,gerilim
telefon git,gerilim
otomatik kayıt uyar,gerilim
ahize kaldır,gerilim
fark et kay başla,gerilim
ahize geri kon kay kes,gerilim
gerçekten alet,gerilim
konuş kayıt yap,gerilim
önem konuş orta,gerilim
pat kapan,gerilim
eski moda kayıt alet,gerilim
aynı mora aktüatörü,gerilim
mora 27 kopya,gerilim
ekipman kokla müsaade et,gerilim
gözetle iş mi,gerilim
evet,gerilim
devlet özel sektör,gerilim
özel,gerilim
haberleş isim,gerilim
adres al sakınca,gerilim
harry cau harry caul,gerilim
çıkart,gerilim
merak et 510 model tane al mi,gerilim
ücret,gerilim
dene,gerilim
broşür kullan,gerilim
belir karşılık,gerilim
oluş ekipman,gerilim
teşekkür et,gerilim
bu fotoğraf çek,gerilim
stand ön fotoğraf çek,gerilim
spectre büyük onur ol,gerilim
suç yard,gerilim
adalet yar,gerilim
alet gözle kişi araba takıl,gerilim
slayt,gerilim
fazlasıyla sapta,gerilim
slayt,gerilim
titreşim ton sinyal ilet,gerilim
harry gör güzel,gerilim
güzel tak,gerilim
hoş git,gerilim
fransız mal,gerilim
git iç konuş,gerilim
elektronik konu beceri bilgi gerek,gerilim
hadi git,gerilim
i̇çim daral,gerilim
30 kaç saniye içinde,gerilim
gösterge panel alt kur gizle,gerilim
bura gel tanış iste,gerilim
rakip,gerilim
bernie eski dost,gerilim
paulie,gerilim
bey harry caul,gerilim
william mora,gerilim
harry caul büyük zevk,gerilim
dost bernie de,gerilim
hakkında duy harry,gerilim
teşekkür et,gerilim
bernie detroit te yeni taşın,gerilim
cadillac kanat yapım devam et,gerilim
chrysler ilet kişi o,gerilim
duy,gerilim
harry caul gerçekten tut kopar sert adams,gerilim
uzun zaman sen konuş iste,gerilim
5 dakika mol ver,gerilim
git iç,gerilim
kaç dakika ol,gerilim
tatlı şov zaman,gerilim
gösteri sırasında ol memnun ol,gerilim
bayan bay,gerilim
bayan bay,gerilim
bayan bay siz göster alet,gerilim
mora 15 küçük mızıka,gerilim
elektronik harika kurul,gerilim
kaç dakika gerçek,gerilim
fark et nikel kadmiyum güç kaynak,gerilim
yüz telefon hat sapta mümkün,gerilim
kur dünya yerinde,gerilim
telefon et,gerilim
singapur karachi moskova dan,gerilim
moskova de sakal,gerilim
aynı rus benze,gerilim
hedef kişi telefon numara tuşla,gerilim
son numara bekle,gerilim
mızıka ton telefon üfle,gerilim
son numara tuşla,gerilim
hedef kişi telefon çal,gerilim
ahize,gerilim
oda çalış gerçek mikrofon dönüş,gerilim
saye bura gözetle başla ol,gerilim
gerçek gösteri,gerilim
alet biri ev kur,gerilim
numara tuşla,gerilim
teşekkür et,gerilim
son numara tuşla bekle,gerilim
mızıka,gerilim
son numara tuşla,gerilim
fark et telefon çal,gerilim
uzaklaş mi,gerilim
bil,gerilim
yap,gerilim
koca,gerilim
tanıt git,gerilim
zaman dön,gerilim
geç,gerilim
1 nisa,gerilim
küçük şaka millet,gerilim
siz ol,gerilim
larry peterson burns,gerilim
telefon,gerilim
teşekkür et,gerilim
gösteri son er,gerilim
git broşür al rica et,gerilim
düşün,gerilim
hoş git,gerilim
güzel alet,gerilim
katalog budala harika,gerilim
bak harry,gerilim
eşantiyon kale,gerilim
paulie,gerilim
bedava içki tercih et,gerilim
stanley iyi yap,gerilim
stan göz kulak,gerilim
yüz maaş ver,gerilim
kaç dakika git iç,gerilim
sela harry,gerilim
sela stan,gerilim
i̇kiniz eskiden beraber çalış,gerilim
orospu çocuk yeni fikir çal,gerilim
gece güzel hanım,gerilim
unut git,gerilim
yarı zaman rahip,gerilim
harry git,gerilim
ben git,gerilim
git stan konuş,gerilim
sen krom do sergi buluş,gerilim
gecik harry,gerilim
zaman mora çalış stanley,gerilim
dünden,gerilim
dinle ciddi mesel değil,gerilim
aptal tartış,gerilim
sor değil harry,gerilim
yol git zaman gel,gerilim
ekipman hakkında anlat iste,gerilim
etik,gerilim
yap işe et harry,gerilim
sor,gerilim
şey göster,gerilim
göster,gerilim
kendi sakla,gerilim
yap bil,gerilim
hayır gerçekten stan bekle,gerilim
düşün mi,gerilim
yap,gerilim
takip,gerilim
bil,gerilim
geçen haf görev ilgi ol,gerilim
hakkında bil durum hoş git,gerilim
pekala,gerilim
teşekkür stan,gerilim
hurda,gerilim
ara numara kullan,gerilim
numara tuşla,gerilim
santral,gerilim
amy fredericks numara,gerilim
yeni kayıt,gerilim
dakika,gerilim
bay amy fredericks adına kayıt görün,gerilim
teşekkür et,gerilim
iş,gerilim
sakin,gerilim
elçi zeval,gerilim
içki getir,gerilim
i̇çki falan iste,gerilim
takip et,gerilim
takip et falan,gerilim
ara,gerilim
i̇kisi ara büyük fark,gerilim
ol bil,gerilim
gizli telefon dinle toplantı,gerilim
pardo yanlış gözetle güvenlik teknisyen,gerilim
dil sürç,gerilim
söyle kayıt direktör başka kimse ver,gerilim
söyle bil bay caul,gerilim
pekala mesaj ne,gerilim
kayıt pazar gün saat 1 getir iste,gerilim
direktör ol,gerilim
kayıt el al,gerilim
konu düşün söyle,gerilim
hey paulie,gerilim
hadi,gerilim
hadi git,gerilim
lurleen millard arka geç,gerilim
stanley öne geç,gerilim
patron giy çalış,gerilim
tek dışarı çıkart,gerilim
bernie iste giy tarz parti,gerilim
dur dakika,gerilim
kız öne geç,gerilim
san sağ,gerilim
sol,gerilim
orospu çocuk,gerilim
ukala,gerilim
kim taşak geç san,gerilim
sakin güzel parti ver,gerilim
millard durdur,gerilim
sakin tatlı,gerilim
paul ülke takip biri,gerilim
meredith duy mu,gerilim
4 111,gerilim
lombard dan batı ilerle,gerilim
560 bal plaka araç,gerilim
kontrol yap iste,gerilim
plaka kontrol ara,gerilim
teşekkür,gerilim
hey willie sanchez 33654 14,gerilim
sokak,gerilim
73 kilo,gerilim
1 74 boy yarrak kafa,gerilim
kilit açma mi harry,gerilim
bar ol,gerilim
dona,gerilim
tanrı harry,gerilim
pekala bar aç,gerilim
stanley,gerilim
evet efendim,gerilim
müzik de,gerilim
ada müzik iste,gerilim
harry güzel dükkan,gerilim
geçen gece sevgili abby tekrar oku,gerilim
meçhul isim biri mektup,gerilim
san harry ydi,gerilim
hey,gerilim
so,gerilim
siz harry caul hakkında söyle,gerilim
bak,gerilim
binlerce duy harry,gerilim
iz ver söyle,gerilim
harry,gerilim
istisna,gerilim
iç,gerilim
batı sahil haylaz çocuk,gerilim
doğu sahil haylaz,gerilim
iç,gerilim
emin yap,gerilim
emin yap,gerilim
new york karşı gerçekten komik harry,gerilim
komik,gerilim
bil aynı iş yap aynı şehir gel,gerilim
karşı düşün,gerilim
new york bil harry,gerilim
şaka yap,gerilim
harry new york ün,gerilim
anla bil mu harry,gerilim
ne,gerilim
1968 tek sosyal yar fon,gerilim
bil,gerilim
sektör bil,gerilim
kimse bil şe yap harry,gerilim
yap harry,gerilim
harry,gerilim
10 sent dans,gerilim
hadi,gerilim
i̇yi mi,gerilim
ca yan,gerilim
hayır,gerilim
kafa merak et,gerilim
zaman,gerilim
i̇şin asıl küçük bebek,gerilim
kafa duvar vur hoşlan,gerilim
gerçekten,gerilim
hala yap can,gerilim
rahatla,gerilim
i̇lk telefon dinle 12 yaş yap harry,gerilim
gerçek 12 yaş,gerilim
yaşa yer koridor ücret telefon,gerilim
boyunca bina kim bil,gerilim
baba inanılmaz gururlan,gerilim
sevinç bağır,gerilim
aferin evlat,gerilim
bernie nin beyin çalış de,gerilim
zaman hızla yüksel harry,gerilim
i̇nanamayacağın kişi ilişki kur,gerilim
bura getir,gerilim
taksi atla,gerilim
kutsal harry,gerilim
gece ol,gerilim
orospu,gerilim
sor ne harry,gerilim
tatil falan çık mu,gerilim
zaman yeni hat karış al harry,gerilim
moda truva savaş ndan geç,gerilim
hadi,gerilim
hak öğren iste,gerilim
nere,gerilim
ömür çok vefa bil mu harry,gerilim
harry kendi kız arkadaş bul,gerilim
dikkatli harry,gerilim
nere,gerilim
new york,gerilim
zamanla new york yaşar,gerilim
resepsiyonist çalış başla,gerilim
sekreter terfi et,gerilim
sonra asistan terfi et,gerilim
patron özel yardımcı ol,gerilim
o evlen,gerilim
ev uzak,gerilim
harry,gerilim
hala evli mi,gerilim
bil,gerilim
muhtemelen,gerilim
öyle,gerilim
son duy,gerilim
başka hırdavat dükkan sat al,gerilim
par denk çalış,gerilim
evet,gerilim
yol iş şekil san francisco düş,gerilim
gece,gerilim
hayat hikaye,gerilim
bardak kaldır,gerilim
fazla hoşlan harry,gerilim
ben konuş iste,gerilim
de,gerilim
kafa kurcala,gerilim
ben paylaş iste,gerilim
gerçekten iste,gerilim
ben rahat konuş düşün,gerilim
arkadaş ol,gerilim
döküntü dış,gerilim
biri bekle kız ol ol,gerilim
güven,gerilim
gör zaman gelecek,gerilim
zaman bil,gerilim
oda baş yaşa,gerilim
hakkında bil,gerilim
sev ol,gerilim
karşı sabır ol,gerilim
hakkında paylaş,gerilim
zerr umursa,gerilim
üstüne ada sev,gerilim
geri döner mi,gerilim
sev,gerilim
sev bil,gerilim
bil yol,gerilim
hey harry,gerilim
vegas basıla orospu hakkında söylen duy,gerilim
transparan bluz giy,gerilim
git,gerilim
hey,gerilim
hey,gerilim
bil mu harry,gerilim
12 se büyük siyasi parti başkan aday,gerilim
telefon görüşme kaydet,gerilim
parti söyle iste,gerilim
git yer var,gerilim
ülke uç u gez dinle,gerilim
birleşik devlet başka seç de,gerilim
demek iste anla,gerilim
demek iste seçi kaybet,gerilim
harry o dinle cihaz,gerilim
muhabbet kuş koy hikaye anlat,gerilim
muhabbet kuş,gerilim
şaka yap,gerilim
harry kere mikrofon,gerilim
küçük muhabbet kuş yerleş,gerilim
muhabbet kuş alan dış harry,gerilim
1968 yıl kamyon dernek yap iş duy,gerilim
büyük memnuniyet duy,gerilim
ne,gerilim
chicago gazete al mı millard,gerilim
muhtemelen grev zaman,gerilim
manşet olay,gerilim
harry zaman başsavcı çalış,gerilim
bil bil harry,gerilim
kamyon dernek başkan,gerilim
sahte yar fon kur,gerilim
detayla konu yanlış düzelt harry,gerilim
kafa bulanık,gerilim
mevzu kişi bil düşün,gerilim
dernek başkan muhasebe,gerilim
konu özel bot,gerilim
balık avla çık konuş,gerilim
ora konu detay konuş yer,gerilim
tekne dinle cihaz geçir,gerilim
gerçek,gerilim
etraf başka tekne ol,gerilim
konu hakkında konuş başla,gerilim
harry durdur,gerilim
evet kayıt,gerilim
bil harry,gerilim
büyük skandal yarat,gerilim
sebep,gerilim
3 kişi öldür,gerilim
harry anlat konu fazla alçakgönüllü davran,gerilim
konu ben ilgi yok,gerilim
kayıt teslim et,gerilim
dernek başkan muhasebe öt düşün,gerilim
konu bil,gerilim
3 gün,gerilim
muhasebe karı çocuk,gerilim
vücut kıl tıraşla,gerilim
el ayak iple bağla,gerilim
çıplak şekil ev bul,gerilim
kafa başka yer orta çık,gerilim
öldür,gerilim
hayır,gerilim
hediye paket yap,gerilim
konu tarih,gerilim
harry yap,gerilim
kayıt ne ilgilen,gerilim
duy harry,gerilim
bak new york dış yerleş,gerilim
ben ilgi,gerilim
hadi harry göster,gerilim
yap,gerilim
tanrı aşk harry anlat,gerilim
kapat stan,gerilim
stan kapat,gerilim
duy gerek harry,gerilim
yap,gerilim
ne stan,gerilim
harry nin geçen haf iş,gerilim
tarih yaz,gerilim
i̇nsanlar ara kayıt et,gerilim
anla yöntem,gerilim
harry nin dolap anla,gerilim
hadi,gerilim
hadi,gerilim
göster,gerilim
i̇zin ver iş ver harry,gerilim
evet,gerilim
şehir merkez dörtgen avlu,gerilim
avlu merdiven taraf bank dolu,gerilim
saat öğle 12,gerilim
etraf işyeri çalış insan,gerilim
öğle yemek vakit,gerilim
i̇nsanlar yürü konuş yemek ye,gerilim
etraf fazlasıyla kalabalık,gerilim
hadi stan,gerilim
2 kişi kalabalık iç gir çık,gerilim
avlu etraf dön dur,gerilim
otur otur konu bil,gerilim
konuş kayıt et emin,gerilim
kalabalık iç devam hareket hal,gerilim
hedefle,gerilim
görev konuş kayıt alt al,gerilim
yap,gerilim
öncelik sistem işe yaramaz,gerilim
söyle,gerilim
öyle söyle,gerilim
devam çöz bak,gerilim
kolay,gerilim
yap gerek elbise eriş,gerilim
donanım elbise yerleş,gerilim
hayır giyecek bil,gerilim
yol,gerilim
o çarp biri bul,gerilim
üzeri mikrofon yerleş sarhoş bul,gerilim
dinlen kalkış,gerilim
risk,gerilim
anla,gerilim
hal dürbün dudak oku kirala,gerilim
hayır,gerilim
müşteri gerçek se duy iste,gerilim
şekil inan,gerilim
pekala,gerilim
çöz,gerilim
bil,gerilim
bayağı pahalı gösteri ol,gerilim
ilgilen,gerilim
evet mi,gerilim
kim,gerilim
federal hükümet,gerilim
özel parti,gerilim
az 4 tur sür,gerilim
3 iş bitir,gerilim
3,gerilim
güzel,gerilim
kullan,gerilim
kendi geliştir mosfet hoparlör,gerilim
3 aş yönelt mikrofon,gerilim
konvansiyonel 20 takip sağla,gerilim
paul,gerilim
güzel,gerilim
gerçekten öyle,gerilim
sanat eser,gerilim
gör gerek,gerilim
yeni mikrofon gerçekten inanılmaz,gerilim
kendi inan,gerilim
190 metre öte,gerilim
rahat şekil anlaş,gerilim
tane haber kameraman ara gir,gerilim
ol gerek bernie,gerilim
yap,gerilim
teleskop çaprak pozisyon geçir,gerilim
ağız,gerilim
hayır,gerilim
oğlan kız,gerilim
yap,gerilim
bil,gerilim
güzel gör,gerilim
evet,gerilim
kulak güzel gel,gerilim
mikrofon bak iste doğrusu,gerilim
i̇şte,gerilim
zaman ortak ol gerek söyle harry,gerilim
zaman iş iyi söyle,gerilim
beraber zirve kur,gerilim
iste plan alet göz gez,gerilim
bil iş öz kavra,gerilim
üret teçhizat sahip,gerilim
sam amca sat servet sahip ol,gerilim
prenses telefon dinle,gerilim
ibne telefon dinle duy mu,gerilim
hayır,gerilim
göt uydur demek,gerilim
komik,gerilim
böl mi,gerilim
acayip espri anlayış,gerilim
milyon bahset,gerilim
göt şaka uydur,gerilim
rahat dur,gerilim
teşekkür,gerilim
de harry,gerilim
ortak ol de,gerilim
ortak iş gel,gerilim
yarı yarı de,gerilim
kimse ihtiyaç,gerilim
sor,gerilim
baş idare et,gerilim
sonuç hak ver gerek,gerilim
abrakadabra harry,gerilim
2 numara harry,gerilim
çalış gerek,gerilim
biri bekle,gerilim
kız ol,gerilim
güven,gerilim
harry sen dışarı konuş,gerilim
vay ana,gerilim
mora süper 7 kale mikrofon verici,gerilim
harika,gerilim
casus yaka ele ver,gerilim
fena yakala harry,gerilim
sev ol karşı sabır ol,gerilim
hakkında paylaş,gerilim
zerr umursa,gerilim
tuş ol harry,gerilim
çılgın,gerilim
ara hallet,gerilim
hoş git,gerilim
düşün harry,gerilim
geri döner mi,gerilim
kapat git,gerilim
dalga geç,gerilim
tanrı aşk şaka,gerilim
bernie harry tanrı aşk de hoşlan,gerilim
üzgün harry özür dil,gerilim
se delir stanley,gerilim
sor ne,gerilim
hadi parti yap,gerilim
de,gerilim
paul geç,gerilim
hadi sakin ol,gerilim
hadi,gerilim
hey millard,gerilim
kaç mal bil mu harry,gerilim
1500 do,gerilim
küçük hediye,gerilim
tanış memnun ol,gerilim
şaka,gerilim
meredith,gerilim
şakadan anla,gerilim
hayır,gerilim
kal,gerilim
paul,gerilim
çanta unut,gerilim
harry gerçekten üzgün,gerilim
kız iste,gerilim
hadi stan,gerilim
pazartesi görüş harry,gerilim
işıkları kapat mi,gerilim
i̇yi gecele harry,gerilim
evet gecele harry,gerilim
düşün,gerilim
noel alacak hala kar ver,gerilim
harry gece kendi suçlu hisset,gerilim
harry,gerilim
harry,gerilim
hadi,gerilim
geri gel,gerilim
kapat,gerilim
kork,gerilim
kork ye,gerilim
noel alacak hala kar ver,gerilim
normal konuş,gerilim
şe ihtiyaç,gerilim
alacak hala kar ver,gerilim
hisset,gerilim
unut git harry,gerilim
numara,gerilim
hakkında hisset gerek,gerilim
iş getir gerek,gerilim
rahatla tatlı,gerilim
gerçekten eğlence biri,gerilim
ben didiş,gerilim
ipucu ver tahmin et sağla gerek,gerilim
bil,gerilim
rahat,gerilim
rahat,gerilim
dön dolan,gerilim
bak,gerilim
berbat,gerilim
kimse zarar dokun,gerilim
tanrı,gerilim
tanrı,gerilim
tanrı de dinle,gerilim
bura gel,gerilim
zaman yaş adam biri gör,gerilim
aynı düşün,gerilim
düşün,gerilim
zamanla biri bebek düşün,gerilim
hayır gerçekten düşün,gerilim
zamanla biri bebek,gerilim
sev anne baba sahip,gerilim
bank yarı ölü şekil yat,gerilim
anne baba,gerilim
