Processed_Sentence,Etiket
hadi hadi,suç
telefon,suç
şura,suç
i̇ki zenci kamyon çal,suç
i̇nanabiliyor mu,suç
i̇nanabiliyor mu,suç
jimmy,suç
tommy var,suç
anthony stabil,suç
naber,suç
frankie carbone,suç
kara nun kardeş şişko andy,suç
naber dost,suç
adam üçkağıt frankie,suç
bela aran,suç
burun freddy,suç
naber,suç
sally balls kardeş katil pet,suç
iş hallet,suç
dörtgöz nickey,suç
mikey franzese,suç
ada gör iste,suç
i̇ki jimmy lakap söyle al,suç
gazete al gazete,suç
duvar dikkat,suç
palto,suç
tak elbise lazım henry palto,suç
tak elbise perşembe gün gel,suç
yazın orta,suç
kürk yap,suç
kürk iste mu,suç
götür,suç
hayır iste,suç
buzhane et yan as,suç
başka türlü yaşa aptal,suç
kuruş maaş boktan iş çalış gün işe metro git,suç
kara kara fatura düşün niyet insan yaşa ölü,suç
enayi,suç
o taşak yok,suç
iste zaman al,suç
şikayet ol ol sert karşılık gör şikayet et,suç
rutin,suç
kaf yor yok,suç
frankie 520 nin 469 alaka,suç
i̇nanamıyorum ada,suç
520 yakın 469,suç
am koy,suç
henry,suç
çanta keklik,suç
alarm kafa tak,suç
anahtar bul gerek,suç
problem,suç
hallet,suç
söyle söyle,suç
gerçek ol,suç
air france büyük vurgun gel,suç
çanta dolusu par gel,suç
turist amerikan asker para,suç
fransız para çevir bura geri yolla,suç
sakin,suç
mükemmel,suç
kesinlikle iz sürül,suç
sor anahtar al plan,suç
frenchy eleman,suç
evet esas,suç
doğru 500 dol gel nakit,suç
uygun zaman hafta son,suç
cumartesi gece ol,suç
pazartesi gün yahudi tatil,suç
sal gün fark var,suç
mükemmel,suç
güvenlik,suç
güvenlik,suç
bak,suç
şaka,suç
gece 12 de sabah 8 görev,suç
komuta,suç
bavul kaybet içeri gelecek,suç
mükemmel,suç
problem çık,suç
i̇yi,suç
yap,suç
asıl komik secaucus daki bank iş,suç
ot orta yat,suç
ada gel yap,suç
de dinlen,suç
de,suç
dinlen,suç
plaj park,suç
de,suç
dinlen,suç
de,suç
dinlen bil,suç
dinlen,suç
içeri al soru sor başla,suç
bil öte beri,suç
anlat sert çocuk,suç
sor,suç
zaman,suç
siz anlat,suç
de,suç
göt oğlan,suç
hayır bugün anlat,suç
de,suç
pekala söyle,suç
git anne becer,suç
de,suç
bam güm gir,suç
gazete gör anthony,suç
kafa böyle,suç
piç herif,suç
kendi gel bak ön,suç
aynı piç,suç
söyle iste sert çocuk,suç
sor,suç
ara,suç
git anne becer de,suç
de,suç
alt sıç san,suç
göt oğlan,suç
kere iri kıyı ol,suç
komik,suç
gerçekten komik biri,suç
demek komik biri,suç
bil komik,suç
güzel hikaye,suç
komik adams,suç
konuş şekil de,suç
de,suç
bil komik,suç
hikaye anlat tarz falan,suç
komik,suç
komik,suç
yanlış anla tommy,suç
anthony,suç
kocaman delikanlı,suç
de bil,suç
de,suç
komik,suç
bil,suç
komik,suç
anla iz ver,suç
kafa yerinde değil,suç
komik,suç
palyaço,suç
eğlen mu,suç
güldür mu,suç
eğlen bura,suç
demek komik,suç
komik,suç
bil hikaye anlat şekil,suç
hayır bil,suç
de,suç
bil,suç
komik de sensin,suç
komik am koy,suç
ne komik,suç
söyle komik söyle,suç
sik git baş tommy,suç
orospu çocuk,suç
kandır,suç
kekeme piç kuru,suç
frankie titre mu,suç
merak et henry,suç
sorgula çöz,suç
aman tanrı,suç
yap am koy,suç
çimdik san,suç
kerkenez yak yapış,suç
iste,suç
eleman gel hesap ver çekin,suç
garson,suç
hallet mi,suç
sor,suç
söyle hesap ekle,suç
konuş iste sen,suç
borç,suç
dol çerez para,suç
uygun davran iste,suç
uygun davran iste mu,suç
uygun davran iste,suç
arkadaş ön beleş biri küçük düşür,suç
bil mu sonny yavşak tek,suç
am koy yerinde harca para,suç
yap,suç
demek yap,suç
piç inan mu,suç
komik gel siz,suç
sik bak,suç
sik moro,suç
hesap getir iste mu,suç
piç inan mu,suç
şey yap gerek bil,suç
komik adams,suç
yeter henry,suç
yeter,suç
hayır yap,suç
yap,suç
gül iste,suç
piç geçen hafta çocuk vaftiz et iste,suç
7 do yap,suç
gerçekten komik adams,suç
bit,suç
endişe,suç
laf işit,suç
ibne tek davran,suç
ada kurtul köşe bucak kaç,suç
bura gel başka yer git,suç
mi san,suç
milyonlarca konuş dinle,suç
söyle dur,suç
yap,suç
fail meçhul ol,suç
yabani ot iç araba arka bul,suç
tommy ömür boyunca tanı,suç
bil,suç
ibne haydut ön gide,suç
sabahları ev çık araba omuz üst arka bak,suç
hayat sürül,suç
firari değil,suç
hayat boyunca yan yap gerek söyle,suç
yap gerek yap,suç
yap,suç
yap yap mı san,suç
tanı,suç
yardımcı iste,suç
sonny konuş söyle,suç
se,suç
evet,suç
bil paulie,suç
ben mekan kısım al,suç
i̇yi,suç
sik bahset,suç
restoran de,suç
evet şık mekan,suç
tasar bak,suç
bura milyonlarca gel,suç
bil,suç
tommy mekan yolun kaz dön,suç
saygı et iste,suç
arkadaş ol bil,suç
yalvar,suç
de,suç
yap,suç
yap iste,suç
bil iş,suç
restoran iş zerr anla,suç
bil otur sipariş ver restoran işletme bil,suç
işle de,suç
takıl yeter,suç
aşçıbaşı harika,suç
gösteri güzel,suç
sürekli fahişe gel git,suç
yar et iste iste,suç
yap,suç
tommy yaramaz uslan çocuk,suç
yap,suç
vur,suç
kötü fikir ol,suç
özür dil,suç
demek iste,suç
korkut söyle iste,suç
yard ihtiyaç,suç
ol yar,suç
restoran iş anla mı,suç
şey anla,suç
gü 24 saat,suç
fazla bekle demirbaş liste gir,suç
sık gel mekan,suç
ortak ol iste,suç
demek iste,suç
ortak ol iste,suç
başka ney bahset san,suç
paulie,suç
yardımcı,suç
adil,suç
anla,suç
mekan,suç
mekan işletme devam,suç
yardımcı ol çalış,suç
tanrı razı paulie,suç
şükran duy,suç
zaman karşı ol,suç
ada paulie yle ortak ol,suç
soru paulie git,suç
hesap sıkıntı çık paulie git,suç
polis teslimat tommy sıkıntı çık,suç
paulie ara,suç
ada hafta paulie nin para getir zor,suç
i̇şler kötü,suç
sik para öde,suç
yangın çık,suç
sik para öde,suç
mekan yıldırım düş,suç
sik para öde,suç
televizyon tane al mi,suç
paulie iste yap,suç
özellikle mekan adına fatura şişir,suç
yap,suç
öde,suç
teslimat kapı gir gir,suç
arka taraf çıkart indirim sat,suç
kas içki 200 do al 100 do sat,suç
önem yok,suç
tamam kar,suç
kal,suç
yazık,suç
ödünç par al içki sat al durum gel,suç
mekan iflas ver,suç
kibrit çakıl,suç
ulaş ye yar mi,suç
noel ağaç süsle,suç
bil,suç
kız five towns dan,suç
yahudi kız diane düz de,suç
ay yatak at çalış kız,suç
ben buluş iste,suç
hayır,suç
hayır,suç
hayır,suç
hayır henry,suç
soru sor am koy,suç
sor,suç
söyle dinle,suç
pekala söyle,suç
söyle,suç
i̇talyanlarla baş buluş iste,suç
i̇talyanlara karşı önyargı,suç
i̇nanabiliyor mu,suç
çağ,suç
dünya hal gel,suç
i̇nanamıyorum,suç
yahudi kız i̇talyanlara karşı önyargı,suç
kız arkadaş yanında gel ben buluş,suç
gel kız eş et düşün,suç
gör,suç
bil,suç
bil,suç
bil,suç
gör,suç
der am koy,suç
zaman,suç
yarın gece,suç
yarın gece tuddy buluş lazım,suç
tuddy buluş,suç
erken gel erken çık,suç
yap,suç
yap tommy ayak yat,suç
zaman iste,suç
iyi iste,suç
sürü yap,suç
sik hatun becer çalış,suç
yardımcı,suç
anla,suç
güzel kız,suç
aile five towns yaşa,suç
yahudi par çok bil,suç
aile bloğun sahip,suç
köşe dön,suç
orospu çocuk,suç
aç sik ağız,suç
11 00 tuddy buluş gerek tommy eş et,suç
yeterince ye,suç
lezzet,suç
diyet dikkat et,suç
dur vücut bak,suç
kaç git sabırsızlan,suç
yemek ye tatlı sipariş et,suç
kahve iç geç hesap iste,suç
i̇şim,suç
kahve,suç
kendi getir,suç
hesap al mi,suç
yap,suç
git,suç
yeni gel,suç
iş,suç
git,suç
dakika bekle,suç
beraber çık,suç
serseri çık ol beraber çık ol,suç
katlan,suç
gerçekten iğrenç düşün,suç
sürekli şey oyna,suç
oyna,suç
can sıkıcı,suç
i̇yi,suç
manischewitz tercih et masa tuhaf gözük,suç
hazır mı,suç
henry rahat,suç
yeni gel,suç
yap,suç
ev git vakit gel zorla araba bindir,suç
indir,suç
tuhaf durum,suç
diane tommy cuma gece o tekrar buluş söz ver,suç
kabul et,suç
cuma gece gel henry ek,suç
kötü hisset,suç
bil,suç
gerçekten hoşlan,suç
sürekli bahset,suç
gece çift randevu ol yer kişilik grup ol,suç
mutlaka ara,suç
ciddi yok um,suç
tommy ara götür ikna et,suç
tommy yap lan,suç
ek cesaret,suç
yap,suç
san,suç
frankie valli başka ün,suç
yavaş,suç
unut,suç
gelecek hafta san,suç
cuma gün cuma gün de,suç
yalan,suç
konuş konu,suç
sakin,suç
konuş,suç
yap,suç
unut git,suç
konuş sen,suç
ekecek san,suç
sıkıl görün,suç
de,suç
bekle,suç
i̇zin ver telafi et,suç
düşün,suç
sokak bağır hatırla yüksek sesle,suç
güzel görün,suç
düşün,suç
pahalı patla hill,suç
güzel göz tıpkı liz taylor ınkiler gibi,suç
az düşün,suç
merhaba henry,suç
hazır mı,suç
evet,suç
hadi,suç
hayır dur,suç
haç gizle,suç
anne gör,suç
kare,suç
anne,suç
arkadaş henry hill tanış iste,suç
nasıl,suç
memnun ol,suç
kız yarı yahudi ol söyle,suç
i̇yi yarım,suç
teşekkür et efendim,suç
hoş kal görüş,suç
yap,suç
araba bırak mu,suç
araba gözetle,suç
garaj bırak bekle kolay,suç
böyle hızlı demek iste anla,suç
yol kullan sev,suç
sıra bekle,suç
naber,suç
nasıl,suç
bak,suç
naber,suç
i̇yidir,suç
i̇yi,suç
i̇yi,suç
zaman gel iki bura,suç
i̇şiniz,suç
naber,suç
nasıl,suç
naber,suç
henry gör sevin,suç
merhaba nasıl,suç
anthony doğru taraf,suç
gerek haber,suç
teşekkür et tony,suç
sağ,suç
nasıl arkadaş,suç
naber,suç
biri 20 dol ver,suç
önem,suç
henry bay tony gönder,suç
şura,suç
teşekkür tony,suç
yap,suç
yap,suç
i̇nşaat iş,suç
inşaat iş davran,suç
sendika temsilci,suç
bey bayan,suç
copacabana siz mizah söz efendi gurur sun,suç
henry youngman,suç
nasıl millet,suç
ol sev,suç
kar al götür,suç
kar yer al götür ev yol bula,suç
kar evlilik yıl dönüm git iste,suç
sor,suç
git yer,suç
cevap ver,suç
hal mutfak,suç
de,suç
wells,suç
ada biri ömür ver,suç
ada masraf öde,suç
ömür ver,suç
seyirci sev,suç
air france ihya,suç
kurşun sık 420 do ayrıl,suç
yap,suç
paulie haraç öde,suç
60 dol,suç
güzel yaz ol,suç
sen gurur duy,suç
çocuk fazla par,suç
al sor vegas kumar kazan söyle,suç
hesap efendim,suç
hayır,suç
bura imzala,suç
bahşiş ver,suç
sela kare,suç
sela,suç
nasıl,suç
i̇yi bruce,suç
nasıl,suç
henry bruce,suç
bruce henry,suç
memnun ol,suç
görüş,suç
tanı mu,suç
evet,suç
sokak karşı otur,suç
gece bobby vinton şampanya yolla,suç
yok,suç
garip düşün,suç
21 yaş çocuk bağlantı ol,suç
heyecan ver biri,suç
gerçekten biri,suç
herkes tanış,suç
karşı nazik ol çalış,suç
durum hallet bil,suç
olmadık zaman baş çık peruk sat al,suç
morrie nin peruk asla çıkmaz,suç
su alt,suç
unut morrie nin peruk rüzgar kasırga test et,suç
para boş ver,suç
morrie nin peruk güç yeter,suç
bütçe,suç
hemen ara,suç
şahıs uygun peruk gel,suç
hadi morrie,suç
jimmy bekle,suç
öde zaman geç,suç
henry çocuk,suç
davran,suç
aşırı fahiş durum,suç
jimmy açgözlü davran,suç
cleveland 5 8 ver,suç
iste faiz öde zor değil,suç
özel mi,suç
ne yolun kaz,suç
jimmy tanı,suç
borç al,suç
öde,suç
puan fazla faiz razı ol,suç
ne mal,suç
yap,suç
jimmy karşı koy,suç
para iste,suç
ver para sik git,suç
sik,suç
kulak sik,suç
de,suç
kulak sik,suç
ayak bas,suç
bas,suç
milyonlarca ihbar et,suç
poli ara,suç
delir,suç
kes,suç
sik reklam para al,suç
al para,suç
al,suç
jimmy öde,suç
geber,suç
para ver ibne,suç
para öde,suç
öde,suç
morrie nin yer,suç
ara,suç
jimmy üzgün,suç
üzgün ol,suç
yap,suç
am koy para ver,suç
duy,suç
ver para,suç
ver,suç
al para,suç
al inan,suç
kare yavaş,suç
kal,suç
yer git,suç
kare ara jimmy,suç
par bugün,suç
öde,suç
söz ver,suç
i̇yi mi,suç
evet,suç
sokak karşı otur hayat boy tanı çocuk,suç
dokun başla,suç
elle balat,suç
dur söyle,suç
dur,suç
vur,suç
ardından sinirlen,suç
araba it,suç
i̇yi ol emin mi,suç
i̇çeri git kendi gel,suç
temiz,suç
iste göt,suç
iste,suç
anne yem et dokun ol öl,suç
ateş et,suç
sakla,suç
i̇yi mi,suç
i̇yi mi,suç
evet,suç
kadın mesela arkadaş erkek arkadaş silah ver an,suç
kaç git bil,suç
yap,suç
i̇tiraf et,suç
tahrik et,suç
mazel tov,suç
arkadaş henry ol,suç
güzel eş,suç
hayat kur,suç
evlen,suç
aile ol,suç
hala kız diğer atla,suç
aile,suç
i̇lk sefer hepsi tanı karman çormandı,suç
paulie kardeş sürü bereket oğul yeğen,suç
hepsi isim peter paul,suç
i̇nanılmazdı,suç
yeğen paulie tanış,suç
petey,suç
düğü düzine peter paul herhalde,suç
marie,suç
marie isim kız evli,suç
i̇talyan benze,suç
i̇talyan hak,suç
kız marie isim ver,suç
pet,suç
pardo paulie,suç
karış,suç
herkes tanış fasıl bitir sarhoş hisset,suç
paulie,suç
güzel başlangıç can,suç
aile gel,suç
pazar yemek,suç
güzel,suç
ağla iste,suç
başla yardımcı,suç
çanta,suç
çanta,suç
çanta,suç
zarf içinde çanta,suç
par içinde,suç
kafa tak,suç
çal,suç
ara,suç
arkadaş,suç
insan ara,suç
yetişkin dakika ara zor,suç
yetiş iki daire tut,suç
başla anne,suç
ol iste sen,suç
ay bura ev gel bil,suç
insan,suç
yap iste,suç
yap,suç
yap,suç
yahudi,suç
insan yaşa bil mu,suç
bil mu,suç
baba asla ara dışarı kal,suç
dışarı,suç
baba dışarı çıkmaz anne,suç
konu dış tut,suç
hisset bil,suç
hisset,suç
kim bil,suç
arkadaş,suç
baba,suç
karış,suç
yeterince acı çek,suç
ada ay normal yemek sindir,suç
nere,suç
ara,suç
endişelen,suç
evli dışarı kal,suç
normal insan davran,suç
soru,suç
normal değil,suç
kadın hak,suç
soru henry,suç
biçim adams,suç
der,suç
biçim insan,suç
dokuz beş çalış adam evli değil,suç
fark fark et mickey misafir çağır ol,suç
kare nere,suç
lawrence,suç
ada,suç
güzel,suç
miami li,suç
git mi,suç
i̇yi ye öl yahudi cennet uyan,suç
angie çekiştir dur,suç
yüz tokat yapış iste,suç
kızıl saç çiftçi benze ada,suç
ada el yer,suç
ada çek el üzer kes el,suç
de,suç
harbi yap,suç
şans bil,suç
vinnie söyle ol,suç
bahset,suç
vinnie öldür,suç
yap,suç
söyle sefil piç öldür vinnie müebbet yer,suç
der san,suç
jeannie nin çocuk de,suç
tartış gir,suç
10 dol kumar oy,suç
silah çek,suç
silah patla,suç
çocuk öl,suç
büyükanne hapis,suç
duy kalp kriz geçir hemen öl,suç
jeannie nin koca oğul hapis anne cenaze salon,suç
jeannie alkol ver,suç
depresyon gir,suç
git sev,suç
sarhoş,suç
ol hemen yücel,suç
cilt kötü makyaj,suç
güzel gözük,suç
dayak ye gibi,suç
giy,suç
der çat ucuz şey,suç
pantolon tak elbise çift örgü süveter,suç
sabahları kalk,suç
gecelik yaşa,suç
kadın melek falan inan,suç
yaramaz çocuk,suç
süpürge kemer döv bahset,suç
çocuk söz dinle,suç
henry al sersem gibi,suç
yaşa mi bil,suç
tanrı koru hapis gir ol,suç
kare,suç
mickey jeannie nin koca,suç
jeannie nin koca kodes gir bil mu,suç
jeannie,suç
kurtul iste,suç
yüz,suç
i̇zin ver söyle,suç
iste hapis gir,suç
kendi yakala,suç
i̇şlerini düzenli yap,suç
yap bil,suç
adam düzenli yap,suç
hapis gir bil mu,suç
zenci hırsız,suç
yakala,suç
kaçış araba uyu kare,suç
hadi fazla endişelen tatlı,suç
gel bura,suç
sür normal gel,suç
suç değil,suç
henry girişim,suç
adam göt kımılda başka aç,suç
adam soygun yap par kazan gibi,suç
koca bey cerrah değille mavi yak adam,suç
fazladan par kazan yol dışarı çık köşe yol kes,suç
kas lan yavşak,suç
sakın kımılda de,suç
sakin,suç
kımılda,suç
sakin,suç
lokanta görüş,suç
silahla sürü,suç
karşı koy ver gör,suç
mekan ganimet bölüş,suç
hep yakın birbiri,suç
ara asla yabancı ol,suç
kesinlikle ol,suç
sürekli beraber şey normal gel sağla,suç
merhaba bayan hill,suç
polis,suç
dedektif deacy,suç
dedektif silvestri,suç
el ev ara emir,suç
oku imzala mı,suç
yer,suç
evet,suç
uzun sür usulünce yap gerek,suç
kahve mi,suç
şimdilik kahve sağ ol,suç
dikkatli,suç
iş bak,suç
zaman azıcık taciz et,suç
sürekli henry yle şey konuş iste,suç
mahke celp ara emir gel imzala,suç
genelde iste rüşvet,suç
bul bul ağız aç par,suç
gel o kahve sor,suç
kadın mesela mickey conway,suç
o küfret yer tükür,suç
döşeme tükür,suç
mantık gel,suç
kibar davran avukat ara iyi,suç
beraber yap aynı kalabalık içinde ol,suç
yıldönümü vaftiz,suç
birbiri ev gider,suç
kadın kağıt oyna,suç
çocuk doğ hastane gelen mickey jimmy ol,suç
ada vegas tatil git beraber gider,suç
asla yabancıla ol,suç
normal ol,suç
birazcık fazla imkan sun hayat risk at,suç
koca karşı nazik ol o gurur duy,suç
anne yarın gece çocuk göz kulak ikna et,suç
yap kare,suç
yap,suç
iş,suç
yarın gece yap,suç
yap kare,suç
yap iste,suç
git,suç
dakika bekle,suç
alışveriş çık iste,suç
par al mi,suç
lazım,suç
öpücük ver,suç
görüş,suç
11 haziran 1970 queens new york,suç
ev gel batts,suç
merhaba nasıl,suç
otur,suç
içki ver,suç
hepsi içki ver,suç
i̇rlandalı serseri birer içki ver,suç
tane i̇rlandalı,suç
kutla yap dost,suç
i̇yi sabahla,suç
ev güzel,suç
arkadaş jimmy,suç
henry,suç
mekan,suç
lisa,suç
tommy,suç
fiyaka giyin,suç
büyü kasaba yönet,suç
bak işe,suç
avanak parti yap unut,suç
bura gel,suç
merhaba de,suç
billy nasıl,suç
gel bura,suç
yıldır gör,suç
yüce tanrı,suç
muhteşem görün,suç
elbise dikkat,suç
hergele,suç
çocukluk tanı,suç
büyük tasla,suç
üst gel yeter,suç
üstüne gel git boya sandık getir,suç
der,suç
çocuk harika,suç
tüküryala tommy de eskiden,suç
yem,suç
ayakkabı ayna parla am koy,suç
bağışla,suç
muhteşem,suç
iyi oy,suç
i̇yi par kazan,suç
şeref tony,suç
boya yap billy,suç
de,suç
boya yap de,suç
uzun zaman yok ortalıkta,suç
haber ver,suç
ayakkabı boya,suç
sakin,suç
birazcık takıl de,suç
şaka yap,suç
şaka yap gel,suç
sürü insan,suç
şaka yap,suç
parti,suç
yeni ev dön,suç
uzun zaman gör kız de,suç
hemen atar,suç
özür dil kır iste,suç
özür dil,suç
önem,suç
ev git sik boya sandık getir,suç
am koy piç,suç
am kor lan,suç
gel hadi gel,suç
nişan par ver al,suç
kabadayı bozuntu,suç
torpille mafya gir,suç
sinirlen,suç
orospu çocuk,suç
orospu çocuk çık,suç
tut,suç
gel güçlü hisset,suç
kusur bak,suç
tommy nin kafa iyi,suç
saygı et iste,suç
saygı et iste,suç
kafa ye,suç
çocuk terbi ver,suç
jimmy,suç
hak hak ver,suç
anla mu,suç
i̇ki dakika sar kucak an göt tut ibne,suç
hayır hayır,suç
aşağıla,suç
çizgi aş,suç
aşağıla,suç
kimse aşağıla,suç
i̇çki ver,suç
hadi birer içki iç,suç
i̇çkiler şirket,suç
hayır hayır içki,suç
billy billy,suç
