Processed_Sentence,Etiket
ben ilgilen,korku
anla,korku
sen ilgilen san,korku
öl,korku
zaman sen baba ilgilen,korku
peter,korku
bebek ağla,korku
bil mu,korku
doğ ağla,korku
bugün ağla iste,korku
se rahatla mi,korku
i̇yi gecele tatlı,korku
sevgili tane güzel annie,korku
söyle affet,korku
nefret et kayıp umut kapıl,korku
şe değ gör,korku
fedakar mükafat dönüş tanık ol,korku
sevgi anne,korku
anne,korku
çalış oda kendi korkut,korku
ne,korku
hayır,korku
bitir,korku
say,korku
oyuncak sınav bitir de,korku
de,korku
aman tanrı,korku
ne,korku
kahraman ölümcül hata geri al kural,korku
bağ kal herakles kusur ne,korku
kibir,korku
pekala,korku
oy boyunca sun işaret görmez gel,korku
pekala ilginç,korku
kontrol kendi düşün,korku
unut sofokles kahin yaz mutlak şe,korku
herakles şans anlam gel,korku
seçi şans ol fazla trajik yap,korku
katıl mi peter,korku
kısım,korku
bence trajik ol kaçınılmaz,korku
karakter umut de,korku
hiçbiri umut yok bence umut,korku
korkunç umut çark içinde birer piyon,korku
merhaba,korku
merhaba,korku
anne oda gir,korku
hayır,korku
kapı açık,korku
üzgün,korku
saçma ol fark,korku
sor,korku
teşekkür et,korku
baba mezar ara,korku
bak ne,korku
alo,korku
evet,korku
demek,korku
zarar ver,korku
hafta,korku
evet,korku
anla,korku
evet,korku
ara,korku
hoş kalın,korku
ne,korku
fatura zımbırtı,korku
pekala sinema git,korku
yük yük yük,korku
de,korku
hayır hayır,korku
de,korku
evet yük,korku
sevdi̇ği̇n bi̇ri̇ni̇ kaybet,korku
ara yeni katıl zaman ayır konuş iste var,korku
pekala buyur,korku
bura ikinci gel konuş,korku
evet,korku
konuş,korku
hayır,korku
pekala bask,korku
ad annie,korku
merhaba annie,korku
merhaba annie,korku
anne hafta öl,korku
bura dene gel,korku
şey karşı dayanıklı,korku
yıl toplantı gel,korku
gel zor san,korku
san işe yara,korku
yüz,korku
anne yaş son zaman kendi değil,korku
önce birbiri uzaklaş,korku
yüz durum büyük etki yarat,korku
sev,korku
kolay hayat,korku
çok kişilik bozuk son şiddetlen,korku
bunama,korku
baba bebek açlık öl,korku
psikoz depresyon bırak,korku
bulak emin anlat kötü gel,korku
abi,korku
abi şizofren,korku
16 yaş anne yatak oda as,korku
intihar not anne iç insan koy suçla,korku
evet,korku
anne hayat böyle,korku
son zaman düşkün ev git ev yaşa başla,korku
o konuş,korku
küs barış,korku
konuş başla,korku
i̇nanılmaz çıkarcı biri,korku
eş irtibat geç kur koy,korku
kural kız hamile kala sür,korku
i̇lk evlat oğul doğ yan yaklaş iz ver,korku
yüz kız ver anında kanca tak,korku
tekrar suçlu hisset,korku
suçlu hisset,korku
hastalan son zaman anne ol,korku
fark konu suçlu hisset,korku
aile üzerine fazla sıkıntı yükle iste,korku
yeterince destek ol,korku
destek ol emin değil,korku
şey mahvol hisset,korku
sonra kabahat o kendi fark et,korku
kabahat o,korku
kabahat ol,korku
kabahat hisset,korku
bil,korku
kasaba ne bay,korku
toplantı falan,korku
üzer kıyafet,korku
sabah biri konuş üzerinde tıpkı giysi,korku
ara ada o,korku
o konuş,korku
söyle,korku
git,korku
der,korku
çek el üzer,korku
söyle anlat,korku
anlat,korku
san,korku
oha,korku
yarın aaron ev parti,korku
gel,korku
merhaba annie,korku
rahat et iste çalış durum gör iste,korku
an hal fotoğraf gönder mi,korku
söz ver yargıla,korku
silvia,korku
akşam araba biri al mi,korku
git,korku
okul barbekü parti,korku
biz ye mi,korku
hayır siz ye,korku
i̇stersen ye,korku
zorla,korku
hayır hayır ye,korku
takıl git,korku
i̇çki ol,korku
i̇stesek içki al yaş,korku
kesin öyle,korku
iç mi sor,korku
hayır de,korku
kardeş götür mi,korku
gel,korku
sor,korku
charlie,korku
charlie,korku
tanrı yap,korku
ev yalınayak çık,korku
akıl kıt falan,korku
etraf ayakkabı üzerinde ceket ol dolan,korku
büyükanne iste,korku
ol,korku
kızgın,korku
abi parti çorap çık,korku
abi parti git,korku
parti,korku
okul çocuk takıl,korku
demek,korku
git,korku
eğlence ol,korku
çocuk takıl,korku
kim,korku
o,korku
abi,korku
çocuk,korku
i̇yi,korku
güzel,korku
git,korku
sen gel,korku
harika,korku
kesinlikle içki demek,korku
iç niyet yok,korku
merhaba,korku
merhaba,korku
parti git,korku
gel değ iste,korku
evet,korku
düşün,korku
fena say,korku
tüttür,korku
sağlam ot,korku
oda bong,korku
i̇yiymiş,korku
süre bekle mi,korku
hayır,korku
charlie,korku
dakika sür takıl,korku
resim çiz,korku
charlie,korku
sik bak,korku
çikolata pas dağıt,korku
herkes,korku
herkes dağıt,korku
parti,korku
kimse tanı,korku
tanı,korku
git bekle ver,korku
acele bit,korku
charlie,korku
hey millet,korku
peter,korku
aşağı kız kardeş,korku
evet,korku
charlie,korku
kız kardeş seksi,korku
geçen hafta resim yap gör,korku
evet,korku
özürlü çiz,korku
evet,korku
charlie,korku
peter,korku
charlie,korku
i̇yi mi,korku
zor nefes al,korku
demek,korku
san boğaz şiş,korku
sor charlie,korku
hastane var,korku
charlie,korku
i̇yisin,korku
güzel,korku
ev dön,korku
güzel,korku
dışarı tahta al çık,korku
iste mu,korku
i̇stemiyorum tatlı,korku
dikkatli sür,korku
20 dakika dön,korku
aman tanrı,korku
aman tanrı,korku
hayır dayan dayan,korku
öl iste,korku
tanrı,korku
can yan,korku
öl iste,korku
charlie,korku
tanrı,korku
charlie,korku
facebook becky yle arkadaş mı,korku
becky yle arkadaş mı,korku
facebook arkadaş de,korku
cidden durum güncelle gör dost,korku
dost bil mi,korku
10 saniye resmen,korku
harbi,korku
dost dur yap,korku
brian,korku
brian kız arkadaş,korku
de,korku
gerçekten aptal de,korku
ne,korku
prenses de,korku
dallama kız arkadaş prenses de ulan,korku
oha am koy,korku
ada resmen prenses havaalanı al,korku
an ye kus ne am koy,korku
kuskus,korku
kuskus sik,korku
prenses ye,korku
çek,korku
kız arkadaş,korku
üniversite salak hatun tek,korku
vay am,korku
aptal üniversite hatun sik iste,korku
dost dost dost,korku
mi,korku
san tür tepki göster,korku
boğaz,korku
san boğaz şiş,korku
dost,korku
sakin dost,korku
sor,korku
el tut,korku
tut,korku
gel özür dil,korku
i̇çeri gel mi,korku
hayır unut,korku
affet,korku
affet önce hatırla,korku
tanrı,korku
aptal hisset,korku
joan,korku
merhaba,korku
hisset mu,korku
anne ölüm,korku
hayır hayır,korku
yüz,korku
kız öldür,korku
üzül,korku
ben içeri gel mi,korku
kahve iç,korku
affet,korku
gerçekten,korku
gel,korku
gerçekten unut,korku
oğul öl,korku
üzül,korku
sen kaç yaş,korku
13,korku
tanrı,korku
korkunç,korku
oğul torun boğ,korku
ufaklık yaş,korku
aman tanrı,korku
bura yaklaşık ay gel,korku
yard dokun,korku
durum kolay,korku
hisset,korku
kendi rezil et,korku
konuş biri ihtiyaç,korku
hep ihtiyaç,korku
ara,korku
teşekkür et,korku
gerçekten,korku
hoş kal,korku
merhaba,korku
merhaba,korku
yat git,korku
nere,korku
sinema,korku
yat git,korku
gel,korku
hemen dön,korku
hayır dön,korku
battaniye al,korku
uyu,korku
dışarı buz,korku
isıtıcı dışarı,korku
sor,korku
soğuk geri gel,korku
uyu iste,korku
galeri uzat ara,korku
sik,korku
annie gel,korku
erken san,korku
i̇çeri gel,korku
i̇çeri gel,korku
paspas,korku
şeker,korku
evet,korku
eskiden anne tıpkı nakış ol,korku
gerçekten,korku
garip,korku
gel otur,korku
şey ters git anla,korku
ceset gör,korku
katra kapkara kanla kap,korku
baş değil yüz yüz gör,korku
git,korku
el küçük parmak tırnakla,korku
oğul ara,korku
peter,korku
tanrı,korku
pekala uyurgezer,korku
uzun zaman yap,korku
yıl uyan,korku
peter charlie nin yatak yan git,korku
zamanla aynı oda kal,korku
baştan aşağı tiner bulan,korku
aynı şekil,korku
baştan aşağı,korku
el kutu kibrit tiner teneke dikil,korku
kibrit çak kendi uyan,korku
peter an uyan çığlık at başla,korku
hemen kibrit bırak,korku
anında,korku
şoke ol,korku
uyurgezer ol ikna et imkan,korku
kesinlikle öyle,korku
zamanla berbat,korku
peter sürekli aptal tartış,korku
yaşa art arka kes,korku
boş boş mevzu,korku
peter zaman karşı kullan,korku
söyle yap yok,korku
ol,korku
uyku,korku
merhaba,korku
erken dön,korku
bura bisiklet sür,korku
hayır,korku
arkadaş araba bırak,korku
peter,korku
sat hazırlık kurs kayıt yap,korku
yarın hallet,korku
evet hallet yaklaş,korku
tanrı aşk annie,korku
gör iz ver düşün,korku
kim,korku
peter,korku
gör hisset düşün,korku
o ilgi,korku
kazan taraf açı tasviri,korku
akşam yemek aşağı in mi,korku
yemek hazırla,korku
hayır hazırla,korku
çağır gel,korku
i̇n kal iste yap,korku
umur,korku
güzel ol baba,korku
sağ evlat,korku
i̇yi mi anne,korku
akıl,korku
akıl,korku
söyle iste var,korku
peter,korku
hor gör söyle,korku
gör,korku
asla hor gör,korku
tatlı,korku
tavır anla,korku
pekala,korku
zaman söyle söyle,korku
peter,korku
söyle iste,korku
söyle dene,korku
zaman tekrar dene,korku
dök iç,korku
rahatla,korku
evet,korku
rahatla,korku
söyle kurtul,korku
söyle am koy,korku
sakın küfret de küçük bok,korku
sakın se karşı yüksel de,korku
anne,korku
anla mu,korku
yap endişelen de savun,korku
karşılık gör surat mal ifade,korku
yer kin küçümse ak,korku
sürekli can sıkkın hal,korku
kız kardeş öl,korku
özle kaz acı çek bil,korku
geri al,korku
yap unut sağla,korku
kız kardeş öl,korku
geri gel,korku
beyhude çaba,korku
ara getir,korku
çık özür dil de yap yüzleş,korku
zaman şey kurtar,korku
şey sorumluluk al,korku
yüz kabullen,korku
affet,korku
şey kabul et,korku
anne,korku
parti git iste,korku
git öyle,korku
pekala,korku
hemen son ver,korku
kes de,korku
çalişmaya devam,korku
joan,korku
annie,korku
merhaba,korku
annie,korku
merhaba,korku
amanın,korku
nasıl,korku
annie i̇yi mi,korku
i̇yiyim evet,korku
iyi,korku
annie,korku
dönüş hisset,korku
söyle mi bil,korku
akıl kaçır düşün,korku
pekala,korku
gel bak,korku
ruhsal medyum tanış,korku
açık seans gerçek,korku
bil,korku
akıl geç bil,korku
katıl iste,korku
şüphe bili insan getir,korku
şüphe şekil git,korku
yaşa annie gerçekten,korku
açık seans,korku
19 yüzyıl ada ruh çağır,korku
hayır hayır,korku
duma ayna yap,korku
yan otur ada alay nörolog,korku
seans temel değiş gözük,korku
hayır akıl geç bil,korku
cidden,korku
sonra medyum yan git,korku
oğul torun sor,korku
kadın daire gel,korku
torun ruh çağır,korku
hayır hayır hayır bil,korku
gülüş sebep bil,korku
bil,korku
annie annie ol inan,korku
inan,korku
se duy,korku
oda varlık hisset,korku
annie gerçek,korku
yap,korku
alışveriş gel,korku
gel mi,korku
annie,korku
ol annie,korku
gel bence,korku
gel,korku
i̇nsanı hava sok,korku
pekala,korku
el bardak üzerine koy,korku
bastır,korku
aynı yap,korku
louis,korku
louis mı,korku
nine,korku
louis yan,korku
bardak kay çalış,korku
louis bura,korku
merhaba louis,korku
merhaba louis,korku
yap,korku
louis soru sor,korku
can,korku
cevap evet bardak sağ kay,korku
cevap hayır taraf sol kay,korku
anla,korku
louis mi,korku
acı çek mu,korku
aman tanrı,korku
sor sor,korku
sor sor,korku
louis kara tahta getir,korku
tahta hatırla,korku
yazar mı,korku
louis sev can,korku
pardo dur mi,korku
üzgün,korku
louis dur hemen dön,korku
i̇yi mi,korku
üzgün,korku
gerçekten,korku
anla anla,korku
i̇lk sefer tepki ver,korku
git,korku
üzgün,korku
teşekkür et,korku
ziya ziya,korku
teşekkür,korku
bil,korku
bil tatlı,korku
baş dene iste,korku
tanrı,korku
sor sor,korku
mum yak kız eşya seç,korku
bağlantı ol,korku
benimki kara tahta,korku
bağlantı,korku
geç geç,korku
sor,korku
i̇şte,korku
hazır ol zaman sesli oku,korku
dikkatli kelime kelime,korku
dil bil,korku
medyum oku,korku
seans başla,korku
unut aile,korku
fert ev içinde bulun,korku
oğul,korku
önem,korku
derin nefes,korku
öldür annie,korku
öl,korku
anne,korku
yap,korku
ne,korku
uyku gez,korku
özür dil,korku
charlie,korku
kork,korku
anne ol iste,korku
kork,korku
anne hisset,korku
büyükanne zorla,korku
doğur öyle,korku
hata değil,korku
önle çalış,korku
düşük yap çalış,korku
yap şekil,korku
yap söyle yap işe yar,korku
i̇şe yar mutlu,korku
öldür çalış,korku
hayır çalış,korku
sev,korku
öldür çalış,korku
sev,korku
öldür çalış,korku
çalış,korku
kurtar çalış,korku
öldür çalış,korku
peter,korku
peter tatlı,korku
uy,korku
üzgün,korku
ol affet,korku
dert,korku
söyle kaldır,korku
sor sor,korku
kalk mi tatlı,korku
dene,korku
kabus gör,korku
sor,korku
yap,korku
bul,korku
gel hadi,korku
steve,korku
bebek,korku
steve uy,korku
aşağı gel,korku
dene,korku
hadi hadi,korku
steve gel,korku
git,korku
baba,korku
sor,korku
hadi hadi,korku
pekala,korku
buz,korku
dur hayır hayır,korku
yap,korku
yap,korku
pencere kapat,korku
değiş,korku
berbat et iste,korku
otur lazım,korku
otur,korku
arkadaş joan yap öğret,korku
arkadaş joan,korku
avuç masa parmak dokun,korku
yap annie,korku
gör,korku
güven,korku
yap,korku
peter,korku
pekala steve gel,korku
i̇kinizin konsantre ol iste,korku
yap charlie düşün,korku
sok işe,korku
tatlı yap,korku
20 dakika dene işe yara,korku
yara,korku
i̇şe yar bura getir,korku
siz göster lazım,korku
göster,korku
sik,korku
medyum,korku
ruh gör,korku
silkin at at,korku
kulak gel bil konuş kar et,korku
siz göster lazım,korku
anla,korku
akıl baş,korku
peter yatak yat,korku
hayır hayır,korku
peter yap,korku
ailecek yap,korku
hep enerji ihtiyaç,korku
kal,korku
steve,korku
steve ol,korku
fikir açık ol iste,korku
ol,korku
i̇kinize söz ver,korku
açık ol iste,korku
ol,korku
hadi steve,korku
hadi hadi,korku
yem et,korku
pekala,korku
güzel,korku
oku,korku
tekrar oku zannet,korku
dil,korku
konsantre ol çalış,korku
charlie,korku
charlie mı,korku
charlie anne,korku
baba peter,korku
charlie oda biz hep bardak dokun,korku
bastır,korku
bura charlie bardak oynat,korku
azıcık,korku
aman annie,korku
azıcık hareket et,korku
charlie,korku
sıç,korku
lan,korku
hisset,korku
hisset,korku
hava esne hisset mu,korku
evet,korku
sağ charlie,korku
harika,korku
charlie yap iste,korku
yap o göster iste,korku
yap o göster mi,korku
anne,korku
göster,korku
kadar yeter,korku
hayır hayır hayır,korku
bak yap,korku
sayfa belir,korku
gör,korku
gör,korku
charlie,korku
annie,korku
charlie çiz mi,korku
devam et,korku
kes,korku
kes,korku
pekala parmak dokun korkut,korku
peter peter bak kes,korku
dinle,korku
kork,korku
kız kardeş,korku
anne,korku
charlie sor ne,korku
anne,korku
anne,korku
anne,korku
hoş git,korku
baba hoş git,korku
ne,korku
yap,korku
annie kes,korku
ne,korku
yap,korku
anne,korku
öd kopar,korku
yap,korku
ne,korku
kork,korku
baba durdur,korku
korkut,korku
durdur,korku
durdur,korku
durdur am koy,korku
durdur,korku
anne,korku
kes,korku
kes,korku
yap,korku
baba durdur,korku
anne,korku
peter,korku
peter kork,korku
yap,korku
ülke ekonomik açı kötü zaman,korku
adına yaraşır biçim,korku
büyük buhran bilinen devir 1929 sonbahar kıyasla,korku
1800 yıl yaşa mücadele hakkında konuş,korku
10 yıl boyunca büyük badire atlat,korku
1929 wall street yol git,korku
büyük i̇flas sebebiyle çök,korku
ekonomi devasa düş geç,korku
10 yıl boyunca insan yemek kuyruk gir,korku
federal hükümet,korku
efendim peter,korku
özür dil,korku
tuvalet git lazım,korku
git,korku
söyle,korku
alo,korku
bil bak okul sinir kriz ara,korku
charlie,korku
peter ara annie,korku
kork koridor ağla,korku
i̇ntikam ara ruh tehdit et ikna ol,korku
tehdit et düşün,korku
dinle annie,korku
koru gerek oğul,korku
anlam,korku
anlam ilgilen konu,korku
ben konuş,korku
oğul,korku
yüz kapat de,korku
uyku gez,korku
anla,korku
bip se sesli mesaj kaydet,korku
kay bit telefon kapat,korku
fazla seçenek kare tuş bas,korku
annie merhaba,korku
archer galeri n patrick,korku
nasıl aile ara,korku
hep düşün endişelen,korku
ol um,korku
dua eksik ol,korku
ara sebep gösteri ertele,korku
ileri tarih al iste uy söyle,korku
i̇stemezsen yar et konu,korku
aman tanrı,korku
pis kok,korku
annie,korku
kok,korku
sik,korku
bak iste,korku
charlie,korku
peter,korku
aman tanrı peter,korku
sor can,korku
yap,korku
kafa çek,korku
çek,korku
yeni gel,korku
çığlık at,korku
charlie köşe gör kafa çek başla,korku
peter yap,korku
çıldır,korku
yap can,korku
charlie köşe gör,korku
peter dinle,korku
ne gör bil,korku
son ver,korku
baba söyle anlat,korku
sakın,korku
ters dön son ver kişi,korku
anla,korku
düzelt kişi,korku
joan,korku
joan,korku
sen konuş,korku
joan gerçekten sor,korku
joan,korku
peter,korku
peter,korku
peter,korku
kov,korku
zantany,korku
dagdany,korku
aparagon,korku
peter,korku
çık dışarı,korku
peter,korku
aman tanrı,korku
dua,korku
kral paimon kötülük tanrı,korku
başar çağrıl kral paimon zayıf bedeni ele geçir,korku
ayin tamam kral paimon ata beden yerleş,korku
yerleş beden çıkma yeni ayin gerek,korku
kral paimon erkek erkek beden ihtiyaç duyar,korku
zengin mükafat,korku
hak düşün,korku
i̇figenya nın cinayet emir tanrı ver,korku
yüz agamemnon başka seçenek yok,korku
peter,korku
peter sor ne,korku
peter mi,korku
nefes al,korku
peter yap dost,korku
west lise n aran,korku
alo,korku
evet,korku
tanrı şükür,korku
aman tanrı,korku
hayır hayır hayır hayır hayır hayır,korku
olamaz,korku
hayır,korku
anlaşılan kendi yap,korku
surat masa vur,korku
steve,korku
dur dur dur,korku
steve dinle,korku
ayak tut,korku
ayak tut,korku
steve,korku
git yukarı tava ara çık,korku
yukarı çık gör gör lazım,korku
ceset ver,korku
galiba anne ceset,korku
san deri karar anla,korku
şiş kafa,korku
ol,korku
yukarı çık bak,korku
steve,korku
dahası,korku
anne baş ceset fazla,korku
var,korku
oha sik,korku
dahası,korku
ne lan,korku
polis çağır,korku
polis yar et,korku
yukarı am koy,korku
joan hatırla,korku
tor öl arkadaş,korku
daire götür,korku
ceset anne benze,korku
bak seans yap öğret,korku
i̇stememiştim torun geri getir,korku
charlie yle yaşa gör hisset,korku
bak,korku
anne fotoğraf albüm,korku
şura bak,korku
gör,korku
gör,korku
i̇şte,korku
i̇şte joan,korku
anne tanı söyle,korku
o tanış yan gel,korku
teselli,korku
seans anlat yap göster,korku
bak,korku
sembol gör,korku
anne ver kolye,korku
kolye,korku
i̇kisi tak fotoğraf tak,korku
düze bak,korku
yukarı gör,korku
kanla ceset üstüne yaz,korku
mezar kaz çıkar,korku
yap,korku
sinema git,korku
yap akşam,korku
dinle,korku
ardından mezar ara gün de,korku
söyle endişelen,korku
kahret,korku
bak steve,korku
güven fark konu el gel,korku
charlie geri getir lanetle,korku
şe anlaş yap,korku
ev bulun,korku
bil peter peş,korku
sayfa dol izle,korku
peter,korku
üzgün,korku
yap bil,korku
yap bil peter tehlike,korku
başla,korku
kitap et,korku
al,korku
yak çalış gerçekten,korku
bağ kol alev al bağ,korku
anla,korku
kitap et,korku
peter,korku
tanrı,korku
anla mu,korku
zor,korku
peter hatır,korku
güven steve,korku
seçil kişi ol,korku
hata ben,korku
hata,korku
hata bil,korku
ol,korku
ateş at,korku
yap,korku
öd kop,korku
at at peter öl,korku
oğul öl,korku
emin,korku
bil,korku
steve,korku
ol anla can,korku
ateş,korku
tatlı yalvar,korku
hadi,korku
yap,korku
yap,korku
teşekkür et teşekkür et,korku
dinle,korku
dinle,korku
hayat aşk,korku
sev steve,korku
sev,korku
tanrı sev,korku
peter sev,korku
git,korku
ayak uydur,korku
hayır hayır hayır,korku
hayır hayır fayda,korku
hasta annie,korku
poli ara,korku
aman tanrı,korku
anne,korku
baba,korku
anne,korku
baba,korku
anne,korku
yap,korku
anne yap,korku
anne özür dil,korku
özür dil,korku
anne,korku
anne,korku
yalvar,korku
yalvar dur,korku
anne,korku
uyan lazım,korku
uyan lazım,korku
hadi iyi,korku
uy hadi,korku
uy,korku
uy,korku
uy,korku
geç,korku
charlie,korku
iyi,korku
paimon sın,korku
cehennem kral,korku
kuzeybatı bak çağır,korku
i̇lk dişi vücut düzelt,korku
sağlık erkek konak ver,korku
teslis reddet kendi ada dua et yüce paimon,korku
sır bilgi bahşet,korku
şeref zengin arkadaş getir,korku
herkes irade bağla,korku
ebediyen irade bağla,korku
paimon sela,korku
paimon sela,korku
paimon sela,korku
sela,korku
